id,path,type,duration,text_cyrillic,text_latin,text_spt,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,word_count
322,1040-85.wav,train,10.7934375,Каска ва махсус кийимларда кириб келган милиция ходимлари йиғилганларни олиб кетиш билан таҳдид қилган.,Kaska va maxsus kiyimlarda kirib kelgan militsiya xodimlari yig'ilganlarni olib ketish bilan tahdid qilgan.,Kaska va maxsus kiyimlarda kirib kelgan militsiya xodimlari yig'ilganlarni olib ketish bilan tahdid qilgan.,kaska va maxsus kiyimlarda kirib kelgan militsiya xodimlari yig'ilganlarni olib ketish bilan tahdid qilgan,kaska va maxsus kiyimlarda kirib kelgan militsiya xodimlari yig'ilganlarni olib ketish bilan tahdid qilgan,0.0,0.0,1.0,14,14,14
323,1015-104.wav,train,12.7711875,"Уруш натижасида 380 000 дан зиёд одам ўлди, шаҳарлар вайрон бўлди, бошқа давлатлар ҳам бу можароларга аралашди.","Urush natijasida 380 000 dan ziyod odam o'ldi, shaharlar vayron bo'ldi, boshqa davlatlar ham bu mojarolarga aralashdi.","Urush natijasida 380 000 dan ziyod odam o'ldi, shaharlar vayron bo'ldi, boshqa davlatlar ham bu mojarolarga aralashdi.",urush natijasida uch yuz sakson mingdan ziyod odam o'ldi shaharlar vayron bo'ldi boshqa davlatlar ham bu mojarolarga aralashdi,urush natijasida uch yuz sakson mingdan ziyod odam o'ldi shaharlar vayron bo'ldi boshqa davlatlar ham bu mojarolarga aralashdi,0.0,0.0,1.0,18,18,17
324,1038-62.wav,train,18.242,Ҳиндистон ва Покистон ўртасидаги Вагаҳ чегара ўтиш нуқтасида содир этилган интиҳорий ҳужум ортидан икки мамлакат у ерда ҳар куни ўтказиладиган чегарачилар парадини бекор қилди.,Hindiston va Pokiston o'rtasidagi Vagah chegara o'tish nuqtasida sodir etilgan intihoriy hujum ortidan ikki mamlakat u yerda har kuni o'tkaziladigan chegarachilar paradini bekor qildi.,Hindiston va Pokiston o'rtasidagi Vagah chegara o'tish nuqtasida sodir etilgan intihoriy hujum ortidan ikki mamlakat u yerda har kuni o'tkaziladigan chegarachilar paradini bekor qildi.,hindiston va pokiston o'rtasidagi vagah chegara o'tish nuqtasida sodir etilgan intihoriy hujum ortidan ikki mamlakat u yerda har kuni o'tkaziladigan chegarachilar paradini bekor qildi,hindiston va pokiston o'rtasidagi vagah chegara o'tish nuqtasida sodir etilgan intihoriy hujum ortidan ikki mamlakat u yerda har kuni o'tkaziladigan chegarachilar paradini bekor qildi,0.0,0.0,1.0,24,24,24
328,1048-107.wav,train,10.4534375,Москвада муҳожирлар иш ҳақи 140 долларга кам тўлангани учун норозилик намойиши ўтказди.,Moskvada muhojirlar ish haqi 140 dollarga kam to'langani uchun norozilik namoyishi o'tkazdi.,Moskvada muhojirlar ish haqi 140 dollarga kam to'langani uchun norozilik namoyishi o'tkazdi.,moskvada muhojirlar ish haqi bir yuz qirq dollarga kam to'langani uchun norozilik namoyishi o'tkazdi,moskvada muhojirlar ish haqi bir yuz qirq dollarga kam to'langani uchun norozilik namoyishi o'tkazdi,0.0,0.0,1.0,14,14,12
330,1043-19.wav,train,10.04,"Бу йил кўзларимизни қувнатиб, дунё юзини кўрадиган китоблар ҳақида гапиришнинг ҳозир айни вақти.","Bu yil ko'zlarimizni quvnatib, dunyo yuzini ko'radigan kitoblar haqida gapirishning hozir ayni vaqti.","Bu yil ko'zlarimizni quvnatib, dunyo yuzini ko'radigan kitoblar haqida gapirishning hozir ayni vaqti.",bu yil ko'zlarimizni quvnatib dunyo yuzini ko'radigan kitoblar haqida gapirishning hozir ayni vaqti,bu yil ko'zlarimizni quvnatib dunyo yuzini ko'radigan kitoblar haqida gapirishning hozir ayni vaqti,0.0,0.0,1.0,13,13,13
331,1061-81.wav,train,13.9655625,"Саудия Арабистонида ўзгаришлар ҳақида савол берилганда одатда, у ўз вақтида ва ўзига хос равишда бўлади каби жавоблар бериларди.","Saudiya Arabistonida o'zgarishlar haqida savol berilganda odatda, u o'z vaqtida va o'ziga xos ravishda bo'ladi kabi javoblar berilardi.","Saudiya Arabistonida o'zgarishlar haqida savol berilganda, odatda, u o'z vaqtida va o'ziga xos ravishda bo'ladi kabi javoblar berilardi.",saudiya arabistonida o'zgarishlar haqida savol berilganda odatda u o'z vaqtida va o'ziga xos ravishda bo'ladi kabi javoblar berilardi,saudiya arabistonida o'zgarishlar haqida savol berilganda odatda u o'z vaqtida va o'ziga xos ravishda bo'ladi kabi javoblar berilardi,0.0,0.0,1.0,18,18,18
332,1063-41.wav,train,11.216125,Жасмина эркак бўлиб яшаган умрини эслагиси келмайди. Барча суратларини йиртиб йўқ қилган.,Jasmina erkak bo'lib yashagan umrini eslagisi kelmaydi. Barcha suratlarini yirtib yo'q qilgan.,Jasmina erkak bo'lib yashagan umrini eslagisi kelmaydi. Barcha suratlarini yirtib yo'q qilgan.,jasmina erkak bo'lib yashagan umrini eslagisi kelmaydi barcha suratlarini yirtib yo'q qilgan,jasmina erkak bo'lib yashagan umrini eslagisi kelmaydi barcha suratlarini yirtib yo'q qilgan,0.0,0.0,1.0,12,12,12
333,1019-08.wav,train,9.3654375,Европа Тикланиш ва Тараққиёт банки вакиллари Ўзбекистонга сафар қилган.,Yevropa Tiklanish va Taraqqiyot banki vakillari O'zbekistonga safar qilgan.,Yevropa Tiklanish va Taraqqiyot Banki vakillari O'zbekistonga safar qilgan.,yevropa tiklanish va taraqqiyot banki vakillari o'zbekistonga safar qilgan,yevropa tiklanish va taraqqiyot banki vakillari o'zbekistonga safar qilgan,0.0,0.0,1.0,9,9,9
334,1018-82.wav,train,15.6665,Британияда чиқадиган дунёнинг энг нуфузли журналларидан бири бўлмиш Economist Ўзбекистонда кечган президентлик сайловлари ҳақида мақола чоп этган.,Britaniyada chiqadigan dunyoning eng nufuzli jurnallaridan biri bo'lmish Economist O'zbekistonda kechgan prezidentlik saylovlari haqida maqola chop etgan.,"Britaniyada chiqadigan dunyoning eng nufuzli jurnallaridan biri bo'lmish ""Economist"" O'zbekistonda kechgan prezidentlik saylovlari haqida maqola chop etgan.",britaniyada chiqadigan dunyoning eng nufuzli jurnallaridan biri bo'lmish economist o'zbekistonda kechgan prezidentlik saylovlari haqida maqola chop etgan,britaniyada chiqadigan dunyoning eng nufuzli jurnallaridan biri bo'lmish economist o'zbekistonda kechgan prezidentlik saylovlari haqida maqola chop etgan,0.0,0.0,1.0,17,17,17
336,1038-78.wav,train,8.2469375,13 май куни Андижонда юз берган қонли воқеаларга олти йил тўлади.,13-may kuni Andijonda yuz bergan qonli voqealarga olti yil to'ladi.,13-may kuni Andijonda yuz bergan qonli voqealarga 6 yil to'ladi.,o'n uchinchi may kuni andijonda yuz bergan qonli voqealarga olti yil to'ladi,o'n uchinchi may kuni andijonda yuz bergan qonli voqealarga olti yil to'ladi,0.0,0.0,1.0,12,12,11
342,1032-78.wav,train,13.51625,АҚШ Президенти Жо Байден Россия ва Хитой раҳбарларини Глазгодаги халқаро экологик саммитда қатнашмаганлари учун танқид қилди.,AQSH Prezidenti Jo Bayden Rossiya va Xitoy rahbarlarini Glazgodagi xalqaro ekologik sammitda qatnashmaganlari uchun tanqid qildi.,AQSH Prezidenti Jo Bayden Rossiya va Xitoy rahbarlarini Glazgodagi xalqaro ekologik sammitda qatnashmaganlari uchun tanqid qildi.,aqsh prezidenti jo bayden rossiya va xitoy rahbarlarini glazgodagi xalqaro ekologik sammitda qatnashmaganlari uchun tanqid qildi,aqsh prezidenti jo bayden rossiya va xitoy rahbarlarini glazgodagi xalqaro ekologik sammitda qatnashmaganlari uchun tanqid qildi,0.0,0.0,1.0,16,16,16
344,1017-56.wav,train,15.589125,"Мирзиёев Каримов даври ""муаммоси""ни ҳал қилдими - 30 ёшли ўзбек чемпиони Муҳаммаджон 28 йил деганда паспорт олди.","Mirziyoyev Karimov davri ""muammosi""ni hal qildimi - 30 yoshli o'zbek chempioni Muhammadjon 28 yil deganda pasport oldi.",Mirziyoyev Karimov davri muammosini hal qildimi? 30 yoshli o'zbek chempioni Muhammadjon 28 yil deganda pasport oldi.,mirziyoyev karimov davri muammosini hal qildimi o'ttiz yoshli o'zbek chempioni muhammadjon yigirma sakkiz yil deganda pasport oldi,mirziyoyev karimov davri muammosini hal qildimi o'ttiz yoshli o'zbek chempioni muhammadjon yigirma sakkiz yil deganda pasport oldi,0.0,0.0,1.0,17,17,17
345,1041-12.wav,train,15.8800625,"Франциялик шифокорнинг айтишича, Париж яқинидаги жойда 27 декабр куни зотилжам ташхиси қўйилган бемор аслида коронавирусни юқтирган бўлган.","Fransiyalik shifokorning aytishicha, Parij yaqinidagi joyda 27-dekabr kuni zotiljam tashxisi qo'yilgan bemor aslida koronavirusni yuqtirgan bo'lgan.","Fransiyalik shifokorning aytishicha, Parij yaqinidagi joyda 27-dekabr kuni zotiljam tashxisi qo'yilgan bemor aslida koronavirusni yuqtirgan bo'lgan.",fransiyalik shifokorning aytishicha parij yaqinidagi joyda yigirma yettinchi dekabr kuni zotiljam tashxisi qo'yilgan bemor aslida koronavirusni yuqtirgan bo'lgan,fransiyalik shifokorning aytishicha parij yaqinidagi joyda yigirma yettinchi dekabr kuni zotiljam tashxisi qo'yilgan bemor aslida koronavirusni yuqtirgan bo'lgan,0.0,0.0,1.0,18,18,17
351,1033-06.wav,train,11.984375,Ўзбекистонда биометрик паспорт олиш учун берилган муддат 2018 йилнинг 1 июлигача узайтирилди.,O'zbekistonda biometrik pasport olish uchun berilgan muddat 2018-yilning 1-iyuligacha uzaytirildi.,O'zbekistonda biometrik pasport olish uchun berilgan muddat 2018-yilning 1-iyuligacha uzaytirildi.,o'zbekistonda biometrik pasport olish uchun berilgan muddat ikki ming o'n sakkizinchi yilning birinchi iyuligacha uzaytirildi,o'zbekistonda biometrik pasport olish uchun berilgan muddat ikki ming o'n sakkizinchi yilning birinchi iyuligacha uzaytirildi,0.0,0.0,1.0,15,15,12
352,1061-02.wav,train,10.78,Унинг Туркиядан Афғонистонга қайтиши Толибон энди йирик шаҳарларни босиб олиш ҳаракатида бўлган бир пайтга тўғри келмоқда.,Uning Turkiyadan Afg'onistonga qaytishi Tolibon endi yirik shaharlarni bosib olish harakatida bo'lgan bir paytga to'g'ri kelmoqda.,Uning Turkiyadan Afg'onistonga qaytishi Tolibon endi yirik shaharlarni bosib olish harakatida bo'lgan bir paytga to'g'ri kelmoqda.,uning turkiyadan afg'onistonga qaytishi tolibon endi yirik shaharlarni bosib olish harakatida bo'lgan bir paytga to'g'ri kelmoqda,uning turkiyadan afg'onistonga qaytishi tolibon endi yirik shaharlarni bosib olish harakatida bo'lgan bir paytga to'g'ri kelmoqda,0.0,0.0,1.0,16,16,16
354,1065-08.wav,train,13.382125,"Бен Кинг, доимо, жинсий ожизлик - бу «ёши ўтган эркаклар билан содир бўладиган ҳолат» деб ҳисоблаб келар эди.","Ben King, doimo, jinsiy ojizlik - bu «yoshi o'tgan erkaklar bilan sodir bo'ladigan holat» deb hisoblab kelar edi.","Ben King doimo, ""Jinsiy ojizlik bu yoshi o'tgan erkaklar bilan sodir bo'ladigan holat"", deb hisoblab kelar edi.",ben king doimo jinsiy ojizlik bu yoshi o'tgan erkaklar bilan sodir bo'ladigan holat deb hisoblab kelar edi,ben king doimo jinsiy ojizlik bu yoshi o'tgan erkaklar bilan sodir bo'ladigan holat deb hisoblab kelar edi,0.0,0.0,1.0,17,17,18
357,1024-36.wav,train,14.529125,5 май куни Ўзбекистон чегарачилари уч нафар қирғизистонликка нисбатан қурол ишлатиши оқибатида яраланган инсонларнинг бари касалхонада ҳалок бўлган.,5-may kuni O'zbekiston chegarachilari uch nafar qirg'izistonlikka nisbatan qurol ishlatishi oqibatida yaralangan insonlarning bari kasalxonada halok bo'lgan.,5-may kuni O'zbekiston chegarachilari uch nafar Qirg'izistonlikka nisbatan qurol ishlatishi oqibatida yaralangan insonlarning bari kasalxonada halok bo'lgan.,beshinchi may kuni o'zbekiston chegarachilari uch nafar qirg'izistonlikka nisbatan qurol ishlatishi oqibatida yaralangan insonlarning bari kasalxonada halok bo'lgan,beshinchi may kuni o'zbekiston chegarachilari uch nafar qirg'izistonlikka nisbatan qurol ishlatishi oqibatida yaralangan insonlarning bari kasalxonada halok bo'lgan,0.0,0.0,1.0,18,18,18
358,1044-22.wav,train,17.6729375,"У амалдорларга қаратилган танқид давлатга қаратилган, дея ҳисобланмаслик кераклигини таъкидлади. Адиб ушбу ишга Президент Мирзиёев аралашиши кераклигини айтди.","U amaldorlarga qaratilgan tanqid davlatga qaratilgan, deya hisoblanmaslik kerakligini ta'kidladi. Adib ushbu ishga Prezident Mirziyoyev aralashishi kerakligini aytdi.",U amaldorlarga qaratilgan tanqid davlatga qaratilgan deya hisoblanmaslik kerakligini ta'kidladi. Adib ushbu ishga Prezident Mirziyoyev aralashishi kerakligini aytdi.,u amaldorlarga qaratilgan tanqid davlatga qaratilgan deya hisoblanmaslik kerakligini ta'kidladi adib ushbu ishga prezident mirziyoyev aralashishi kerakligini aytdi,u amaldorlarga qaratilgan tanqid davlatga qaratilgan deya hisoblanmaslik kerakligini ta'kidladi adib ushbu ishga prezident mirziyoyev aralashishi kerakligini aytdi,0.0,0.0,1.0,18,18,18
359,1041-98.wav,train,13.32475,Толибон даврида Наврўз оташпарастликка асосланган куфр дея тақиқланганди. Анъанадор уламолар ҳамон уни танқид қиладилар.,Tolibon davrida Navro'z otashparastlikka asoslangan kufr deya taqiqlangandi. An'anador ulamolar hamon uni tanqid qiladilar.,Tolibon davrida Navro'z otashparastlikka asoslangan kufr deya taqiqlangandi. An'anador ulamolar hamon uni tanqid qiladilar.,tolibon davrida navro'z otashparastlikka asoslangan kufr deya taqiqlangandi an'anador ulamolar hamon uni tanqid qiladilar,tolibon davrida navro'z otashparastlikka asoslangan kufr deya taqiqlangandi an'anador ulamolar hamon uni tanqid qiladilar,0.0,0.0,1.0,14,14,14
360,1062-10.wav,train,18.1820625,"Ўтган дам олиш кунлари, аниқроғи 25 май якшанбага тўғри келгани боис 24 май куни Ўзбекистон бўйлаб мактабларда ""сўнгги қўнғироқ"" тадбирлари ўтказилгани роса алғов-далғовга сабаб бўлди.","O'tgan dam olish kunlari, aniqrog'i 25-may yakshanbaga to'g'ri kelgani bois 24-may kuni O'zbekiston bo'ylab maktablarda ""so'nggi qo'ng'iroq"" tadbirlari o'tkazilgani rosa alg'ov-dalg'ovga sabab bo'ldi.","O'tgan dam olish kunlari, aniqrog'i 25-may yakshanbaga to'g'ri kelgani bois 24-may kuni O'zbekiston bo'ylab maktablarda so'nggi qo'ng'iroq tadbirlari o'tkazilgani rosa alg'ov-dalg'ovga sabab bo'ldi.",o'tgan dam olish kunlari aniqrog'i yigirma beshinchi may yakshanbaga to'g'ri kelgani bois yigirma to'rtinchi may kuni o'zbekiston bo'ylab maktablarda so'nggi qo'ng'iroq tadbirlari o'tkazilgani rosa alg'ov-dalg'ovga sabab bo'ldi,o'tgan dam olish kunlari aniqrog'i yigirma beshinchi may yakshanbaga to'g'ri kelgani bois yigirma to'rtinchi may kuni o'zbekiston bo'ylab maktablarda so'nggi qo'ng'iroq tadbirlari o'tkazilgani rosa alg'ov-dalg'ovga sabab bo'ldi,0.0,0.0,1.0,27,27,25
361,1066-42.wav,train,15.9313125,Кекса Жалолиддин Ҳаққонийнинг яна бир ўғли Насриддин ўтган йил охирида Покистон пойтахти Исломобод яқинида отиб ўлдирилганди.,Keksa Jaloliddin Haqqoniyning yana bir o'g'li Nasriddin o'tgan yil oxirida Pokiston poytaxti Islomobod yaqinida otib o'ldirilgandi.,Keksa Jaloliddin Haqqoniyning yana bir o'g'li Nasriddin o'tgan yil oxirida Pokiston poytaxti Islomobod yaqinida otib o'ldirilgandi.,keksa jaloliddin haqqoniyning yana bir o'g'li nasriddin o'tgan yil oxirida pokiston poytaxti islomobod yaqinida otib o'ldirilgandi,keksa jaloliddin haqqoniyning yana bir o'g'li nasriddin o'tgan yil oxirida pokiston poytaxti islomobod yaqinida otib o'ldirilgandi,0.0,0.0,1.0,16,16,16
363,1059-31.wav,train,22.3239375,Шайхонтоҳур тумани Ёшлар Иттифоқи раиси Ҳусниддин Маматов туман лицейида она тили ва адабиёт фанидан дарс берувчи ўқитувчи Зулфия Рашидовадан узр сўради. Шундай бўлса-да ёш иттифоқчига чора кўрилмайди.,Shayxontohur tumani Yoshlar Ittifoqi raisi Husniddin Mamatov tuman litseyida ona tili va adabiyot fanidan dars beruvchi o'qituvchi Zulfiya Rashidovadan uzr so'radi. Shunday bo'lsa-da yosh ittifoqchiga chora ko'rilmaydi.,"Shayxontohur tumani yoshlar ittifoqi raisi Husniddin Mamatov tuman litseyida ona tili va adabiyot fanidan dars beruvchi o'qituvchi Zulfiya Rashidovadan uzr so'radi. Shunday bo'lsa-da, yosh ittifoqchiga chora ko'rilmaydi.",shayxontohur tumani yoshlar ittifoqi raisi husniddin mamatov tuman litseyida ona tili va adabiyot fanidan dars beruvchi o'qituvchi zulfiya rashidovadan uzr so'radi shunday bo'lsa-da yosh ittifoqchiga chora ko'rilmaydi,shayxontohur tumani yoshlar ittifoqi raisi husniddin mamatov tuman litseyida ona tili va adabiyot fanidan dars beruvchi o'qituvchi zulfiya rashidovadan uzr so'radi shunday bo'lsa-da yosh ittifoqchiga chora ko'rilmaydi,0.0,0.0,1.0,27,27,27
364,1023-10.wav,train,10.3,АҚШ Украинага умумий қиймати 1 миллиард долларни ташкил этадиган қурол-яроғ беришга қарор қилди.,AQSH Ukrainaga umumiy qiymati 1 milliard dollarni tashkil etadigan qurol-yarog' berishga qaror qildi.,AQSH Ukrainaga umumiy qiymati 1 milliard dollarni tashkil etadigan qurol-yarog' berishga qaror qildi.,aqsh ukrainaga umumiy qiymati bir milliard dollarni tashkil etadigan qurol-yarog' berishga qaror qildi,aqsh ukrainaga umumiy qiymati bir milliard dollarni tashkil etadigan qurol-yarog' berishga qaror qildi,0.0,0.0,1.0,13,13,13
365,1050-06.wav,train,17.1673125,Ҳиндистон: Дарё чиқариб ташлаётган жасадлар ва кўзсиз қолаётган одамлар. Даҳшатли коронавирус инқирози ичида бўлган Ҳиндистондан устма-уст хавотирли хабарлар олинмоқда.,Hindiston: Daryo chiqarib tashlayotgan jasadlar va ko'zsiz qolayotgan odamlar. Dahshatli koronavirus inqirozi ichida bo'lgan Hindistondan ustma-ust xavotirli xabarlar olinmoqda.,Hindiston daryo chiqarib tashlayotgan jasadlar va ko'zsiz qolayotgan odamlar. Dahshatli koronavirus inqirozi ichida bo'lgan Hindistondan ustma-ust xavotirli xabarlar olinmoqda.,hindiston daryo chiqarib tashlayotgan jasadlar va ko'zsiz qolayotgan odamlar dahshatli koronavirus inqirozi ichida bo'lgan hindistondan ustma-ust xavotirli xabarlar olinmoqda,hindiston daryo chiqarib tashlayotgan jasadlar va ko'zsiz qolayotgan odamlar dahshatli koronavirus inqirozi ichida bo'lgan hindistondan ustma-ust xavotirli xabarlar olinmoqda,0.0,0.0,1.0,19,19,19
368,1031-04.wav,train,13.49625,"Тожикистон Ички ишлар вазирлиги ишга киришган, вазни оғирликдан азоб чекаётган ўн нафар милиция ходимларини ишдан четлатган.","Tojikiston Ichki ishlar vazirligi ishga kirishgan, vazni og'irlikdan azob chekayotgan o'n nafar militsiya xodimlarini ishdan chetlatgan.","Tojikiston Ichki ishlar vazirligi ishga kirishgan, vazni og'irlikdan azob chekayotgan 10 nafar militsiya xodimlarini ishdan chetlatgan.",tojikiston ichki ishlar vazirligi ishga kirishgan vazni og'irlikdan azob chekayotgan o'n nafar militsiya xodimlarini ishdan chetlatgan,tojikiston ichki ishlar vazirligi ishga kirishgan vazni og'irlikdan azob chekayotgan o'n nafar militsiya xodimlarini ishdan chetlatgan,0.0,0.0,1.0,16,16,16
369,1059-77.wav,train,5.3675625,Алоқадор мавзулар:,Aloqador mavzular:,aloqador mavzular,aloqador mavzular,aloqador mavzular,0.0,0.0,1.0,2,2,2
374,1055-77.wav,train,10.87,У бугунда диндор мусулмонлар ва дунёвийлар ўртасидаги баҳс мавзусига айланган.,U bugunda dindor musulmonlar va dunyoviylar o'rtasidagi bahs mavzusiga aylangan.,U bugunda dindor musulmonlar va dunyoviylar o'rtasidagi bahs mavzusiga aylangan.,u bugunda dindor musulmonlar va dunyoviylar o'rtasidagi bahs mavzusiga aylangan,u bugunda dindor musulmonlar va dunyoviylar o'rtasidagi bahs mavzusiga aylangan,0.0,0.0,1.0,10,10,10
376,1055-01.wav,train,12.852125,"Олимлар ва шифокорларнинг аниқлашича, коронавирус юқтирган ҳар 1000 кишидан тақрибан 9 нафари оламдан ўтаётган бўлиши мумкин.","Olimlar va shifokorlarning aniqlashicha, koronavirus yuqtirgan har 1000 kishidan taqriban 9 nafari olamdan o'tayotgan bo'lishi mumkin.","Olimlar va shifokorlarning aniqlashicha, koronavirus yuqtirgan har 1000 kishidan taqriban to'qqiz nafari olamdan o'tayotgan bo'lishi mumkin.",olimlar va shifokorlarning aniqlashicha koronavirus yuqtirgan har ming kishidan taqriban to'qqiz nafari olamdan o'tayotgan bo'lishi mumkin,olimlar va shifokorlarning aniqlashicha koronavirus yuqtirgan har ming kishidan taqriban to'qqiz nafari olamdan o'tayotgan bo'lishi mumkin,0.0,0.0,1.0,16,16,16
377,1043-13.wav,train,14.21575,"Сурия қўшинлари Дамашқ яқинида исёнчилар назорат этаётган муҳим шаҳарни қайта ишғол этди, дея хабар берган давлат матбуоти ва фаоллар.","Suriya qo'shinlari Damashq yaqinida isyonchilar nazorat etayotgan muhim shaharni qayta ishg'ol etdi, deya xabar bergan davlat matbuoti va faollar.","Suriya qo'shinlari Damashq yaqinida isyonchilar nazorat etayotgan muhim shaharni qayta ishg'ol etdi, deya xabar bergan davlat matbuoti va faollar.",suriya qo'shinlari damashq yaqinida isyonchilar nazorat etayotgan muhim shaharni qayta ishg'ol etdi deya xabar bergan davlat matbuoti va faollar,suriya qo'shinlari damashq yaqinida isyonchilar nazorat etayotgan muhim shaharni qayta ishg'ol etdi deya xabar bergan davlat matbuoti va faollar,0.0,0.0,1.0,19,19,19
378,1025-35.wav,train,9.716625,Ўзбекистондаги тўйда келинни уриш ҳодисаси дунё бўйлаб турли нашрларнинг диққатини тортди.,O'zbekistondagi to'yda kelinni urish hodisasi dunyo bo'ylab turli nashrlarning diqqatini tortdi.,O'zbekistondagi to'yda kelinni urish hodisasi dunyo bo'ylab turli nashrlarning diqqatini tortdi.,o'zbekistondagi to'yda kelinni urish hodisasi dunyo bo'ylab turli nashrlarning diqqatini tortdi,o'zbekistondagi to'yda kelinni urish hodisasi dunyo bo'ylab turli nashrlarning diqqatini tortdi,0.0,0.0,1.0,11,11,11
379,1015-10.wav,train,16.525,"Мухлислар Бабаяннинг қайтишидан эмас, балки Ўзбекистон футбол ассоциациясининг ""субутсизлиги"" ва нопрофессионаллигидан кўпроқ норози бўлмоқда.","Muxlislar Babayanning qaytishidan emas, balki O'zbekiston futbol assotsiatsiyasining ""subutsizligi"" va noprofessionalligidan ko'proq norozi bo'lmoqda.","Muxlislar Babayanning qaytishidan emas, balki O'zbekiston futbol assotsiatsiyasining subutsizligi va noprofessionalligidan ko'proq norozi bo'lmoqda.",muxlislar babayanning qaytishidan emas balki o'zbekiston futbol assotsiatsiyasining subutsizligi va noprofessionalligidan ko'proq norozi bo'lmoqda,muxlislar babayanning qaytishidan emas balki o'zbekiston futbol assotsiatsiyasining subutsizligi va noprofessionalligidan ko'proq norozi bo'lmoqda,0.0,0.0,1.0,14,14,14
385,1049-19.wav,train,11.1483125,"Ўрта Осиёнинг энг ғаройиб ва нодир жониворларидан бири, сайғоқларнинг сирли равишда ўлиши давом этмоқда.","O'rta Osiyoning eng g'aroyib va nodir jonivorlaridan biri, sayg'oqlarning sirli ravishda o'lishi davom etmoqda.","O'rta Osiyoning eng g'aroyib va nodir jonivorlaridan biri, sayg'oqlarning sirli ravishda o'lishi davom etmoqda.",o'rta osiyoning eng g'aroyib va nodir jonivorlaridan biri sayg'oqlarning sirli ravishda o'lishi davom etmoqda,o'rta osiyoning eng g'aroyib va nodir jonivorlaridan biri sayg'oqlarning sirli ravishda o'lishi davom etmoqda,0.0,0.0,1.0,14,14,14
386,1024-04.wav,train,15.47,"Ўзбек, уйғур, форс ва инглиз созанда ва хонандалар Лондонда Алишер Навоий ғазалларига бағишланган сўфий мусиқа кечасини ўтказдилар.","O'zbek, uyg'ur, fors va ingliz sozanda va xonandalar Londonda Alisher Navoiy g'azallariga bag'ishlangan so'fiy musiqa kechasini o'tkazdilar.","O'zbek, uyg'ur, fors va ingliz sozanda va xonandalar Londonda Alisher Navoiy g'azallariga bag'ishlangan so'fiy musiqa kechasini o'tkazdilar.",o'zbek uyg'ur fors va ingliz sozanda va xonandalar londonda alisher navoiy g'azallariga bag'ishlangan so'fiy musiqa kechasini o'tkazdilar,o'zbek uyg'ur fors va ingliz sozanda va xonandalar londonda alisher navoiy g'azallariga bag'ishlangan so'fiy musiqa kechasini o'tkazdilar,0.0,0.0,1.0,17,17,17
387,1023-38.wav,train,16.31,Ўзбекистонликлар учун икки фуқаролик мумкинми? Истанбулдаги ўзбекистонликлар консулликда ўтказилган «Очиқ эшиклар куни»да расмийларга саволлар ва таклифлар беришди.,O'zbekistonliklar uchun ikki fuqarolik mumkinmi? Istanbuldagi o'zbekistonliklar konsullikda o'tkazilgan «Ochiq eshiklar kuni»da rasmiylarga savollar va takliflar berishdi.,"O'zbekistonliklar uchun ikki fuqarolik mumkinmi? Istanbuldagi o'zbekistonliklar konsullikda o'tkazilgan ""Ochiq eshiklar"" kunida rasmiylarga savollar va takliflar berishdi.",o'zbekistonliklar uchun ikki fuqarolik mumkinmi istanbuldagi o'zbekistonliklar konsullikda o'tkazilgan ochiq eshiklar kunida rasmiylarga savollar va takliflar berishdi,o'zbekistonliklar uchun ikki fuqarolik mumkinmi istanbuldagi o'zbekistonliklar konsullikda o'tkazilgan ochiq eshiklar kunida rasmiylarga savollar va takliflar berishdi,0.0,0.0,1.0,17,17,17
389,1053-105.wav,train,17.98,Марказий Осиё давлатлари ҳукуматлари ҳам ўз иқтисодларини ўнглаш ва етарлича озиқ-овқат ғамлаш пайида бўлган бир пайтда бўй кўрсатган бу янгилик кўпчиликнинг диққат-эътиборини ўзига тортмай қолмади.,Markaziy Osiyo davlatlari hukumatlari ham o'z iqtisodlarini o'nglash va yetarlicha oziq-ovqat g'amlash payida bo'lgan bir paytda bo'y ko'rsatgan bu yangilik ko'pchilikning diqqat-e'tiborini o'ziga tortmay qolmadi.,Markaziy Osiyo davlatlari hukumatlari ham o'z iqtisodlarini o'nglash va yetarlicha oziq-ovqat g'amlash payida bo'lgan bir paytda bo'y ko'rsatgan bu yangilik ko'pchilikning diqqat-e'tiborini o'ziga tortmay qolmadi.,markaziy osiyo davlatlari hukumatlari ham o'z iqtisodlarini o'nglash va yetarlicha oziq-ovqat g'amlash payida bo'lgan bir paytda bo'y ko'rsatgan bu yangilik ko'pchilikning diqqat-e'tiborini o'ziga tortmay qolmadi,markaziy osiyo davlatlari hukumatlari ham o'z iqtisodlarini o'nglash va yetarlicha oziq-ovqat g'amlash payida bo'lgan bir paytda bo'y ko'rsatgan bu yangilik ko'pchilikning diqqat-e'tiborini o'ziga tortmay qolmadi,0.0,0.0,1.0,25,25,25
