id,path,predicted_sentence,error_message,error_type
555,1021-25.wav,Toshkent viloyatining Yangiyo'l tumanida taksi haydovchilarning norozilik namoyishiga sabab bo'lgan Yo'l harakati xavfsizligi boshqarmasi (YXXB) katta inspektori vazifasidan chetlatilgan.,,
556,1036-03.wav,Tashqi ishlar vazirligi O'zbekistonda mehmon bo'lgan xorijliklar haqida ma'lumot tarqatdi.,,
557,1050-47.wav,BBC O'zbek yangi ko'p qismli hujjatli filmni sizga taqdim etadi.,,
558,1031-85.wav,"Adam Kasteyexo, yuzdan tuzalgan dunyodagi ikkinchi bemor bo'ldi.",,
559,1011-09.wav,AQSH IShID Xuroson qanoti liderining qayerdaligiga oid ma'lumot uchun 10 million AQsh dollarigacha bermoqchi.,,
560,1062-66.wav,O'zbekistonda 12-aprel kuni boshlangan bloggerlar chempionatiga Xalq ta'limi vazirligi ham homiy sifatida qo'shilgan.,,
561,1003-62.wav,"Uning ismi Qohira, arabchadan o'girganda ""sohibqiron"" ma'nosini beradi. Hijobli ayol boshi bilan adolatsizlikka qarshi kurashadi, yomonlarning dodini beradi.",,
562,1067-94.wav,Xuddi shu kabi yana bir sud jarayonida ro'mol milliy libos bo'lganligi uchun uni o'qish joylarida taqiqlasa bo'ladi degan xulosa berilgan.,,
563,1046-76.wav,Yana bir bor jang jabhasida qo'llashlarini bildirish uchun Turkiya tashqi ishlar vaziri Ozarbayjonga keldi. Tog'li Qorabog'da janglar davom etmoqda.,,
564,1016-34.wav,Rasmiy Toshkent ogohlantirdi. O'zbekistonliklar nima qilishmoqchi? Bugun 20-noyabrdan boshlab Turkiya yana karantin choralariga qaytadi.,,
565,1047-100.wav,"Shunga, trassadan qanday mashina o'tsa, bizga non, oziq-ovqat mahsulotlari, meva-chevalargacha ehson qilib ketishayapti, deydi O'zbekistonlik migrantlar.",,
566,1027-33.wav,Hindiston nazoratidagi Kashmirda COVID-19 virusini yuqtirgan va intensiv terapiya talab qilinadigan to'rt bemorga bitta o'pkani sun'iy ventilyatsiya qilish apparatini ulash imkoniyati paydo bo'ldi.,,
567,1019-29.wav,Bu hibislarga ham sabab bo'lgan. Qo'lga olinganlarning orasida musulmonlar bor-yo'qligi hozircha ma'lum emas.,,
568,1054-40.wav,Ukraina sharqida hukumat kuchlari va Rossiyaparast bo'lginchilar o'rtasida janglar kuchaygan.,,
569,1034-07.wav,Qirg'iziston Prezidenti tinchlik uchun duo qilishga chaqirdi. Imomali Rahmon bu yil eng qiyinlardan biri bo'lishi mumkinligi bilan ogohlantirdi.,,
570,1053-28.wav,O'zbekiston Din ishlari qo'mitasi AQSH Davlat departamentining O'zbekistondagi diniy erkinliklarga bag'ishlangan yillik hisobotiga birinchi marta munosabat bildirgan.,,
571,1008-13.wav,"Dunyo va o'zbeklar: Har Ramazon Toshkent yopgan nonini eslayman. Turkiyada aynan shu oyda novvoyxonalarga ""Ramazon pidesi"" degan non chiqadi.",,
572,1027-108.wav,Pokistonning toliblar guruhi mamlakatning eng yirik havo qo'nalg'asiga hujum qilishgan.,,
573,1067-92.wav,Shavkat Mirziyoyev Ramazon Hayiti munosabati bilan yana 575 nafar mahkumni avf etgan.,,
574,1041-74.wav,O'zbekiston va o'zbek xalqining tinchligi uchun kim bo'lishidan qat'iy nazar istalgan tomon bilan gaplashishini bildirdi.,,
575,1065-91.wav,Charlie Hebdo satirik jurnali tahririyatiga hujum va xodimlarining o'limidan bir hafta o'tib jurnalning yangi soni savdoga chiqarilgan.,,
576,1061-62.wav,"Bugun respublikaning barcha viloyatlarida minglab ishsiz yoshlar xirmonimizga baraka qo'shish uchun javlon urmoqda, deyiladi O'zbekiston 24 xabar agentligining maqolasida.",,
577,1030-31.wav,"Kayfiyat nol, svet yana o'chdi.",,
578,1057-92.wav,"Rasmiy Moskvaning so'nggi paytlardagi ustma-ust va'da, bayonot va rejalari xuddi shu kabi savollarni paydo qilmay qo'ymagan.",,
579,1041-18.wav,Prezident Mirziyoyev O'zbekiston kinosanoatini rivojlantirishga doir farmonga imzo chekkan.,,
580,1056-30.wav,"BBC o'tkazgan jurnalistik tadqiqotdan ma'lum bo'lishicha, Suriya Demokratik Kuchlari qurshovdagi Raqqa shahridan Islomiy Davlat jangarilari va ularning oila a'zolari sog'-salomat chiqib ketishiga izn bergan.",,
581,1058-51.wav,"Rossiya Prezidentining ogohlantirishi Kollektiv xavfsizlik shartnomasi tashkilotining sammiti chog'ida yangragan. Putin o'zlariga qanday tahdid solinsa, javoblari ham shunga yarasha bo'lishini aytgan.",,
582,1049-89.wav,"Prezident Shavkat Mirziyoyev Ostonada o'tayotgan Islom hamkorlik tashkiloti, IHT anjumanida islom olamidagi muammolarga to'xtalgan.",,
583,1045-06.wav,"O'zbekiston davlat televideniyyesi orqali namoyish qilingan ""Xiyonat"" nomli dasturda, Ovropada go'yoki jihodchilar saflariga qo'shilayotgan o'zbeklar beso'qolbozlikda ayblangan.",,
584,1008-44.wav,"BBC O'zbek xizmatining ""Ustoz saboqlari"" deb nomlangan multimedia loyihasida biz muhtaram ustoz, taniqli navoiyshunos olim Azizxon Qayumovdan Hazrati Navoiy ijodidan saboqlar uyushtirib berishni iltimos qildik.",,
585,1068-59.wav,Aprel oyida Rossiyaga kirish to'xtatilgani bois bu raqam o'zgarmay qolgan.,,
586,1056-17.wav,Dushanbada Tojikiston va O'zbekistonning savdo va iqtisodiy hamkorliklar bo'yicha Hukumatlararo komissiyasining ikki kunlik majlisi nihoyasiga yetdi.,,
587,1061-50.wav,Rossiyaning Amursk viloyatida asosan O'zbekistonlik va Qirg'izistonlik bo'lgan Gazprom ishchilari g'alayon ko'tarishdi. Oyligini to'liq ololmayotganidan shikoyat qilgan ishchilar zavod mulkiga ziyon yetkazgan va tartibni saqlash uchun kelgan OMON maxsus kuchlarini oldiga solib quvgan.,,
588,1049-45.wav,Tojikiston Prezidenti 20-yanvar kuni o'zining xalqqa yillik murojaati bilan chiqqan.,,
589,1058-15.wav,Navoiy shahar IIB vaqtinchalik saqlash hibs xonasida saqlangan to'rt kishiga nisbatan dahshatli qiynoqlar qo'llanilgani haqida 34 guvoh ko'rsatma bergan.,,
590,1043-41.wav,So'nggi kunlarda poytaxt Kobildan Mozori Sharifga kelayotgan afg'onlarning soni oshgan. Ularning O'zbekiston orqali Afg'onistonni tark etish ilinjida ekanliklari aytilmoqda.,,
591,1039-80.wav,Gurbanguli Berdimuhamedov o'zbeklarni shaxsan O'zbekiston Prezidentiga ham eslatdi.,,
592,1061-71.wav,BBC muxbiri Gabriel Gatehouse'ning maxsus videolavhasida Xitoy hukumatining uyg'urlarga nisbatan qattiqqo'l siyosati haqida so'z boradi.,,
593,1035-28.wav,"Favqulodda yordam ko'rsatilmasa, mamlakat tez orada jahannamga yuz tutishiga oid jiddiy xavotirlar yuzaga chiqqan.",,
594,1024-59.wav,"Jumladan, Fransiyaning yirik Alstom kompaniyasi o'tgan hafta Toshkentda quyosh energiyasini olish yo'lidagi innovatsion g'oyalar borasida taqdimot marosimini o'tkazgan.",,
595,1028-43.wav,O'zbek tomoni Prezident Shavkat Mirziyoyevning Turkmaniston Prezidenti Gurbanguli Berdimuhamedovning taklifiga binoan 19-20-may kunlari amaliy tashrif bilan Turkmanistonda bo'lishini e'lon qildi.,,
596,1023-06.wav,"Misol uchun, 2016-yili tug'ilgan insonlar o'zidan 25 yil oldin dunyoga kelganlarga nisbatan 7 yil uzoq umr ko'rishi mumkin.",,
597,1006-47.wav,Rossiya va Belarusning umumiy harbiy guruh tuzishi Ukraina uchun nimani anglatadi?,,
598,1036-09.wav,AQSHga viza olish osonlashadimi? Masjidlar ochiladi va xavf chegaraga yaqinlashdimi? Qirg'iziston Baydenning buyrug'ini xush qarshi oldi. Tojikiston nimalarni rejalamoqda va Qozog'istonda vaziyat yomonlashayaptimi? Digest.,,
599,1061-17.wav,Ular ish yo o'qishdan haydalish yo hatto jismoniy zo'ravonlik tahdidi ostida ish joylari va maktablardan chiqarib olinadi va hukumat naqd pul ishlab olishi uchun kvotalarni to'ldirishga majburlanadilar.,,
600,1018-61.wav,G'arbda koronavirus ta'siri ba'zi jamoalarda qaqshatqich kechmoqda.,,
601,1015-76.wav,O'zbekiston kam hosil beradigan paxta dalalariga achchiq qalampir ekishni rejalashtirmoqda.,,
602,1056-59.wav,"Ukraina urushi va Rossiya bilan tang munosabatlari manzarasida Qozog'iston prezident saylovida ovoz berdi, muddatidan ilgari yangi prezident sayladi.",,
603,1030-75.wav,Rossiya hukumati rasmiysi 25-mart kuni 1-apreldan boshlab O'zbekiston bilan muntazam reyslarning qayta tiklanishini ma'lum qilgan.,,
604,1027-51.wav,O'zbekiston ilk ishtiroki bilanoq o'zining mahalla madaniyatini keng jamoatchilikka tanita olgani aytildi.,,
605,1034-93.wav,BBCga Sardoba fojiasidan talafot ko'rgan bir guruh Sirdaryoliklarning Prezident nomiga yozgan shikoyat xati kelib tushdi.,,
606,1029-73.wav,O'zbekistonda kimlar jazolanmaydi? Adolat va O'zbekiston Xitoy AQSHni ortda qoldirdimi?,,
607,1065-60.wav,Iqlim o'zgarayotgan bir sharoitda dunyoni to'ydirish uchun yechim 300 yillik muzey kolleksiyasida bo'lishi mumkinmi?,,
608,1030-74.wav,"Toshkentdan taniqli futbol sharhlovchisi Abror Imomxo'jayevning BBC O'zbek xizmati bilan suhbatida aytishicha, FIFAning futbol bo'yicha Jahon chempionati ishtirokchilari sonini 16 taga oshirish qarori O'zbekiston futbol ahli orasida xuddi ana shunday qarshi olingan.",,
609,1012-06.wav,Pnevmoniya holatlari ham ko'paymoqda.,,
610,1016-48.wav,"O'zbekiston, Rossiya, Xitoy BMT Inson huquqlari kengashiga saylandi. Yangilik xalqaro miqyosda allaqachon hayrat, taajjub va tushunmovchiliklarga sabab bo'lmay qolmadi.",,
611,1013-57.wav,Prezident Mirziyoyev Bo'stonliq tumanini bevosita respublika boshqaruvidagi tumanga aylantirdi.,,
612,1010-01.wav,"Sun'iy intellekt va yuz tanish funksiyasi bo'lgan kishining hissiy holatini aniqlovchi kameralar Shinjonda uyg'urlarda sinovdan o'tkazildi, deya xabar berildi BBCga.",,
613,1036-50.wav,Ko'pchilik namozxonlar masjidlar qayta ochilganidan bexabar qolishgan.,,
614,1034-43.wav,"Turkiyaning Anqara shahridan Trabzon shahriga uchib borgan Boeing samolyoti uchish-qo'nish yo'lagidan chiqib, Qora dengizga qulab tushishiga ozgina qoldi.",,
615,1016-12.wav,O'zbekiston: Buxoroda yangi hokim va kirakashlik litsenziyasi nega bekor qilinmoqda? Buxoroda yangi hokim va o'g'irlangan milliardlar. BBC O'zbek.com dayjesti.,,
616,1032-49.wav,"Patent qilish, patent to'lovlari, registratsiya, shartnoma asosida ishlab turib ham ish haqlari vaqtida berilmasligi bugun Rossiyada mehnat muhojirligida band O'zbekiston fuqarolari to'qnash kelib turgan asosiy muammolar bo'ladi.",,
617,1001-05.wav,"Rossiya va O'zbekiston. Rasmiy Moskva mintaqada o'zining siyosiy loyihalarini jadallashtirmoqda. Rossiya Tojikistonda ilk bor o'zining S-300 havodan mudofaa tizimini sinab ko'rar ekan, bunga O'zbekistonlik ayrim siyosiy tahlilchilarning munosabati xuddi ana shunday bo'ldi.",,
618,1016-81.wav,"Ana shu masalani atroflicha o'rgangan bir tadqiqotchining fikricha, 3,5% aholi qatnashishi deyarli doim muvaffaqiyatli yakunlanadi.",,
619,1003-55.wav,"Rossiya harbiylariga ko'ra, ""Islomiy davlat"" guruhiga borib qo'shilgan Tojikiston Ichki ishlar vazirligining maxsus qo'shinlari sobiq qo'mondoni Gulmurod Halimov Dayr az-Zur shahri yaqinida aviahujum oqibatida o'ldirilgan.",,
620,1053-10.wav,"Islomda payg'ambarning har qanday tasviri, hatto hurmat ko'rsatib ishlangani ham taqiqlanganligi haqida murakkab bahs-munozaralar bo'lib turadi.",,
621,1029-90.wav,AQSH parchalanadimi? Sobiq prezident Donald Tramp tarafdorlari xuddi shu narsa bilan ogohlantirishmoqda. Ular orada Kapitoliyni ishg'ol qilishgacha borishgan.,,
622,1060-28.wav,Iroqlik askar Boutu Allamiy va AQSH harbiylari tarjimoni Nayyuf Xrebit Iroq urushining eng keskin pallasida bir-birlarini sevib qolishadi.,,
623,1034-17.wav,Prezident Shavkat Mirziyoyev o'zbekistonliklarni xorijdagi mablag'larini O'zbekistonga yotqizishga chaqirdi.,,
624,1055-40.wav,Rossiya Federatsiyasi Kengashi Prezident Putinning Ukrainaga qo'shin kiritish taklifini bir ovozdan ma'qullagan.,,
625,1010-66.wav,Poytaxt Toshkent kunni deyarli svetsiz yakunlamoqda. Shaharning aksariyat qismiga halicha elektr toki to'lig'icha qaytmagan.,,
626,1057-97.wav,9-noyabr kuni Toshkentga safar qiladigan Yevropa Ittifoqi tashqi ishlar bo'yicha Oliy vakilining Prezident Shavkat Mirziyoyev va boshqa rasmiylar bilan muzokaralar olib borishi kutilmoqda.,,
627,1034-79.wav,"""O'lishga vaqt yo'q"" filmi Bond filmlarining 25-si va Daniel Kreygning Jeyms Bond sifatidagi oxirgi chiqishidir.",,
628,1067-53.wav,Rossiyada yana koronavirus bilan bog'liq ahvol yomonlashdi.,,
629,1043-81.wav,Bayramdan keyin bu obraz kundalik kiyimga aylangan edi.,,
630,1001-79.wav,Gaagadagi Xalqaro Jinoiyat Mahkamasida Ukrainaning Rossiyaga qarshi da'vosi yuzasidan sud jarayoni boshlangan.,,
631,1025-44.wav,"So'nggi tadqiqotlarga ko'ra, ayollarning asosiy qotili deb ko'riladigan ko'krak saratonining 12 alomati bor.",,
632,1046-35.wav,"Samsung Galaxy S8 mobil telefonidan ""Menyu"" tugmachasi g'oyib bo'lgan, ammo Bixby ovoz dasturi bor, bu esa Apple shirkatining Siri qurilmasiga o'xshashdir.",,
633,1002-82.wav,Qirg'iziston poytaxti Bishkekda xuddi ana shunday talab bilan norozilik namoyishi uyushtirilgan.,,
634,1020-57.wav,Rossiyaning sara harbiy tuzilmalarining Limanni mudofaa qilishdagi muvaffaqiyatsiz ishtiroki va jiddiy yo'qotishlarga uchragani BBCga ma'lum bo'ldi.,,
635,1055-48.wav,"Toshkentda istiqomat qiladigan, ammo oʻz ismi-shariflari eʼlon qilinishi xavfsizligiga tahdid solishidan xavotirda boʻlgan va shu bois ham ochiq gapirishni istamagan tadbirkorlarning aytishicha, parlament saylovlarini moliyalashga majbur boʻlmoqdalar.",,
636,1014-19.wav,O'zbekiston Davlat Aloqa Qo'mitasining yangi qaroriga binoan 31-martdan boshlab internet kafelarini yuritish qonun-qoidalariga o'zgartirishlar kiritiladi.,,
637,1019-71.wav,Navoiy viloyat hokimi o'rinbosarlariga bittadan Malibu 2 sovg'a qilindi.,,
638,1016-106.wav,So'nggi tur oldidan O'zbekiston hamon imkoniyat saqlanib olmoqda.,,
639,1040-05.wav,Prezidentlik saylovlari arafasida Tojikiston rahbari talabalarga yana bir bor o'quv yurtlariga mashinada kelmasliklarini buyurgan.,,
640,1057-35.wav,"Sizdirilgan hujjatlarga ko'ra, Vladimir Putinning yaqin do'stlaridan biri Londondagi Barclays Bank orqali pul yuvgan va sanksiyalarni chetlab o'tgan bo'lishi mumkin.",,
641,1056-33.wav,"Rossiya ayollar endi Moskva metrosini zabt etishmoqda. Qoidalar o'zgardi. Rossiya dunyoning eng katta sondagi o'zbekistonliklar turli ish, yumush va tahsilda band davlati bo'ladi.",,
642,1014-17.wav,BMT Bosh kotibi Antonio Guterres Saudiyalik jurnalist Jamal Xashokjining yo'qolib qolishi borasida haqiqatni ochiqlashni talab qildi.,,
643,1005-39.wav,Ukraina hukumat kuchlari bo'lginchilarning qator istehkomlarini qo'lga kiritish ortidan Rossiyaparast isyonchilar Donetsqda qayta tashkilotlanayotgani haqida xabarlar kelmoqda.,,
644,1024-105.wav,Ammo vaziyat hanuz noaniq. Rossiyaning bosqinchiligidan xavotirlar arigan yo'q.,,
645,1029-51.wav,Misr poytaxti Qohirada sodir etilgan uchta portlashda kamida besh nafar inson halok bo'ldi va 70 nafardan ko'proq inson jarohat oldi.,,
646,1027-29.wav,AQSHning Oziq-ovqat va farmatsevtika agentligi rahbari Prezident Donald Trampning COVID-19 vaksinasi bu yil tayyor bo'lishi haqidagi bayonotini qo'llab-quvvatlamadi.,,
647,1003-47.wav,Rossiyada yashab kelgan va u yerda Rossiya fuqarosi bo'lgan erkak bilan farzand ko'rgan o'zbekistonlik ayol endi Rossiya Federatsiyasi hududiga kiritilmayapti.,,
648,1043-18.wav,"O'zbekiston hukumati, xususan, qo'shni Qirg'iz hukumatiga solishtirilsa, o'z fuqarolarining Iroq va Suriyadagi jihodga qo'shilishlari borasida biron rasmiy munosabat yo murojaat bilan chiqmayapti.",,
649,1025-68.wav,Suv Markaziy Osiyo davlatlari o'rtasidagi munosabatlarni taranglashtirmoqda.,,
650,1021-58.wav,"Ko'plar Rossiya, Qozog'iston, qolganlar esa Yevropa, yana kimlardir ummon orti Amerika tomon yo'l solishgan.",,
651,1030-69.wav,Bugungacha Tojikistonda Islom Uyg'onish partiyasining o'nlab a'zolari hibsga olingan.,,
652,1031-28.wav,Berdi meni o'choqlarga yoqsin deb.,,
653,1038-110.wav,Rossiyada qisman harbiy safarbarlik e'lon qilinganidan so'ng Tojikistonga kelayotgan rossiyaliklar soni keyingi kunlarda ancha kamaydi.,,
654,1028-21.wav,Fransiyada O'zbekiston prezidentining to'ng'ich qizi Gulnora Karimova hamda yana bir necha shaxsni nishonga olgan noqonuniy pullarni yuvish bilan bog'liq tekshiruv boshlangan.,,
655,1020-93.wav,"Agar Tojikiston Milliy xavfsizlik davlat qo'mitasi vakili keltirgan yangi raqamlarga tayanilsa, bu o'tgan yarim yil ichida ""Islomiy davlat"" saflarida jang qilayotgan tojik fuqarolarining soni qariyb ikki barobarga ortganini anglatadi.",,
656,1011-78.wav,Sarayevada 3 kunlik halol mahsulotlar yarmarkasi bo'lib o'tgan. Yaqin yillarda Bolqon mintaqasi va qo'shni mamlakatlarda islomiy qoidalar asosida tayyorlanadigan ushbu mahsulotlarga talab ortib borarkan.,,
657,1031-93.wav,"O'zbekiston Davlat Test Markazi oliy ta'lim muassasalariga o'qishga kirish uchun topshirilgan test imtihonlarining natijalari boshida e'lon qilinganidek, 17-avgustda emas, 15-avgust seshanba kuni ma'lum bo'lishini xabar qildi.",,
658,1055-16.wav,Britaniyada faollar qizlikni tiklash amallarini qonun bilan taqiqlashni so'rashmoqda.,,
659,1013-29.wav,Rossiya mudofaa vaziri Toshkentda.,,
660,1040-61.wav,Ayni bayram arafasida O'zbekiston musulmonlari idorasi raisi o'rinbosari 8-martga oid o'z qarashlarini izhor etdi.,,
661,1033-81.wav,"Ularga ko'ra, tabiatning beshinchi ehtimoliy kuchi mavjudligi alomatlari topilgan.",,
662,1068-18.wav,Qozog'iston Tashqi ishlar vazirligi ushbu yechim xalqaro huquq me'yorlariga asoslanishi kerakligini bildirgan.,,
663,1003-51.wav,"Xitoy ommaviy axborot vositalariga ko'ra, Shinjondagi politsiya bo'limiga qilingan hujum natijasida 13 kishi o'ldirilgan.",,
664,1043-90.wav,"29-oktabr sanasi bilan e'lon qilingan Milliy gvardiya organlari faoliyati takomillashtirilishi munosabati bilan qonun hujjatlariga tuzatishlar kiritildi. Sarlavhali maqolada aytilishicha, Ma'muriy javobgarlik to'g'risidagi kodeks, MJTK ga ikkita modda qo'shilgan.",,
665,1043-29.wav,Pokistonning Lahoridan bo'lgan Asma Aziz turmush o'rtog'i va uning do'stlari qarshisida raqsga tushishdan bosh tortgani uchun kaltaklangani hamda sochi qirib tashlanganini ma'lum qilishi ortidan mamlakatdagi ayollar xavfsizligi masalasi yuzasidan xavotirlar yanada kuchaygan.,,
666,1016-24.wav,Bosh prokuratura 1-may kuni yuz bergan Sardoba fojiasiga oid davom etayotgan tergov ishining ma'lum tafsilotlarini e'lon qildi.,,
667,1057-25.wav,Prezident Jo Bayden va sobiq prezident Donald Tramp Kongressga saylovlardan oldingi oxirgi tashviqot kunida bir-biriga qarama-qarshi tadbirlarni o'tkazdilar.,,
668,1001-01.wav,Uzoq bahslardan keyin Nigeriya hukumati davlat ishlarida ishlaydigan otalarga yangi chaqalog'i tug'ilganida ikki haftalik dekret ta'tiliga chiqishiga ruxsat beruvchi hujjatni imzoladi.,,
669,1042-30.wav,Shunchalik ko'p jasad yoqilganidan krematoriylar ishdan chiqayotganiga oid xabarlar bor.,,
670,1015-01.wav,"Rossiyaning Uzoq Sharq o'lkalarini so'nggi 20 yil ichida 2 milliondan ziyod mahalliy aholi tark etgan, mehnat muhojirlari soni esa 15% ga ortgan.",,
671,1036-35.wav,Saudiya Arabistoni Ichki ishlar vazirligi joriy yilgi haj ziyoratini noqonuniy ado etgan mamlakat fuqarolari va xorijiylarga qarshi qattiqroq choralar ko'rishga chaqirgan.,,
672,1031-38.wav,Bozor rastalari masalasi muhokama qilinayotgan mintaqaviy yig'in havoni tutgan ko'lansa hid tufayli to'xtab qoldi.,,
673,1066-68.wav,"Prezident Trump AQSH xavfsizligini ta'minlash yo'lida ""muhim kun"" boshlanayotgani haqida aytmoqda.",,
674,1037-13.wav,Qirg'iziston Prezidenti Sooronbay Jeenbekov va Tojikiston Prezidenti Imomali Rahmon 22-iyundan beri to'qnashuvlar davom etib kelayotgan Qirg'iziston va Tojikiston chegarasidagi Vorux qishlog'ida uchrashdilar.,,
675,1050-89.wav,"Saudiya Arabistonida yangi qaltis o'yin ommalashmoqda. Haydovchilar avtomashinani qiyalatib, ikki g'ildiragida haydab tomosha ko'rsatishadi.",,
676,1010-12.wav,Payshanba kuni Aleksey Navalniy hamkorlari o'z tekshiruvlari natijalarini e'lon qilishdi. Navalniyning o'zi qamoqda.,,
677,1014-09.wav,"Tojikistondagi hukmron Xalq Demokratik partiya veb-saytida ikki olim Prezident Imomali Rahmonga ""Millat peshvosi"" rasmiy unvonini berish taklifini ilgari surib chiqqanlar.",,
678,1044-30.wav,Taniqli Solihon domla ishdan olindi. Ibodat libosiga nisbatan taqiq bekor qilinmoqda.,,
679,1064-35.wav,"""Shimoliy Afg'oniston o'zbeklari musiqasi"" hujjatli filmida Afg'oniston shimolida yashovchi o'zbeklarning ana shunday buhronlardan omon chiqqan musiqachiligi, yaqin o'tmishi haqida hikoya qilinadi. Gulsevar Zamon Parijdagi film taqdimotida ishtirok etgan.",,
680,1064-52.wav,Bundan 80 yil muqaddam 10-dekabr kuni qamalda qolgan Leningrad-da buyuk shoir va mutafakkir Alisher Navoiy tavalludining 500 yilligiga bag'ishlangan she'riyat kechasi tashkil etilgandi. Bugun Sankt-Peterburgda ushbu unutilmas sanaga bag'ishlangan yubiley tadbirlari bo'lib o'tdi.,,
681,1026-03.wav,O'zbekistonda hokimlarni Prezident Karimov tayinlaydi.,,
682,1013-103.wav,"""Zavolga uchragan qadimiy tamaddunlarni o'rganishdan olingan xulosalar shunga ishora qilmoqdaki, biz qo'lga kiritgan yutuqlar va rivojlangan jamiyat jar yoqasida turibdi"", dedi inqirozlar bo'yicha mutaxassis Luk Kemp.",,
683,1030-41.wav,Fransiyaning France 24 va Avstraliyaning Herald Sun nashrlari ham O'zbekiston Prezidentining to'ng'ich qizi Gulnora Karimova haqida maqolalar chop qilishgan.,,
684,1031-13.wav,Koronavirus butun jahonga tarqalishi va minglab odamlar umriga zomin bo'lishi manzarasida O'zbekiston hukumati ham unga qarshi choralarni ko'rmoqda.,,
685,1038-51.wav,uchuvchilarini qo'lga oldim.,,
686,1017-24.wav,O'zbekistonda gender tengligini ta'minlash komissiyasi a'zosi bo'lgan Saida Mirziyoyeva mamlakat qishloq xo'jaligini yangi darajaga olib chiqishga ahd qilgan uch qizning tashabbusini be'tibor qoldirmadi.,,
687,1012-39.wav,Ko'knori yetishtirish dunyodagi eng noinsoniy va axloqsiz mashg'ulotlardan biri sanaladi.,,
688,1050-57.wav,AQSH Moliya vazirligi qo'yilgan sanksiyalarni chetlab o'tgan holda millionlab barrel miqdoridagi Eron neftini Prezident Bashar Assad rejimiga yetkazib berish sxemasida ishtirok etgan kompaniyalar nomini ochiqladi.,,
689,1002-52.wav,"O'zbekistonlik mustaqil iqtisodiy tahlilchi Igor Tsoi fikricha, agar O'zbekistonda islomiy banking rivojlansa, tadbirkorlik ham rivojlanadi, inflyatsiya ham kamayadi, iqtisodiy islohotlar ham jadallashadi.",,
690,1065-82.wav,Hayotligi vaqtida markaziy telekanallardan chetlashtirilgan va hatto vafoti e'lon qilinmagan Shayx Muhammad Sodiq Muhammad Yusuf haqida hujjatli film namoyish qilindi.,,
691,1030-11.wav,"Din va dunyo, musulmon va nasroniylar bir yoqadan bosh chiqarishdi, masjid va cherkovlarni bahamjihat qayta tiklashga kirishishdi.",,
692,1068-75.wav,Xalqaro Berlin kinofestivali sovrini uchun 18 ta film bellashdi.,,
693,1010-46.wav,Panamada joylashgan Mossack Fonseca shirkatiga tegishli hujjatlarning oshkor bo'lishi natijasida xalqaro jazo choralari qo'llangan shaxs va shirkatlarga ham yordam berilgani ayon bo'lmoqda.,,
694,1040-55.wav,"Amerikadagi nasroniy ruhoniysi o'z tarafdorlari bilan birga kelayotgan shanba, 11-sentyabr kuni Qur'on kitobini yoqish rejasi dunyoda qoralanmoqda.",,
695,1006-50.wav,Rossiya Prezidenti Vladimir Putin 5-iyun kuni Avstriyaga tashrifidan oldin ORF telekanaliga intervyu berdi.,,
696,1060-41.wav,"Shaxsiy rekordim 13 oy masturbatsiya qilmaganman. Ba'zi kunlari qiynaldim, lekin ochig'i hayotim hech qachon bunchalar yaxshi bo'lmagan. Bu qiynoqdek ko'rinishi mumkin, lekin kutilmagan foydali tomonlari ham bor.",,
697,1032-100.wav,"Biroq, matbuot xizmatining bir yig'ilishdan yozib olingani aytilayotgan audioga nisbatan turli vaqtlarda bergan rad diyasi bir-biriga zid kelmoqda.",,
698,1033-13.wav,Facebook va Dima Qayum nomi bilan mashhur rishtonlik pechkachi Dilshod Baltaboyev va noma'lum ayollar o'rtasida kelishmovchilik aks etgan video tarqaldi.,,
699,1048-79.wav,"Shinjon-da 31 nafar inson hayotiga zomin bo'lgan hujumga aloqador 5 nafar shaxs o'zlarini portlatib yuborishgan, deya xabar beradi Xitoy matbuoti.",,
700,1064-77.wav,Hukumatning Istanbul bo'yicha natijalarni qayta hisoblab chiqishga ko'rsatma bergani xabar qilinadi.,,
701,1027-36.wav,"Xabarlarga ko'ra, Qirg'izistonning Botken tumanida kecha, 11-yanvarda sodir bo'lgan otishmadan so'ng vaziyat tinchigani, qirg'iz va tojik tomoni rasmiylari o'zaro muzokaralar olib borayotgani aytilmoqda.",,
702,1011-34.wav,Asli buxorolik Anvarov soxta pasport bilan Markaziy Osiyo davlatlari va Pokistonga safar qilib turgan.,,
703,1059-13.wav,"BMT Oziq-ovqat va qishloq xo'jaligi tashkiloti ko'rsatkichlariga qaraganda, jahon bo'ylab oziq-ovqat mahsulotlari narxi Ukraina urushidan oldingi darajasidan ham pastga tushgan. Bu esa, endi narxlar oshishi to'xtaydi yo jilovlanadi degan umidlarni uyg'otmoqda.",,
704,1053-72.wav,Financial Times gazetasi Markaziy Osiyoda vizasiz erkin hudud yaratish va savdo aloqalarini kuchaytirish imkoniyatlari to'g'risida maqola e'lon qildi.,,
705,1029-09.wav,"Agar Rossiya Armaniston va Ozarbayjonga qurol yetkazib berishni to'xtatsa, uning o'rnini boshqa davlatlar egallaydi, deb aytgan Rossiya bosh vaziri Dmitriy Medvedev.",,
706,1012-17.wav,Bugun Rossiyadagi yuzlab O'zbekistonlik migrantlar COVID-19 tashxisi bilan kasalxonalarda va ijarada uylarda qolib davolanishmoqda.,,
