id,original_path,augmented_path,original_duration,augmented_duration,speed_applied,speed_rate_applied,pitch_applied,noise_applied,time_mask_applied,augmentation_type
420,00003343.wav,00003343_augmented_spd_nse.wav,9.744,9.7461,True,0.9998,False,True,False,AugmentationType.SPEED|NOISE
421,00003343.wav,00003343_augmented_pch_msk.wav,9.744,9.744,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
422,00003343.wav,00003343_augmented_spd_pch_nse.wav,9.744,10.8032,True,0.902,True,True,False,AugmentationType.SPEED|PITCH|NOISE
423,00003343.wav,00003343_augmented_spd_pch_msk.wav,9.744,9.3908,True,1.0376,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
424,00003348.wav,00003348_augmented_spd_nse.wav,9.1574,9.9625,True,0.9192,False,True,False,AugmentationType.SPEED|NOISE
425,00003348.wav,00003348_augmented_pch_msk.wav,9.1574,9.1574,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
426,00003348.wav,00003348_augmented_spd_pch_nse.wav,9.1574,8.6702,True,1.0562,True,True,False,AugmentationType.SPEED|PITCH|NOISE
427,00003348.wav,00003348_augmented_spd_pch_msk.wav,9.1574,8.9731,True,1.0205,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
428,00003374.wav,00003374_augmented_spd_nse.wav,12.5921,12.3657,True,1.0183,False,True,False,AugmentationType.SPEED|NOISE
429,00003374.wav,00003374_augmented_pch_msk.wav,12.5921,12.5921,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
430,00003374.wav,00003374_augmented_spd_pch_nse.wav,12.5921,12.6283,True,0.9971,True,False,False,AugmentationType.SPEED|PITCH|NOISE
431,00003374.wav,00003374_augmented_spd_pch_msk.wav,12.5921,13.6831,True,0.9203,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
432,00003376.wav,00003376_augmented_spd_nse.wav,3.632,3.3529,True,1.0832,False,False,False,AugmentationType.SPEED|NOISE
433,00003376.wav,00003376_augmented_pch_msk.wav,3.632,3.632,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
434,00003376.wav,00003376_augmented_spd_pch_nse.wav,3.632,3.3363,True,1.0886,True,True,False,AugmentationType.SPEED|PITCH|NOISE
435,00003376.wav,00003376_augmented_spd_pch_msk.wav,3.632,3.9792,True,0.9127,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
436,00003409.wav,00003409_augmented_spd_nse.wav,12.26,12.8462,True,0.9544,False,True,False,AugmentationType.SPEED|NOISE
437,00003409.wav,00003409_augmented_pch_msk.wav,12.26,12.26,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
438,00003409.wav,00003409_augmented_spd_pch_nse.wav,12.26,13.4031,True,0.9147,True,True,False,AugmentationType.SPEED|PITCH|NOISE
439,00003409.wav,00003409_augmented_spd_pch_msk.wav,12.26,11.6257,True,1.0546,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
440,00003430.wav,00003430_augmented_spd_nse.wav,4.2135,4.1444,True,1.0167,False,True,False,AugmentationType.SPEED|NOISE
441,00003430.wav,00003430_augmented_pch_msk.wav,4.2135,4.2135,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
442,00003430.wav,00003430_augmented_spd_pch_nse.wav,4.2135,4.4532,True,0.9462,True,True,False,AugmentationType.SPEED|PITCH|NOISE
443,00003430.wav,00003430_augmented_spd_pch_msk.wav,4.2135,4.1702,True,1.0104,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
444,00003512.wav,00003512_augmented_spd_nse.wav,8.688,9.4274,True,0.9216,False,True,False,AugmentationType.SPEED|NOISE
445,00003512.wav,00003512_augmented_pch_msk.wav,8.688,8.688,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
446,00003512.wav,00003512_augmented_spd_pch_nse.wav,8.688,8.9104,True,0.975,True,True,False,AugmentationType.SPEED|PITCH|NOISE
447,00003512.wav,00003512_augmented_spd_pch_msk.wav,8.688,8.2005,True,1.0594,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
448,00003526.wav,00003526_augmented_spd_nse.wav,5.36,5.4273,True,0.9876,False,True,False,AugmentationType.SPEED|NOISE
449,00003526.wav,00003526_augmented_pch_msk.wav,5.36,5.36,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
450,00003526.wav,00003526_augmented_spd_pch_nse.wav,5.36,4.9171,True,1.0901,True,True,False,AugmentationType.SPEED|PITCH|NOISE
451,00003526.wav,00003526_augmented_spd_pch_msk.wav,5.36,5.4102,True,0.9907,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
452,00003527.wav,00003527_augmented_spd_nse.wav,10.83,11.7888,True,0.9187,False,True,False,AugmentationType.SPEED|NOISE
453,00003527.wav,00003527_augmented_pch_msk.wav,10.83,10.83,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
454,00003527.wav,00003527_augmented_spd_pch_nse.wav,10.83,11.0166,True,0.9831,True,True,False,AugmentationType.SPEED|PITCH|NOISE
455,00003527.wav,00003527_augmented_spd_pch_msk.wav,10.83,9.982,True,1.085,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
456,00003540.wav,00003540_augmented_spd_nse.wav,7.6,7.7069,True,0.9861,False,True,False,AugmentationType.SPEED|NOISE
457,00003540.wav,00003540_augmented_pch_msk.wav,7.6,7.6,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
458,00003540.wav,00003540_augmented_spd_pch_nse.wav,7.6,7.7772,True,0.9772,True,True,False,AugmentationType.SPEED|PITCH|NOISE
459,00003540.wav,00003540_augmented_spd_pch_msk.wav,7.6,7.9913,True,0.951,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
460,00003550.wav,00003550_augmented_spd_nse.wav,13.492,13.2997,True,1.0145,False,False,False,AugmentationType.SPEED|NOISE
461,00003550.wav,00003550_augmented_pch_msk.wav,13.492,13.492,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
462,00003550.wav,00003550_augmented_spd_pch_nse.wav,13.492,12.8562,True,1.0495,True,True,False,AugmentationType.SPEED|PITCH|NOISE
463,00003550.wav,00003550_augmented_spd_pch_msk.wav,13.492,12.4774,True,1.0813,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
464,00003551.wav,00003551_augmented_spd_nse.wav,7.2374,6.7023,True,1.0798,False,True,False,AugmentationType.SPEED|NOISE
465,00003551.wav,00003551_augmented_pch_msk.wav,7.2374,7.2374,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
466,00003551.wav,00003551_augmented_spd_pch_nse.wav,7.2374,7.525,True,0.9618,True,False,False,AugmentationType.SPEED|PITCH|NOISE
467,00003551.wav,00003551_augmented_spd_pch_msk.wav,7.2374,6.8738,True,1.0529,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
468,00003663.wav,00003663_augmented_spd_nse.wav,9.64,9.9199,True,0.9718,False,False,False,AugmentationType.SPEED|NOISE
469,00003663.wav,00003663_augmented_pch_msk.wav,9.64,9.64,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
470,00003663.wav,00003663_augmented_spd_pch_nse.wav,9.64,10.3919,True,0.9276,True,True,False,AugmentationType.SPEED|PITCH|NOISE
471,00003663.wav,00003663_augmented_spd_pch_msk.wav,9.64,9.2669,True,1.0403,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
472,00003751.wav,00003751_augmented_spd_nse.wav,7.184,6.7726,True,1.0608,False,False,False,AugmentationType.SPEED|NOISE
473,00003751.wav,00003751_augmented_pch_msk.wav,7.184,7.184,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
474,00003751.wav,00003751_augmented_spd_pch_nse.wav,7.184,7.6048,True,0.9447,True,True,False,AugmentationType.SPEED|PITCH|NOISE
475,00003751.wav,00003751_augmented_spd_pch_msk.wav,7.184,7.7753,True,0.924,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
476,00003769.wav,00003769_augmented_spd_nse.wav,7.312,6.8911,True,1.0611,False,True,False,AugmentationType.SPEED|NOISE
477,00003769.wav,00003769_augmented_pch_msk.wav,7.312,7.312,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
478,00003769.wav,00003769_augmented_spd_pch_nse.wav,7.312,7.5869,True,0.9638,True,True,False,AugmentationType.SPEED|PITCH|NOISE
479,00003769.wav,00003769_augmented_spd_pch_msk.wav,7.312,7.2198,True,1.0128,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
480,00003787.wav,00003787_augmented_spd_nse.wav,4.8587,5.1965,True,0.935,False,True,False,AugmentationType.SPEED|NOISE
481,00003787.wav,00003787_augmented_pch_msk.wav,4.8587,4.8587,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
482,00003787.wav,00003787_augmented_spd_pch_nse.wav,4.8587,4.8802,True,0.9956,True,True,False,AugmentationType.SPEED|PITCH|NOISE
483,00003787.wav,00003787_augmented_spd_pch_msk.wav,4.8587,5.1939,True,0.9355,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
484,00003788.wav,00003788_augmented_spd_nse.wav,16.8267,15.3697,True,1.0948,False,True,False,AugmentationType.SPEED|NOISE
485,00003788.wav,00003788_augmented_pch_msk.wav,16.8267,16.8267,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
486,00003788.wav,00003788_augmented_spd_pch_nse.wav,16.8267,15.3208,True,1.0983,True,True,False,AugmentationType.SPEED|PITCH|NOISE
487,00003788.wav,00003788_augmented_spd_pch_msk.wav,16.8267,15.9131,True,1.0574,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
488,00003817.wav,00003817_augmented_spd_nse.wav,6.7147,6.1265,True,1.096,False,True,False,AugmentationType.SPEED|NOISE
489,00003817.wav,00003817_augmented_pch_msk.wav,6.7147,6.7147,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
490,00003817.wav,00003817_augmented_spd_pch_nse.wav,6.7147,6.3582,True,1.0561,True,False,False,AugmentationType.SPEED|PITCH|NOISE
491,00003817.wav,00003817_augmented_spd_pch_msk.wav,6.7147,7.2016,True,0.9324,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
492,00003824.wav,00003824_augmented_spd_nse.wav,10.4374,10.1979,True,1.0235,False,True,False,AugmentationType.SPEED|NOISE
493,00003824.wav,00003824_augmented_pch_msk.wav,10.4374,10.4374,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
494,00003824.wav,00003824_augmented_spd_pch_nse.wav,10.4374,10.4011,True,1.0035,True,True,False,AugmentationType.SPEED|PITCH|NOISE
495,00003824.wav,00003824_augmented_spd_pch_msk.wav,10.4374,10.5383,True,0.9904,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
496,00003845.wav,00003845_augmented_spd_nse.wav,14.032,13.8213,True,1.0152,False,True,False,AugmentationType.SPEED|NOISE
497,00003845.wav,00003845_augmented_pch_msk.wav,14.032,14.032,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
498,00003845.wav,00003845_augmented_spd_pch_nse.wav,14.032,13.1024,True,1.0709,True,False,False,AugmentationType.SPEED|PITCH|NOISE
499,00003845.wav,00003845_augmented_spd_pch_msk.wav,14.032,12.9496,True,1.0836,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
500,00003883.wav,00003883_augmented_spd_nse.wav,5.8735,5.482,True,1.0714,False,True,False,AugmentationType.SPEED|NOISE
501,00003883.wav,00003883_augmented_pch_msk.wav,5.8735,5.8735,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
502,00003883.wav,00003883_augmented_spd_pch_nse.wav,5.8735,5.4946,True,1.069,True,True,False,AugmentationType.SPEED|PITCH|NOISE
503,00003883.wav,00003883_augmented_spd_pch_msk.wav,5.8735,5.9579,True,0.9858,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
504,00003890.wav,00003890_augmented_spd_nse.wav,6.44,6.0751,True,1.0601,False,True,False,AugmentationType.SPEED|NOISE
505,00003890.wav,00003890_augmented_pch_msk.wav,6.44,6.44,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
506,00003890.wav,00003890_augmented_spd_pch_nse.wav,6.44,6.7904,True,0.9484,True,True,False,AugmentationType.SPEED|PITCH|NOISE
507,00003890.wav,00003890_augmented_spd_pch_msk.wav,6.44,6.6307,True,0.9712,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
508,00003935.wav,00003935_augmented_spd_nse.wav,7.6055,7.1551,True,1.0629,False,False,False,AugmentationType.SPEED|NOISE
509,00003935.wav,00003935_augmented_pch_msk.wav,7.6055,7.6055,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
510,00003935.wav,00003935_augmented_spd_pch_nse.wav,7.6055,7.6411,True,0.9953,True,True,False,AugmentationType.SPEED|PITCH|NOISE
511,00003935.wav,00003935_augmented_spd_pch_msk.wav,7.6055,7.2242,True,1.0528,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
512,00003951.wav,00003951_augmented_spd_nse.wav,12.08,12.5194,True,0.9649,False,False,False,AugmentationType.SPEED|NOISE
513,00003951.wav,00003951_augmented_pch_msk.wav,12.08,12.08,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
514,00003951.wav,00003951_augmented_spd_pch_nse.wav,12.08,11.8085,True,1.023,True,True,False,AugmentationType.SPEED|PITCH|NOISE
515,00003951.wav,00003951_augmented_spd_pch_msk.wav,12.08,10.9901,True,1.0992,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
516,00003959.wav,00003959_augmented_spd_nse.wav,14.4694,14.4575,True,1.0008,False,False,False,AugmentationType.SPEED|NOISE
517,00003959.wav,00003959_augmented_pch_msk.wav,14.4694,14.4694,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
518,00003959.wav,00003959_augmented_spd_pch_nse.wav,14.4694,15.2669,True,0.9478,True,True,False,AugmentationType.SPEED|PITCH|NOISE
519,00003959.wav,00003959_augmented_spd_pch_msk.wav,14.4694,15.1989,True,0.952,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
520,00003978.wav,00003978_augmented_spd_nse.wav,10.0107,9.1866,True,1.0897,False,False,False,AugmentationType.SPEED|NOISE
521,00003978.wav,00003978_augmented_pch_msk.wav,10.0107,10.0107,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
522,00003978.wav,00003978_augmented_spd_pch_nse.wav,10.0107,9.6476,True,1.0376,True,False,False,AugmentationType.SPEED|PITCH|NOISE
523,00003978.wav,00003978_augmented_spd_pch_msk.wav,10.0107,10.952,True,0.9141,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
524,00003992.wav,00003992_augmented_spd_nse.wav,7.696,8.3536,True,0.9213,False,True,False,AugmentationType.SPEED|NOISE
525,00003992.wav,00003992_augmented_pch_msk.wav,7.696,7.696,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
526,00003992.wav,00003992_augmented_spd_pch_nse.wav,7.696,7.8293,True,0.983,True,True,False,AugmentationType.SPEED|PITCH|NOISE
527,00003992.wav,00003992_augmented_spd_pch_msk.wav,7.696,8.4336,True,0.9125,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
528,00003995.wav,00003995_augmented_spd_nse.wav,14.9813,16.2608,True,0.9213,False,True,False,AugmentationType.SPEED|NOISE
529,00003995.wav,00003995_augmented_pch_msk.wav,14.9813,14.9813,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
530,00003995.wav,00003995_augmented_spd_pch_nse.wav,14.9813,14.7131,True,1.0182,True,True,False,AugmentationType.SPEED|PITCH|NOISE
531,00003995.wav,00003995_augmented_spd_pch_msk.wav,14.9813,16.3041,True,0.9189,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
532,00003996.wav,00003996_augmented_spd_nse.wav,19.952,19.1185,True,1.0436,False,False,False,AugmentationType.SPEED|NOISE
533,00003996.wav,00003996_augmented_pch_msk.wav,19.952,19.952,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
534,00003996.wav,00003996_augmented_spd_pch_nse.wav,19.952,19.4649,True,1.025,True,True,False,AugmentationType.SPEED|PITCH|NOISE
535,00003996.wav,00003996_augmented_spd_pch_msk.wav,19.952,20.4204,True,0.9771,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
536,00004003.wav,00004003_augmented_spd_nse.wav,5.7535,6.255,True,0.9198,False,False,False,AugmentationType.SPEED|NOISE
537,00004003.wav,00004003_augmented_pch_msk.wav,5.7535,5.7535,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
538,00004003.wav,00004003_augmented_spd_pch_nse.wav,5.7535,6.0754,True,0.947,True,True,False,AugmentationType.SPEED|PITCH|NOISE
539,00004003.wav,00004003_augmented_spd_pch_msk.wav,5.7535,5.6763,True,1.0136,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
540,00004007.wav,00004007_augmented_spd_nse.wav,19.8454,21.5014,True,0.923,False,True,False,AugmentationType.SPEED|NOISE
541,00004007.wav,00004007_augmented_pch_msk.wav,19.8454,19.8454,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
542,00004007.wav,00004007_augmented_spd_pch_nse.wav,19.8454,21.7692,True,0.9116,True,True,False,AugmentationType.SPEED|PITCH|NOISE
543,00004007.wav,00004007_augmented_spd_pch_msk.wav,19.8454,18.4386,True,1.0763,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
544,00004053.wav,00004053_augmented_spd_nse.wav,6.09,6.649,True,0.9159,False,False,False,AugmentationType.SPEED|NOISE
545,00004053.wav,00004053_augmented_pch_msk.wav,6.09,6.09,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
546,00004053.wav,00004053_augmented_spd_pch_nse.wav,6.09,6.2453,True,0.9751,True,True,False,AugmentationType.SPEED|PITCH|NOISE
547,00004053.wav,00004053_augmented_spd_pch_msk.wav,6.09,6.7376,True,0.9039,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
548,00004133.wav,00004133_augmented_spd_nse.wav,18.67,20.4503,True,0.9129,False,True,False,AugmentationType.SPEED|NOISE
549,00004133.wav,00004133_augmented_pch_msk.wav,18.67,18.67,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
550,00004133.wav,00004133_augmented_spd_pch_nse.wav,18.67,17.0972,True,1.092,True,True,False,AugmentationType.SPEED|PITCH|NOISE
551,00004133.wav,00004133_augmented_spd_pch_msk.wav,18.67,19.3031,True,0.9672,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
552,00004149.wav,00004149_augmented_spd_nse.wav,11.1935,10.1951,True,1.0979,False,False,False,AugmentationType.SPEED|NOISE
553,00004149.wav,00004149_augmented_pch_msk.wav,11.1935,11.1935,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
554,00004149.wav,00004149_augmented_spd_pch_nse.wav,11.1935,11.6286,True,0.9626,True,True,False,AugmentationType.SPEED|PITCH|NOISE
555,00004149.wav,00004149_augmented_spd_pch_msk.wav,11.1935,11.0425,True,1.0137,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
556,00004244.wav,00004244_augmented_spd_nse.wav,5.97,6.4191,True,0.93,False,True,False,AugmentationType.SPEED|NOISE
557,00004244.wav,00004244_augmented_pch_msk.wav,5.97,5.97,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
558,00004244.wav,00004244_augmented_spd_pch_nse.wav,5.97,6.6286,True,0.9006,True,True,False,AugmentationType.SPEED|PITCH|NOISE
559,00004244.wav,00004244_augmented_spd_pch_msk.wav,5.97,5.8801,True,1.0153,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
560,00004264.wav,00004264_augmented_spd_nse.wav,17.616,17.84,True,0.9874,False,True,False,AugmentationType.SPEED|NOISE
561,00004264.wav,00004264_augmented_pch_msk.wav,17.616,17.616,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
562,00004264.wav,00004264_augmented_spd_pch_nse.wav,17.616,19.136,True,0.9206,True,True,False,AugmentationType.SPEED|PITCH|NOISE
563,00004264.wav,00004264_augmented_spd_pch_msk.wav,17.616,16.7057,True,1.0545,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
564,00004385.wav,00004385_augmented_spd_nse.wav,8.4534,8.9024,True,0.9496,False,False,False,AugmentationType.SPEED|NOISE
565,00004385.wav,00004385_augmented_pch_msk.wav,8.4534,8.4534,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
566,00004385.wav,00004385_augmented_spd_pch_nse.wav,8.4534,9.3213,True,0.9069,True,False,False,AugmentationType.SPEED|PITCH|NOISE
567,00004385.wav,00004385_augmented_spd_pch_msk.wav,8.4534,8.4047,True,1.0058,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
568,00004427.wav,00004427_augmented_spd_nse.wav,15.8935,15.4129,True,1.0312,False,True,False,AugmentationType.SPEED|NOISE
569,00004427.wav,00004427_augmented_pch_msk.wav,15.8935,15.8935,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
570,00004427.wav,00004427_augmented_spd_pch_nse.wav,15.8935,15.3358,True,1.0364,True,True,False,AugmentationType.SPEED|PITCH|NOISE
571,00004427.wav,00004427_augmented_spd_pch_msk.wav,15.8935,16.1648,True,0.9832,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
572,00004449.wav,00004449_augmented_spd_nse.wav,5.648,5.4063,True,1.0447,False,True,False,AugmentationType.SPEED|NOISE
573,00004449.wav,00004449_augmented_pch_msk.wav,5.648,5.648,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
574,00004449.wav,00004449_augmented_spd_pch_nse.wav,5.648,5.9619,True,0.9474,True,True,False,AugmentationType.SPEED|PITCH|NOISE
575,00004449.wav,00004449_augmented_spd_pch_msk.wav,5.648,5.6363,True,1.0021,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
576,00004454.wav,00004454_augmented_spd_nse.wav,5.7762,6.4002,True,0.9025,False,True,False,AugmentationType.SPEED|NOISE
577,00004454.wav,00004454_augmented_pch_msk.wav,5.7762,5.7762,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
578,00004454.wav,00004454_augmented_spd_pch_nse.wav,5.7762,5.6263,True,1.0266,True,False,False,AugmentationType.SPEED|PITCH|NOISE
579,00004454.wav,00004454_augmented_spd_pch_msk.wav,5.7762,6.2095,True,0.9302,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
580,00004499.wav,00004499_augmented_spd_nse.wav,18.8534,20.8536,True,0.9041,False,False,False,AugmentationType.SPEED|NOISE
581,00004499.wav,00004499_augmented_pch_msk.wav,18.8534,18.8534,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
582,00004499.wav,00004499_augmented_spd_pch_nse.wav,18.8534,17.7597,True,1.0616,True,True,False,AugmentationType.SPEED|PITCH|NOISE
583,00004499.wav,00004499_augmented_spd_pch_msk.wav,18.8534,17.7913,True,1.0597,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
584,00004536.wav,00004536_augmented_spd_nse.wav,9.8934,9.028,True,1.0959,False,False,False,AugmentationType.SPEED|NOISE
585,00004536.wav,00004536_augmented_pch_msk.wav,9.8934,9.8934,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
586,00004536.wav,00004536_augmented_spd_pch_nse.wav,9.8934,10.2341,True,0.9667,True,True,False,AugmentationType.SPEED|PITCH|NOISE
587,00004536.wav,00004536_augmented_spd_pch_msk.wav,9.8934,9.7235,True,1.0175,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
588,00004540.wav,00004540_augmented_spd_nse.wav,5.4347,5.8691,True,0.926,False,True,False,AugmentationType.SPEED|NOISE
589,00004540.wav,00004540_augmented_pch_msk.wav,5.4347,5.4347,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
590,00004540.wav,00004540_augmented_spd_pch_nse.wav,5.4347,5.0669,True,1.0726,True,False,False,AugmentationType.SPEED|PITCH|NOISE
591,00004540.wav,00004540_augmented_spd_pch_msk.wav,5.4347,5.7638,True,0.9429,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
592,00004574.wav,00004574_augmented_spd_nse.wav,5.2107,4.9644,True,1.0496,False,False,False,AugmentationType.SPEED|NOISE
593,00004574.wav,00004574_augmented_pch_msk.wav,5.2107,5.2107,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
594,00004574.wav,00004574_augmented_spd_pch_nse.wav,5.2107,5.4474,True,0.9565,True,True,False,AugmentationType.SPEED|PITCH|NOISE
595,00004574.wav,00004574_augmented_spd_pch_msk.wav,5.2107,5.5002,True,0.9474,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
596,00004619.wav,00004619_augmented_spd_nse.wav,14.0107,12.9886,True,1.0787,False,False,False,AugmentationType.SPEED|NOISE
597,00004619.wav,00004619_augmented_pch_msk.wav,14.0107,14.0107,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
598,00004619.wav,00004619_augmented_spd_pch_nse.wav,14.0107,13.0625,True,1.0726,True,True,False,AugmentationType.SPEED|PITCH|NOISE
599,00004619.wav,00004619_augmented_spd_pch_msk.wav,14.0107,13.8954,True,1.0083,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
600,00004621.wav,00004621_augmented_spd_nse.wav,12.5109,12.1453,True,1.0301,False,True,False,AugmentationType.SPEED|NOISE
601,00004621.wav,00004621_augmented_pch_msk.wav,12.5109,12.5109,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
602,00004621.wav,00004621_augmented_spd_pch_nse.wav,12.5109,12.5806,True,0.9945,True,True,False,AugmentationType.SPEED|PITCH|NOISE
603,00004621.wav,00004621_augmented_spd_pch_msk.wav,12.5109,12.3496,True,1.0131,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
604,00004638.wav,00004638_augmented_spd_nse.wav,10.6827,11.1832,True,0.9552,False,False,False,AugmentationType.SPEED|NOISE
605,00004638.wav,00004638_augmented_pch_msk.wav,10.6827,10.6827,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
606,00004638.wav,00004638_augmented_spd_pch_nse.wav,10.6827,10.5553,True,1.0121,True,False,False,AugmentationType.SPEED|PITCH|NOISE
607,00004638.wav,00004638_augmented_spd_pch_msk.wav,10.6827,9.8536,True,1.0841,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
608,00004639.wav,00004639_augmented_spd_nse.wav,5.7654,5.3926,True,1.0691,False,True,False,AugmentationType.SPEED|NOISE
609,00004639.wav,00004639_augmented_pch_msk.wav,5.7654,5.7654,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
610,00004639.wav,00004639_augmented_spd_pch_nse.wav,5.7654,5.8231,True,0.9901,True,True,False,AugmentationType.SPEED|PITCH|NOISE
611,00004639.wav,00004639_augmented_spd_pch_msk.wav,5.7654,5.4525,True,1.0574,True,False,False,AugmentationType.SPEED|PITCH|TIME_MASK
612,00004657.wav,00004657_augmented_spd_nse.wav,13.54,12.3181,True,1.0992,False,True,False,AugmentationType.SPEED|NOISE
613,00004657.wav,00004657_augmented_pch_msk.wav,13.54,13.54,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
614,00004657.wav,00004657_augmented_spd_pch_nse.wav,13.54,14.0775,True,0.9618,True,True,False,AugmentationType.SPEED|PITCH|NOISE
615,00004657.wav,00004657_augmented_spd_pch_msk.wav,13.54,15.005,True,0.9024,True,False,True,AugmentationType.SPEED|PITCH|TIME_MASK
616,00004674.wav,00004674_augmented_spd_nse.wav,7.4507,7.4955,True,0.994,False,True,False,AugmentationType.SPEED|NOISE
