id,path,duration,text_spt,text_original,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,sentence_checked
5097,00010927_0.wav,26.22,"Assalomu alaykum. Kamoliddin, Salohiddin, Mohixon opa. Yaxshi kelibsizlar. Instagramda bestchefme deb taniymiz biz, lekin kim u bestchefme? Bizga ikki og'iz o'zingiz haqqingizda gapirib bersangiz. Endi","Assalomu alaykum. Kamoliddin. Salohiddin, Mohiraxon opa. Assalomu alaykum. Assalomu alaykum, va alaykum assalom. Xush kelibsizlar. Instagramda best chef me deb taniymiz biz. Lekin kim u best chef me? Bizga ikki og'iz o'zingiz haqingizda gapirib bersangiz. Endi...",assalomu alaykum kamoliddin salohiddin mohixon opa yaxshi kelibsizlar instagramda bestchefme deb taniymiz biz lekin kim u bestchefme bizga ikki og'iz o'zingiz haqqingizda gapirib bersangiz endi,assalomu alaykum kamoliddin salohiddin mohiraxon opa assalomu alaykum assalomu alaykum va alaykum assalom xush kelibsizlar instagramda best chef me deb taniymiz biz lekin kim u best chef me bizga ikki og'iz o'zingiz haqingizda gapirib bersangiz endi,0.64,0.3109,0.552,25,36,"Assalomu alaykum. Kamoliddin, Salohiddin, Mohixon opa. Assalomu alaykum. Va alaykum assalom. Xush kelibsizlar. Instagramda bestchefme deb taniymiz biz, lekin kim u bestchefme? Bizga ikki og'iz o'zingiz haqqingizda gapirib bersangiz. Endi"
30853,00010214_0.wav,23.87,"bir loyihani ustida ishlayotganda puxtaroq kitob qilish kerakligini o'rganganmiz, misol uchun u yerda oddiy mana shunaqa qilsam to'g'ri bo'lar ekan yoki kimningdir gapi bilan qilib yuborsangiz u yerda pul yutqazganmiz misol uchun. O'shanaqa tajribadan o'rganilgan bir achchiq tajriba bo'lgan endi misol uchun o'sha paytda misol uchun qo'yib berishgan ham shunaqa xato qilishimizga misol uchun.","bir loyihani ustida ishlayotganda, puxtaroq hisob-kitob qilish kerakligini o'rganganmiz. Misol uchun, u yerda oddiy mana shunaqa qilsam to'g'ri bo'larkan yoki kimnidir gapi bilan qivorsangiz, u yerda pul yutqazganmiz, misol uchun. Hm. O'shanaqa... achchiq tajriba bo'lgan. Endi misol uchun o'sha paytda, aaaa, misol uchun, qo'yib berishgan ham shunaqa xato qilishimizga, misol uchun,",bir loyihani ustida ishlayotganda puxtaroq kitob qilish kerakligini o'rganganmiz misol uchun u yerda oddiy mana shunaqa qilsam to'g'ri bo'lar ekan yoki kimningdir gapi bilan qilib yuborsangiz u yerda pul yutqazganmiz misol uchun o'shanaqa tajribadan o'rganilgan bir achchiq tajriba bo'lgan endi misol uchun o'sha paytda misol uchun qo'yib berishgan ham shunaqa xato qilishimizga misol uchun,bir loyihani ustida ishlayotganda puxtaroq hisob-kitob qilish kerakligini o'rganganmiz misol uchun u yerda oddiy mana shunaqa qilsam to'g'ri bo'larkan yoki kimnidir gapi bilan qivorsangiz u yerda pul yutqazganmiz misol uchun hm o'shanaqa achchiq tajriba bo'lgan endi misol uchun o'sha paytda aaaa misol uchun qo'yib berishgan ham shunaqa xato qilishimizga misol uchun,0.2037,0.1308,0.5892,54,51,"bir loyihani ustida ishlayotganda puxtaroq hisob-kitob qilish kerakligini o'rganganmiz, misol uchun u yerda oddiy mana shunaqa qilsam to'g'ri bo'lar ekan yoki kimningdir gapi bilan qilib yuborsangiz, u yerda pul yutqazganmiz, misol uchun. Hm. Demak bu... O'shanaqa achchiq tajribadan o'rganilgan. Achchiq tajriba bo'lgan endi. Misol uchun o'sha paytda, misol uchun qo'yib berishgan ham shunaqa xato qilishimizga, misol uchun."
5085,00010928_0.wav,11.74,"men stroitelniy anaviga tushunmayman, uyda ostavkalari bor edi, bir narsalar bor edi, u avval shuncha kvadrat ketadi degan edi, keyin shuncha kvadrat qo'shdi.","stroitelniy anavi nimaga tushunmayman. Uyda osadkalar bor edi, bir narsalar bor edi. U avval shuncha kvadrat ketadi deuvdi, keyin shuncha kvadrat qo'shdi.",men stroitelniy anaviga tushunmayman uyda ostavkalari bor edi bir narsalar bor edi u avval shuncha kvadrat ketadi degan edi keyin shuncha kvadrat qo'shdi,stroitelniy anavi nimaga tushunmayman uyda osadkalar bor edi bir narsalar bor edi u avval shuncha kvadrat ketadi deuvdi keyin shuncha kvadrat qo'shdi,0.2609,0.1111,0.9338,23,22,"men stroitelniy anaviga tushunmayman, uyda ostavkalari bor edi, bir narsalar bor edi, u avval shuncha kvadrat ketadi degan edi, keyin shuncha kvadrat qo'shdi."
1505,00011705.wav,19.728,"O'sha. Lekin shuni ham yuqorida akangiz bilan ham gaplashganimda, aynan Boburni ism-familiyasini aytganimizda ma'lumot berishmadi. Shuni ham aytib bering. O'sha Bobur G'aniev desak ma'lumot berishmadi, keyin yonidagi bolani ismini aytgandik, ularni sudi bo'lyapti, o'sha 20-da tugaydi, o'shandan keyin chiqasizlar dedi.","o'sha Lekin shuni ham yuqorida akangiz bilan ham gaplashganimda aynan Boburni ism familiyasini aytganimizda ma'lumot berishmadi. ma'lumot bermayapti. Shuni ham aytib bering. O'sha Bobur G'aniyev desak ma'lumot berishmadi. Keyin yonidagi bolani ismini aytdik. Ularni sudi bo'lyapti, o'sha 20da tugaydi, o'shandan keyin chiqasizlar dedilar.",o'sha lekin shuni ham yuqorida akangiz bilan ham gaplashganimda aynan boburni ism-familiyasini aytganimizda ma'lumot berishmadi shuni ham aytib bering o'sha bobur g'aniev desak ma'lumot berishmadi keyin yonidagi bolani ismini aytgandik ularni sudi bo'lyapti o'sha yigirmainchi da tugaydi o'shandan keyin chiqasizlar dedi,o'sha lekin shuni ham yuqorida akangiz bilan ham gaplashganimda aynan boburni ism familiyasini aytganimizda ma'lumot berishmadi ma'lumot bermayapti shuni ham aytib bering o'sha bobur g'aniyev desak ma'lumot berishmadi keyin yonidagi bolani ismini aytdik ularni sudi bo'lyapti o'sha yigirmada tugaydi o'shandan keyin chiqasizlar dedilar,0.2195,0.1062,0.742,41,43,"O'sha. Lekin shuni ham yuqorida akangiz bilan ham gaplashganimda, aynan Boburni ism-familiyasini aytganimizda ma'lumot berishmadi. Yo'q, yo'q ma'lumot bermayapti. Shuni ham aytib bering. O'sha Bobur G'aniev desak ma'lumot berishmadi, keyin yonidagi bolani ismini aytgandik, ularni sudi bo'lyapti, o'sha 20-da tugaydi, o'shandan keyin chiqasizlar dedi."
9434,00004095_0.wav,22.64,"Rossiya rubli ko'tarilib ketdi. MVideo, Eldorado degan katta setlar bor-ku, ular faqat rublda hisob yurg'izadi. Bizni ayrim bozorlarda, misol uchun, svobodniy kommersiya deydimi, valyutada emas. Ular har kuni pol kaditsenik o'zgartira olmaydi. O'shaning uchun prognozniy parametrlar, obshiy o'sha bozorlar sizni fikringizga tayangan holda. Obshiy o'sha bozorlar prosadka bergan.","reskiy rubl koʻtarilib ketdi. Nvidia, Eldoradoga oʻxshagan katta setslar bor-ku, ular faqat rublda hisob yurgʻzadi. Bizlarni ayrim bozorlarda misol uchun svobodniy konvertiruyemiy valyutada emas. Ular har kuni polkadagi sennikni oʻzgartira olmaydi. Oʻshaning uchun prognozniy parametrlar obshiy oʻsha bozorlar, sizni fikringizga tayangan holda, obshiy oʻsha bozorlar prosadka bergan.",rossiya rubli ko'tarilib ketdi mvideo eldorado degan katta setlar bor-ku ular faqat rublda hisob yurg'izadi bizni ayrim bozorlarda misol uchun svobodniy kommersiya deydimi valyutada emas ular har kuni pol kaditsenik o'zgartira olmaydi o'shaning uchun prognozniy parametrlar obshiy o'sha bozorlar sizni fikringizga tayangan holda obshiy o'sha bozorlar prosadka bergan,reskiy rubl ko'tarilib ketdi nvidia eldoradoga o'xshagan katta setslar bor-ku ular faqat rublda hisob yurg'zadi bizlarni ayrim bozorlarda misol uchun svobodniy konvertiruyemiy valyutada emas ular har kuni polkadagi sennikni o'zgartira olmaydi o'shaning uchun prognozniy parametrlar obshiy o'sha bozorlar sizni fikringizga tayangan holda obshiy o'sha bozorlar prosadka bergan,0.25,0.1038,0.7324,48,47,"Reskiy rubl ko'tarilib ketdi. MVideo, Eldoradoga o'xshagan katta setlar bor-ku, ular faqat rublda hisob yurg'izadi. Bizni ayrim bozorlarda, misol uchun, svobodniy konvertiruyemiy deydimi, valyutada emas. Ular har kuni pol kaditsenik o'zgartira olmaydi. O'shaning uchun prognozniy parametrlar, obshiy o'sha bozorlar sizni fikringizga tayangan holda. Obshiy o'sha bozorlar prosadka bergan."
26030,00017910_0.wav,25.49,"bo'lgandan keyin yugurib chiqdi, favqulodda nimalar yetib keldi. Katta olov bo'lib ketdi. Men oynani taqillatdi, yugurib chiqqan edim, katta yong'in tutun osmonni egallab bo'lgandi, qop-qora tutun. Quyosh ham ko'rinmay qoldi, mashina to'lib ketdi. Yo'q, portlash sodir bo'lmagan. Ya'ni 10-sentyabr kuni soat 14:15 da Toshkent viloyati Favqulodda vaziyatlar boshqarmasi tezkor boshqaruv markaziga","nima boʻlgandan keyin yugurib chiqdik, favqulodda nimalar yetib keldi. nimagacha katta olov boʻlib ketdi. Men oynam taqilladi, yugurib chiqqandim, katta yon, men tutun. Uje osmonni egallab boʻlgandi-da, qopqora tutun. Quyosh ham koʻrinmay qoldi, mashina toʻlib ketdi. Yoʻq, portlash sodir boʻlmagan. Bugun, yaʼni 10-sentyabr kuni soat 14:15 da Toshkent viloyati Favqulodda Vaziyatlar Boshqarmasi tezkor boshqaruv markaziga",bo'lgandan keyin yugurib chiqdi favqulodda nimalar yetib keldi katta olov bo'lib ketdi men oynani taqillatdi yugurib chiqqan edim katta yong'in tutun osmonni egallab bo'lgandi qop-qora tutun quyosh ham ko'rinmay qoldi mashina to'lib ketdi yo'q portlash sodir bo'lmagan ya'ni o'ninchi sentyabr kuni soat o'n to'rt o'n beshda toshkent viloyati favqulodda vaziyatlar boshqarmasi tezkor boshqaruv markaziga,nima bo'lgandan keyin yugurib chiqdik favqulodda nimalar yetib keldi nimagacha katta olov bo'lib ketdi men oynam taqilladi yugurib chiqqandim katta yon men tutun uje osmonni egallab bo'lgandi-da qopqora tutun quyosh ham ko'rinmay qoldi mashina to'lib ketdi yo'q portlash sodir bo'lmagan bugun ya'ni o'ninchi sentyabr kuni soat o'n to'rt o'n beshda toshkent viloyati favqulodda vaziyatlar boshqarmasi tezkor boshqaruv markaziga,0.2407,0.0945,0.7029,54,58,"bo'lgandan keyin yugurib chiqdik, favqulodda nimalar yetib keldi. Katta olov bo'lib ketdi. Men oynani taqilladi, yugurib chiqqan edim, katta yong'in tutun osmonni egallab bo'lgan edi, qop-qora tutun. Quyosh ham ko'rinmay qoldi, mashina to'lib ketdi. Yo'q, portlash sodir bo'lmagan. Bugun ya'ni 10-sentyabr kuni soat 14:15 da Toshkent viloyati Favqulodda vaziyatlar boshqarmasi tezkor boshqaruv markaziga"
10782,00008143_0.wav,28.44,"Guvohi bo'lganingizdek tamaki mahsulotlari sotiladigan do'konda nafaqat qonuniy sigaretlar, balki noqonuniy sigaretlar ham sotiladi. Buning ustiga mazkur do'konda karta ishlamasligi, aynan Humo kartasi ishlamayotgani ham ma'lum bo'ldi. Biz aynan mana shu tajribani Soliq hamkorda sinab ko'ramiz.","birorta boshqa narsa bering.
Ahmad aka, charchamang.
Guvohi boʻlganingizdek, tamaki mahsulotlari sotiladigan doʻkonda nafaqat qonuniy sigaretlar, balki noqonuniy sigaretlar ham sotiladi. Buning ustiga mazkur doʻkonda karta ishlamasligi, aynan Humo kartasi ishlamayotgani ham maʼlum boʻldi. Biz aynan mana shu tajribani soliq hamkorda sinab koʻramiz va",guvohi bo'lganingizdek tamaki mahsulotlari sotiladigan do'konda nafaqat qonuniy sigaretlar balki noqonuniy sigaretlar ham sotiladi buning ustiga mazkur do'konda karta ishlamasligi aynan humo kartasi ishlamayotgani ham ma'lum bo'ldi biz aynan mana shu tajribani soliq hamkorda sinab ko'ramiz,birorta boshqa narsa bering ahmad aka charchamang guvohi bo'lganingizdek tamaki mahsulotlari sotiladigan do'konda nafaqat qonuniy sigaretlar balki noqonuniy sigaretlar ham sotiladi buning ustiga mazkur do'konda karta ishlamasligi aynan humo kartasi ishlamayotgani ham ma'lum bo'ldi biz aynan mana shu tajribani soliq hamkorda sinab ko'ramiz va,0.2222,0.1828,0.9163,36,44,"Rahmat ka, charchamang. Guvohi bo'lganingizdek tamaki mahsulotlari sotiladigan do'konda nafaqat qonuniy sigaretlar, balki noqonuniy sigaretlar ham sotiladi. Buning ustiga mazkur do'konda karta ishlamasligi, aynan Humo kartasi ishlamayotgani ham ma'lum bo'ldi. Biz aynan mana shu tajribani Soliq hamkorda sinab ko'ramiz."
20335,00018393_1.wav,11.6,,"muzej sovremennogo iskusstva, dunyoda eng katta muzej, sovremennogo iskusstva. O'shda katta ko'rgazma bo'ladi, keyin undan keyin Dubayda bo'ladi ko'rgazma, 26-yilda.",,muzej sovremennogo iskusstva dunyoda eng katta muzej sovremennogo iskusstva o'shda katta ko'rgazma bo'ladi keyin undan keyin dubayda bo'ladi ko'rgazma yigirma oltinchi yilda,22.0,173.0,0.0,0,22,
16202,00005502_0.wav,28.44,O'zbekistonning shimoliy darvozasi deb nomlangan bu hudud 1969-70-yillarda gaz ombori va vokzal qurilishi ortidan,Oʻzbekistonning shimoliy darvozasi deb nomlangan bu hudud 1969-70 yillarda gaz ombori va vokzal qurilishi ortidan odam,o'zbekistonning shimoliy darvozasi deb nomlangan bu hudud 1969-70-yillarda gaz ombori va vokzal qurilishi ortidan,o'zbekistonning shimoliy darvozasi deb nomlangan bu hudud bir ming to'qqiz yuz oltmish to'qqiz yetmish yillarda gaz ombori va vokzal qurilishi ortidan odam,0.6429,0.4425,0.7836,14,22,O'zbekistonning shimoliy darvozasi deb nomlangan bu hudud 1969-70-yillarda gaz ombori va vokzal qurilishi ortidan odam
3461,00011060_0.wav,6.92,,ko'rsatma xat Ministerstvo zdravo Ministerstvo zdravoxraneniya yettinchi apreldan,,ko'rsatma xat ministerstvo zdravo ministerstvo zdravoxraneniya yettinchi apreldan,8.0,81.0,0.0,0,8,ko'rsatma xat Ministerstvo zdravo Ministerstvo zdravoxraneniya 7-apreldan
10263,00013874_0.wav,5.27,Mana bu ekskavator qazigan mana tegi bilan tegi bilan chiqib kelgan tushunarli daraxt.,"Mana, mana bu ekskavator qazigan, mana tegi bilan, mana tegi bilan chiqib kelgan. Mana tushunardim daraxt.",mana bu ekskavator qazigan mana tegi bilan tegi bilan chiqib kelgan tushunarli daraxt,mana mana bu ekskavator qazigan mana tegi bilan mana tegi bilan chiqib kelgan mana tushunardim daraxt,0.3077,0.2,0.9032,13,16,Mana bu ekskavator qazigan. Mana. Tagi bilan tagi bilan chiqib kelgan. Men tushunardim daraxt
1424,00011139.wav,18.6186875,"Og'irroq bo'ladi va o'sha kasallar imina manga murojaat qilgan edi. Men baribir vaqtimni ajratib, anavi nima desam, ya vseravno uchastvovala v ix lechennom protsesse.","og'irroq bo'ladi i o'sha kasallar imina manga murojaat qiluvdi. Men baribir vaqtimni ajratib, anavi nima desam, ya vsyo ravno uchastvovala v ih lechebnom protsesse.",og'irroq bo'ladi va o'sha kasallar imina manga murojaat qilgan edi men baribir vaqtimni ajratib anavi nima desam ya vseravno uchastvovala v ix lechennom protsesse,og'irroq bo'ladi i o'sha kasallar imina manga murojaat qiluvdi men baribir vaqtimni ajratib anavi nima desam ya vsyo ravno uchastvovala v ih lechebnom protsesse,0.2917,0.0741,0.9441,24,24,
23313,00006899_0.wav,10.28,Kuraraks Kuraraks tabletkasi O'zbekistonga kirib kelmagan. Kuraraks tabletkadan hech kim vafot etmagan. Mana shu narsaga e'tibor berishingizni so'rayman.,Koraraks. Koraraks. Koraraks tabletkasi O'zbekistonga kirib kelmagan. Koraraks tabletkadan hech kim vafot etmagan. Mana shu narsaga e'tibor berishingizni so'rayman.,kuraraks kuraraks tabletkasi o'zbekistonga kirib kelmagan kuraraks tabletkadan hech kim vafot etmagan mana shu narsaga e'tibor berishingizni so'rayman,koraraks koraraks koraraks tabletkasi o'zbekistonga kirib kelmagan koraraks tabletkadan hech kim vafot etmagan mana shu narsaga e'tibor berishingizni so'rayman,0.2222,0.08,0.9515,18,19,Kuraraks Kuraraks tabletkasi O'zbekistonga kirib kelmagan. Kuraraks tabletkadan hech kim vafot etmagan. Mana shu narsaga e'tibor berishingizni so'rayman.
8618,00001012_0.wav,6.01,"kundalik ishingizga ancha yordam beradi. Tushunarli, sizda",kundalik ishingizga ancha yordam beradi. Hm. O'sha... Tushunarli. Sizda...,kundalik ishingizga ancha yordam beradi tushunarli sizda,kundalik ishingizga ancha yordam beradi hm o'sha tushunarli sizda,0.2857,0.1607,0.9256,7,9,"kundalik ishingizga ancha yordam beradi. Hm, tushunarli, sizda"
5466,00001405_1.wav,8.08,,"Ulan, kecha Grammy olgan Murodni birinchi intervyusi, suhbati men bilan bo'lgan deb aytish bizga ham nasib qilsin. besh yil oldin. Xudo xohlasa-da.",,ulan kecha grammy olgan murodni birinchi intervyusi suhbati men bilan bo'lgan deb aytish bizga ham nasib qilsin besh yil oldin xudo xohlasa-da,22.0,142.0,0.0,0,22,"Ulan, kecha Grammy olgan Murodni birinchi intervyusi, suhbati men bilan bo'lgan deb aytish bizga ham nasib qilsin. Besh yil oldin. Xudo xohlasa-da."
3805,00011297_2.wav,9.38,,"i toje samo uchinchi anavi karantinga, Shayx Islamovni karaulni yozilgan, to'rtinchi karantinga i beshinchi karantinga.",,i toje samo uchinchi anavi karantinga shayx islamovni karaulni yozilgan to'rtinchi karantinga i beshinchi karantinga,15.0,116.0,0.0,0,15,"va toje samo uchinchi anavi karantinga, Shayx Islamovni karaulni yozilgan, to'rtinchi karantinga i beshinchi karantinga."
25609,00009664_1.wav,9.47,"so'raganimizda nimaga uyalmasligimizni shuni tushundimda, mana uyalar, lekin keyin so'rasam, e, cho'ta pastga tushib qoladi-da o'zimizda, bilmadim nimaga.","so'raganimizda nimaga uyalmasligimizni shuni tushundim-da. Mana uyalar tumros, lekin keyin tushundimki. So'rasam, e chota pastga mana bunday bo'lib qoladi-da bizda. To'g'ri. Bilmadim nimaga.",so'raganimizda nimaga uyalmasligimizni shuni tushundimda mana uyalar lekin keyin so'rasam e cho'ta pastga tushib qoladi-da o'zimizda bilmadim nimaga,so'raganimizda nimaga uyalmasligimizni shuni tushundim-da mana uyalar tumros lekin keyin tushundimki so'rasam e chota pastga mana bunday bo'lib qoladi-da bizda to'g'ri bilmadim nimaga,0.5,0.3243,0.8399,18,23,"so'raganimizda nimaga uyalmasligimizni shuni tushundim-da, man ham uyalar edim, rostdan. Lekin keyin so'rasam, e, cho'ta pastga tushib qolganday bo'lib qoladi-da. Bitta emas bizda. To'gri. Bilmadim nimaga."
13416,00015718_1.wav,22.79,"O'shanga tushganman. Krizisga sabab bo'lgan narsalar, mana shu narsalar. Dan biri, dan biri, dan biri. Bizniki endi yaxshiroq edi deb o'ylayman. U asosiy krizis u Amerika boshlagan u. Subprime mortgagelar. Bizniki yaxshi edi, prime mortgage edi. Mayli, u uncha unaqa texnik narsalarga kirmaymiz, mayli u. Lekin sezilgan. 2006-yil masalan, noyabrdan, noyabrdan aprelga","o'shanga tushganman. krizisga sabab bo'lgan narsalar, imenno shu narsalarmi? Man bir... dan biri, dan biri. Bizniki endi yaxshiroq deb o'ylayman. u asosiy krizisni u Amerika boshlagan-u. Subprime mortgagelar. Bizniki yaxshi edi, prime mortgage edi. mayli, u javonaqa texnicheskiy nomerlarga kirmaymiz, mayli-yu degan gap. Yo'q lekin sezilgan. 2006-yil masalan, noyabrdan, noyabrdan aprelga",o'shanga tushganman krizisga sabab bo'lgan narsalar mana shu narsalar dan biri dan biri dan biri bizniki endi yaxshiroq edi deb o'ylayman u asosiy krizis u amerika boshlagan u subprime mortgagelar bizniki yaxshi edi prime mortgage edi mayli u uncha unaqa texnik narsalarga kirmaymiz mayli u lekin sezilgan ikki ming oltinchi yil masalan noyabrdan noyabrdan aprelga,o'shanga tushganman krizisga sabab bo'lgan narsalar imenno shu narsalarmi man bir dan biri dan biri bizniki endi yaxshiroq deb o'ylayman u asosiy krizisni u amerika boshlagan-u subprime mortgagelar bizniki yaxshi edi prime mortgage edi mayli u javonaqa texnicheskiy nomerlarga kirmaymiz mayli-yu degan gap yo'q lekin sezilgan ikki ming oltinchi yil masalan noyabrdan noyabrdan aprelga,0.2909,0.1319,0.7193,55,54,"O'shanga tushganman. Krizisga sabab bo'lgan narsalar, mana shu narsalar emasmidi. Dan biri, dan biri. Bizniki endi yaxshiroq edi deb o'ylayman. U asosiy krizis u Amerika boshlagan-ku. Subprime mortgagelar. Bizniki yaxshi edi, prime mortgagedan. Mayli, ja unaqa texnik narsalarga kirmaymiz, mayli-ku. Lekin sezilgan. 2006-yil masalan, noyabrdan, noyabrdan aprelga"
9605,00004247_0.wav,7.59,"Chiypon yo'q edi dalada ishlaydigan, bitta brigadada 30 ta, 40 ta ayollar ishlar edi, ularni qo'lida","shipan yo'q edi dalada ishlaydigan, bitta brigadada 30 ta, 40 ta ayollar ishlardi, ularni qo'lida",chiypon yo'q edi dalada ishlaydigan bitta brigadada o'ttizta qirqta ayollar ishlar edi ularni qo'lida,shipan yo'q edi dalada ishlaydigan bitta brigadada o'ttizta qirqta ayollar ishlardi ularni qo'lida,0.2143,0.0495,0.9648,14,13,"Shiypon yo'q edi dalada ishlaydigan, bitta brigadada 30 ta, 40 ta ayollar ishlar edi, ularni qo'lida"
25027,00009248_1.wav,5.39,"Mentalitetizda bor narsa, chunki bolani yoshligidan erkin qo'yib beradi.",mentalitetida bor bu narsa. Chunki bolani yoshligidan erkin qo'yib beradi.,mentalitetizda bor narsa chunki bolani yoshligidan erkin qo'yib beradi,mentalitetida bor bu narsa chunki bolani yoshligidan erkin qo'yib beradi,0.2222,0.0571,0.9718,9,10,mentalitetida bor bu narsa. Chunki bolani yoshligidan erkin qo'yib beradi.
3639,00011182_1.wav,13.02,"bo'lmagan dorilarini. Shu keyin oldimga meditsestralar turar edi va hamma narsani yozib olar edi. U nima deyapti va biz nima qilyapmiz va keyin men aytdimki, bu qanday edi?","bo'magan dorilarni. Shu keyin oldimga meditsestralar turdi i vsyo zapisyvali, chto ona govorit i etot, chto my delayem i keyin men aytdimki, etot, kak yego",bo'lmagan dorilarini shu keyin oldimga meditsestralar turar edi va hamma narsani yozib olar edi u nima deyapti va biz nima qilyapmiz va keyin men aytdimki bu qanday edi,bo'magan dorilarni shu keyin oldimga meditsestralar turdi i vsyo zapisyvali chto ona govorit i etot chto my delayem i keyin men aytdimki etot kak yego,0.75,0.4107,0.6101,28,25,"bo'lmagan dorilarni. Shu keyin oldimga meditsestralar turgan edi va vsyo zapisyvali, chto ona govorit i etot, chto my delayem va keyin men aytdimki, etot, kak yego?"
14433,00020664_1.wav,6.86,Chunki ertagadin xalqaro moliya tashkilotlaridan pul biz bozorga chiqarmaymiz.,Chunki erta indin xalqaro moliya tashkilotlaridan pul biz bozorga chiqarmaymiz.,chunki ertagadin xalqaro moliya tashkilotlaridan pul biz bozorga chiqarmaymiz,chunki erta indin xalqaro moliya tashkilotlaridan pul biz bozorga chiqarmaymiz,0.2222,0.039,0.9677,9,10,Chunki erta-indin xalqaro moliya tashkilotlaridan pul biz bozorga chiqarmaymiz.
9190,00003856_1.wav,8.02,Bormang deb janjal qiladi. Keyin yashil bo'lib ishga ketgandan keyin dalaga ishga chiqadi.,"bormang deb janjal qiladi. Keyin yashir bo'lib ishga ketgandan keyin dalaga ishga chiqadi. Yalinamiz, bormang ota deymiz, odam Bormang deydi. Yo'q endi.",bormang deb janjal qiladi keyin yashil bo'lib ishga ketgandan keyin dalaga ishga chiqadi,bormang deb janjal qiladi keyin yashir bo'lib ishga ketgandan keyin dalaga ishga chiqadi yalinamiz bormang ota deymiz odam bormang deydi yo'q endi,0.7692,0.6705,0.7436,13,22,"Bormang deb janjal qiladi. Keyin yashil bo'lib ishga ketgandan keyin, dalaga ishga chiqadi."
7989,00000647_1.wav,14.68,"Bir ikkita kitoblar o'qiganimda har bittasida yozgan ki, ya'ni orqa, ya'ni uni brendingni orqasidagi istoriya juda ham muhim, ya'ni o'sha istoriyani to'g'ri yetkazib berish ham juda muhim.","bir-ikkita kitoblar o'qiganimda har bittasida yozganki, ya'ni orqa, ya'ni uni brendingni orqasidagi istoriya judayam muhim. ya'ni o'sha istoriyani to'g'ri yetkazib berish ham juda muhim.",bir ikkita kitoblar o'qiganimda har bittasida yozgan ki ya'ni orqa ya'ni uni brendingni orqasidagi istoriya juda ham muhim ya'ni o'sha istoriyani to'g'ri yetkazib berish ham juda muhim,bir-ikkita kitoblar o'qiganimda har bittasida yozganki ya'ni orqa ya'ni uni brendingni orqasidagi istoriya judayam muhim ya'ni o'sha istoriyani to'g'ri yetkazib berish ham juda muhim,0.2222,0.0217,0.9836,27,24,"Bir-ikkita kitoblar o'qiganimda har bittasida yozgan-ki, ya'ni orqa, ya'ni uni brendingni orqasidagi istoriya juda ham muhim, ya'ni o'sha istoriyani to'g'ri yetkazib berish ham juda muhim."
29833,00006441_1.wav,5.99,"Afsuski, ko'pchilik bilmaydida. Kecha mana murojaat bilan chiqdingiz. Men bu",Afsuski ko'pchilik bilmaydi-da. Kechadan murojaat bilan chiqdingiz. Men bu,afsuski ko'pchilik bilmaydida kecha mana murojaat bilan chiqdingiz men bu,afsuski ko'pchilik bilmaydi-da kechadan murojaat bilan chiqdingiz men bu,0.3,0.0548,0.9655,10,9,"Afsuski, ko'pchilik bilmaydi-da. Kecha mana murojaat bilan chiqdingiz. Men bu"
8651,00001029_1.wav,11.6,"Kostyum-shim tikib berganingizni eshitib, odamlar, ""Va, bu odam haqiqatdan o'z ishini professional, juda ham jiddiy yondashar ekan"", degan bir hayol keladi. Va","kostyum shim tikib berganingizni eshitib, odamlar wow, bu bu odam haqiqatdan o'z ishini professionali juda ham jiddiy yondasharkan degan bir xayol keladi va",kostyum-shim tikib berganingizni eshitib odamlar va bu odam haqiqatdan o'z ishini professional juda ham jiddiy yondashar ekan degan bir hayol keladi va,kostyum shim tikib berganingizni eshitib odamlar wow bu bu odam haqiqatdan o'z ishini professionali juda ham jiddiy yondasharkan degan bir xayol keladi va,0.3636,0.0728,0.9508,22,23,"Kostyum-shim tikib berganingizni eshitib, odamlar, ""wow, bu odam haqiqatdan o'z ishini professional, juda ham jiddiy yondashar ekan"", degan bir xayol keladi. Va"
8459,00000920_1.wav,11.18,"Sodda qilib aytganda, nafaqat yordam bera olmayman, komanda olib keldim, bolalarni olib keldim hozir o'zimizni, studentlar, bitiruvchilar, IT Xadadan razrabotchiklar, har xil","S udovolstviyem o'rganyapman. Bu yerda nafaqat yordam bera olyapman, komanda olib keldim, bolalarni olib keldim hozir o'zimizni tekushchiy studentlar, bitiruvchilar, ana INHAdan razrabotchiklar, shu har xil",sodda qilib aytganda nafaqat yordam bera olmayman komanda olib keldim bolalarni olib keldim hozir o'zimizni studentlar bitiruvchilar it xadadan razrabotchiklar har xil,s udovolstviyem o'rganyapman bu yerda nafaqat yordam bera olyapman komanda olib keldim bolalarni olib keldim hozir o'zimizni tekushchiy studentlar bitiruvchilar ana inhadan razrabotchiklar shu har xil,0.4545,0.2994,0.4959,22,26,"S udovolstviyem o'rganyapman. Bu yerda nafaqat yordam bera olmayapman, komanda olib keldim, bolalarni olib keldim. Hozir o'zimizni tekushchiy studentlar, bitiruvchilar, ana INHAdan razrabotchiklar, shu har xil"
