path,chunk_path,duration,chunk_index
00008895.wav,00008895_2.wav,5.8,2
00008898.wav,00008898_0.wav,13.61,0
00008897.wav,00008897_0.wav,8.11,0
00008897.wav,00008897_1.wav,15.12,1
00008900.wav,00008900_0.wav,11.81,0
00008900.wav,00008900_1.wav,13.59,1
00008899.wav,00008899_0.wav,7.31,0
00008899.wav,00008899_1.wav,8.21,1
00008899.wav,00008899_2.wav,11.16,2
00008896.wav,00008896_0.wav,8.99,0
00008896.wav,00008896_1.wav,15.57,1
00008903.wav,00008903_0.wav,9.68,0
00008903.wav,00008903_1.wav,11.97,1
00008901.wav,00008901_0.wav,14.46,0
00008901.wav,00008901_1.wav,10.81,1
00008902.wav,00008902_0.wav,10.72,0
00008902.wav,00008902_1.wav,14.34,1
00008904.wav,00008904_0.wav,9.53,0
00008904.wav,00008904_1.wav,11.81,1
00008905.wav,00008905_0.wav,21.0,0
00008905.wav,00008905_1.wav,5.14,1
00008906.wav,00008906_0.wav,10.95,0
00008906.wav,00008906_1.wav,13.46,1
00008907.wav,00008907_0.wav,13.02,0
00008907.wav,00008907_1.wav,12.44,1
00008909.wav,00008909_0.wav,13.86,0
00008909.wav,00008909_1.wav,10.68,1
00008908.wav,00008908_0.wav,13.19,0
00008908.wav,00008908_1.wav,13.78,1
00008911.wav,00008911_0.wav,11.37,0
00008911.wav,00008911_1.wav,13.65,1
00008910.wav,00008910_0.wav,15.46,0
00008910.wav,00008910_1.wav,11.18,1
00008914.wav,00008914_0.wav,5.87,0
00008914.wav,00008914_1.wav,13.12,1
00008914.wav,00008914_2.wav,5.03,2
00008915.wav,00008915_0.wav,12.26,0
00008915.wav,00008915_1.wav,9.93,1
00008913.wav,00008913_0.wav,13.86,0
00008913.wav,00008913_1.wav,8.23,1
00008912.wav,00008912_0.wav,14.36,0
00008912.wav,00008912_1.wav,10.43,1
00008916.wav,00008916_0.wav,14.65,0
00008916.wav,00008916_1.wav,9.37,1
00008918.wav,00008918_0.wav,13.38,0
00008918.wav,00008918_1.wav,7.93,1
00008917.wav,00008917_0.wav,14.78,0
00008917.wav,00008917_1.wav,11.26,1
00008922.wav,00008922_0.wav,7.78,0
00008922.wav,00008922_1.wav,13.87,1
00008922.wav,00008922_2.wav,6.34,2
00008921.wav,00008921_0.wav,18.67,0
00008921.wav,00008921_1.wav,9.76,1
00008919.wav,00008919_0.wav,11.74,0
00008919.wav,00008919_1.wav,12.5,1
00008923.wav,00008923_0.wav,14.82,0
00008923.wav,00008923_1.wav,6.27,1
00008924.wav,00008924_0.wav,11.95,0
00008924.wav,00008924_1.wav,9.52,1
00008925.wav,00008925_0.wav,12.38,0
00008925.wav,00008925_1.wav,13.09,1
00008926.wav,00008926_0.wav,14.29,0
00008926.wav,00008926_1.wav,10.85,1
00008929.wav,00008929_0.wav,14.55,0
00008929.wav,00008929_1.wav,4.43,1
00008927.wav,00008927_0.wav,13.54,0
00008927.wav,00008927_1.wav,9.64,1
00008928.wav,00008928_0.wav,12.77,0
00008928.wav,00008928_1.wav,12.54,1
00008931.wav,00008931_0.wav,14.75,0
00008931.wav,00008931_1.wav,4.87,1
00008930.wav,00008930_0.wav,4.11,0
00008930.wav,00008930_1.wav,15.84,1
00008930.wav,00008930_2.wav,5.49,2
00008933.wav,00008933_0.wav,14.23,0
00008933.wav,00008933_1.wav,12.29,1
00008932.wav,00008932_0.wav,11.84,0
00008932.wav,00008932_1.wav,12.55,1
00008934.wav,00008934_0.wav,12.15,0
00008934.wav,00008934_1.wav,12.8,1
00008938.wav,00008938_0.wav,14.23,0
00008935.wav,00008935_0.wav,12.92,0
00008935.wav,00008935_1.wav,14.6,1
00008936.wav,00008936_0.wav,18.38,0
00008939.wav,00008939_0.wav,8.89,0
00008939.wav,00008939_1.wav,13.22,1
00008941.wav,00008941_0.wav,12.88,0
00008941.wav,00008941_1.wav,12.1,1
00008942.wav,00008942_0.wav,17.11,0
00008943.wav,00008943_0.wav,12.16,0
00008943.wav,00008943_1.wav,13.35,1
00008944.wav,00008944_0.wav,12.2,0
00008944.wav,00008944_1.wav,14.44,1
00008940.wav,00008940_0.wav,20.89,0
00008940.wav,00008940_1.wav,6.12,1
00008945.wav,00008945_0.wav,7.24,0
00008945.wav,00008945_1.wav,13.46,1
00008945.wav,00008945_2.wav,5.64,2
00008946.wav,00008946_0.wav,12.06,0
00008946.wav,00008946_1.wav,12.85,1
00008950.wav,00008950_0.wav,13.62,0
00008950.wav,00008950_1.wav,5.14,1
00008948.wav,00008948_0.wav,6.7,0
00008948.wav,00008948_1.wav,14.25,1
00008948.wav,00008948_2.wav,6.08,2
00008952.wav,00008952_0.wav,8.53,0
00008952.wav,00008952_1.wav,13.97,1
00008947.wav,00008947_0.wav,11.95,0
00008947.wav,00008947_1.wav,13.12,1
00008949.wav,00008949_0.wav,13.4,0
00008949.wav,00008949_1.wav,10.7,1
00008951.wav,00008951_0.wav,14.35,0
00008951.wav,00008951_1.wav,7.41,1
00008953.wav,00008953_0.wav,14.41,0
00008953.wav,00008953_1.wav,11.61,1
00008956.wav,00008956_0.wav,9.03,0
00008956.wav,00008956_1.wav,6.57,1
00008955.wav,00008955_0.wav,12.67,0
00008955.wav,00008955_1.wav,10.16,1
00008957.wav,00008957_0.wav,4.53,0
00008957.wav,00008957_1.wav,17.62,1
00008954.wav,00008954_0.wav,14.98,0
00008954.wav,00008954_1.wav,10.88,1
00008958.wav,00008958_0.wav,14.59,0
00008958.wav,00008958_1.wav,9.22,1
00008961.wav,00008961_0.wav,13.09,0
00008961.wav,00008961_1.wav,8.47,1
00008962.wav,00008962_0.wav,8.32,0
00008962.wav,00008962_1.wav,13.6,1
00008960.wav,00008960_0.wav,13.47,0
00008960.wav,00008960_1.wav,9.88,1
00008959.wav,00008959_0.wav,10.24,0
00008959.wav,00008959_1.wav,17.1,1
00008963.wav,00008963_0.wav,14.77,0
00008963.wav,00008963_1.wav,10.89,1
00008964.wav,00008964_0.wav,20.95,0
00008964.wav,00008964_1.wav,6.58,1
00008966.wav,00008966_0.wav,13.3,0
00008966.wav,00008966_1.wav,6.26,1
00008967.wav,00008967_0.wav,22.99,0
00008965.wav,00008965_0.wav,28.49,0
00008968.wav,00008968_0.wav,8.97,0
00008968.wav,00008968_1.wav,7.52,1
00008968.wav,00008968_2.wav,11.8,2
00008971.wav,00008971_0.wav,14.04,0
00008971.wav,00008971_1.wav,10.71,1
00008972.wav,00008972_0.wav,10.82,0
00008972.wav,00008972_1.wav,14.83,1
00008969.wav,00008969_0.wav,21.8,0
00008969.wav,00008969_1.wav,6.34,1
00008973.wav,00008973_0.wav,10.3,0
00008973.wav,00008973_1.wav,4.81,1
00008973.wav,00008973_2.wav,13.27,2
00008975.wav,00008975_0.wav,5.16,0
00008975.wav,00008975_1.wav,23.21,1
00008976.wav,00008976_0.wav,20.21,0
00008974.wav,00008974_0.wav,12.81,0
00008974.wav,00008974_1.wav,12.46,1
00008977.wav,00008977_0.wav,13.42,0
00008977.wav,00008977_1.wav,12.04,1
00008979.wav,00008979_0.wav,16.99,0
00008979.wav,00008979_1.wav,11.17,1
00008978.wav,00008978_0.wav,7.35,0
00008978.wav,00008978_1.wav,10.52,1
00008978.wav,00008978_2.wav,5.63,2
00008984.wav,00008984_0.wav,28.4,0
00008982.wav,00008982_0.wav,28.34,0
00008985.wav,00008985_0.wav,28.46,0
00008988.wav,00008988_0.wav,24.37,0
00008987.wav,00008987_0.wav,28.4,0
00008986.wav,00008986_0.wav,28.28,0
00008989.wav,00008989_0.wav,28.35,0
00008990.wav,00008990_0.wav,15.13,0
00008990.wav,00008990_1.wav,13.33,1
00008992.wav,00008992_0.wav,28.5,0
00008993.wav,00008993_0.wav,28.4,0
00008991.wav,00008991_0.wav,28.36,0
00008994.wav,00008994_0.wav,28.3,0
00008996.wav,00008996_0.wav,18.33,0
00008995.wav,00008995_0.wav,28.42,0
00008997.wav,00008997_0.wav,28.49,0
00008998.wav,00008998_0.wav,22.65,0
00008999.wav,00008999_0.wav,28.5,0
00009000.wav,00009000_0.wav,28.38,0
00009002.wav,00009002_0.wav,28.48,0
00009001.wav,00009001_0.wav,12.29,0
00009001.wav,00009001_1.wav,15.96,1
00009006.wav,00009006_0.wav,24.84,0
00009003.wav,00009003_0.wav,28.49,0
00009004.wav,00009004_0.wav,28.46,0
00009008.wav,00009008_0.wav,28.43,0
00009009.wav,00009009_0.wav,28.44,0
00009010.wav,00009010_0.wav,28.42,0
00009007.wav,00009007_0.wav,28.5,0
00009013.wav,00009013_0.wav,7.15,0
00009013.wav,00009013_1.wav,15.62,1
00009017.wav,00009017_0.wav,11.5,0
00009017.wav,00009017_1.wav,8.63,1
00009011.wav,00009011_0.wav,18.68,0
00009011.wav,00009011_1.wav,9.77,1
00009015.wav,00009015_0.wav,5.59,0
00009015.wav,00009015_1.wav,15.39,1
00009014.wav,00009014_0.wav,13.59,0
00009014.wav,00009014_1.wav,14.6,1
00009021.wav,00009021_0.wav,15.98,0
00009018.wav,00009018_0.wav,12.03,0
00009018.wav,00009018_1.wav,13.42,1
00009019.wav,00009019_0.wav,10.06,0
00009019.wav,00009019_1.wav,18.2,1
00009022.wav,00009022_0.wav,9.33,0
00009022.wav,00009022_1.wav,16.35,1
00009023.wav,00009023_0.wav,20.3,0
00009025.wav,00009025_0.wav,24.85,0
00009029.wav,00009029_0.wav,12.05,0
00009029.wav,00009029_1.wav,16.35,1
00009031.wav,00009031_0.wav,10.5,0
00009031.wav,00009031_1.wav,13.61,1
00009027.wav,00009027_0.wav,28.35,0
00009030.wav,00009030_0.wav,28.46,0
00009032.wav,00009032_0.wav,19.34,0
00009032.wav,00009032_1.wav,4.68,1
00009033.wav,00009033_0.wav,10.14,0
00009033.wav,00009033_1.wav,10.06,1
00009033.wav,00009033_2.wav,5.13,2
00009035.wav,00009035_0.wav,8.53,0
00009035.wav,00009035_1.wav,16.09,1
00009034.wav,00009034_0.wav,28.44,0
00009036.wav,00009036_0.wav,13.15,0
00009036.wav,00009036_1.wav,10.07,1
00009037.wav,00009037_0.wav,13.06,0
00009037.wav,00009037_1.wav,12.51,1
00009040.wav,00009040_0.wav,13.29,0
00009040.wav,00009040_1.wav,11.41,1
00009039.wav,00009039_0.wav,9.01,0
00009039.wav,00009039_1.wav,13.0,1
00009041.wav,00009041_0.wav,28.5,0
00009043.wav,00009043_0.wav,13.73,0
00009043.wav,00009043_1.wav,8.46,1
00009042.wav,00009042_0.wav,8.33,0
00009042.wav,00009042_1.wav,17.02,1
00009045.wav,00009045_0.wav,13.89,0
00009045.wav,00009045_1.wav,11.53,1
00009044.wav,00009044_0.wav,28.5,0
00009049.wav,00009049_0.wav,13.88,0
00009049.wav,00009049_1.wav,7.45,1
00009048.wav,00009048_0.wav,15.23,0
00009047.wav,00009047_0.wav,10.88,0
00009047.wav,00009047_1.wav,13.76,1
00009046.wav,00009046_0.wav,12.46,0
00009046.wav,00009046_1.wav,11.44,1
00009050.wav,00009050_0.wav,28.5,0
00009051.wav,00009051_0.wav,13.5,0
00009051.wav,00009051_1.wav,11.09,1
00009053.wav,00009053_0.wav,19.87,0
00009053.wav,00009053_1.wav,8.55,1
00009052.wav,00009052_0.wav,11.56,0
00009052.wav,00009052_1.wav,12.29,1
00009055.wav,00009055_0.wav,14.03,0
00009055.wav,00009055_1.wav,6.71,1
00009056.wav,00009056_0.wav,12.47,0
00009056.wav,00009056_1.wav,12.34,1
00009058.wav,00009058_0.wav,11.9,0
00009058.wav,00009058_1.wav,8.92,1
00009054.wav,00009054_0.wav,16.38,0
00009054.wav,00009054_1.wav,10.02,1
00009062.wav,00009062_0.wav,7.36,0
00009062.wav,00009062_1.wav,15.1,1
00009059.wav,00009059_0.wav,28.5,0
00009064.wav,00009064_0.wav,20.42,0
00009064.wav,00009064_1.wav,5.19,1
00009061.wav,00009061_0.wav,27.84,0
00009065.wav,00009065_0.wav,20.73,0
00009065.wav,00009065_1.wav,7.72,1
00009063.wav,00009063_0.wav,20.16,0
00009063.wav,00009063_1.wav,8.21,1
00009066.wav,00009066_0.wav,13.52,0
00009066.wav,00009066_1.wav,9.11,1
00009067.wav,00009067_0.wav,14.34,0
00009067.wav,00009067_1.wav,10.66,1
00009068.wav,00009068_0.wav,13.09,0
00009068.wav,00009068_1.wav,7.16,1
00009069.wav,00009069_0.wav,13.74,0
00009069.wav,00009069_1.wav,8.51,1
00009071.wav,00009071_0.wav,9.27,0
00009071.wav,00009071_1.wav,15.89,1
00009070.wav,00009070_0.wav,10.42,0
00009070.wav,00009070_1.wav,11.72,1
00009072.wav,00009072_0.wav,11.27,0
00009072.wav,00009072_1.wav,13.53,1
00009073.wav,00009073_0.wav,14.39,0
00009073.wav,00009073_1.wav,9.23,1
00009076.wav,00009076_0.wav,14.41,0
00009076.wav,00009076_1.wav,7.68,1
00009074.wav,00009074_0.wav,28.42,0
00009075.wav,00009075_0.wav,11.85,0
00009075.wav,00009075_1.wav,10.3,1
00009077.wav,00009077_0.wav,28.32,0
00009078.wav,00009078_0.wav,14.25,0
00009078.wav,00009078_1.wav,8.03,1
00009081.wav,00009081_0.wav,28.49,0
00009080.wav,00009080_0.wav,14.79,0
00009080.wav,00009080_1.wav,13.64,1
00009082.wav,00009082_0.wav,28.5,0
00009083.wav,00009083_0.wav,28.49,0
00009088.wav,00009088_0.wav,20.14,0
00009087.wav,00009087_0.wav,4.96,0
00009087.wav,00009087_1.wav,10.57,1
00009087.wav,00009087_2.wav,7.29,2
00009086.wav,00009086_0.wav,28.34,0
00009089.wav,00009089_0.wav,24.83,0
00009095.wav,00009095_0.wav,12.32,0
00009092.wav,00009092_0.wav,19.17,0
00009090.wav,00009090_0.wav,13.49,0
00009090.wav,00009090_1.wav,13.34,1
00009093.wav,00009093_0.wav,9.57,0
00009093.wav,00009093_1.wav,10.78,1
00009091.wav,00009091_0.wav,23.14,0
00009094.wav,00009094_0.wav,9.0,0
00009094.wav,00009094_1.wav,18.51,1
00009098.wav,00009098_0.wav,28.46,0
00009097.wav,00009097_0.wav,26.38,0
00009101.wav,00009101_0.wav,25.3,0
00009102.wav,00009102_0.wav,24.2,0
00009100.wav,00009100_0.wav,25.59,0
00009099.wav,00009099_0.wav,5.89,0
00009099.wav,00009099_1.wav,22.42,1
00009103.wav,00009103_0.wav,15.21,0
00009103.wav,00009103_1.wav,8.67,1
00009109.wav,00009109_0.wav,4.73,0
00009109.wav,00009109_1.wav,13.0,1
00009105.wav,00009105_0.wav,15.37,0
00009105.wav,00009105_1.wav,11.77,1
00009106.wav,00009106_0.wav,11.16,0
00009106.wav,00009106_1.wav,7.17,1
00009104.wav,00009104_0.wav,14.97,0
00009104.wav,00009104_1.wav,12.82,1
00009108.wav,00009108_0.wav,15.38,0
00009108.wav,00009108_1.wav,10.61,1
00009107.wav,00009107_0.wav,28.48,0
00009110.wav,00009110_0.wav,7.83,0
00009110.wav,00009110_1.wav,8.41,1
00009111.wav,00009111_0.wav,17.22,0
00009111.wav,00009111_1.wav,10.15,1
00009113.wav,00009113_0.wav,27.04,0
00009114.wav,00009114_0.wav,15.97,0
00009114.wav,00009114_1.wav,12.47,1
00009118.wav,00009118_0.wav,14.53,0
00009118.wav,00009118_1.wav,8.44,1
00009116.wav,00009116_0.wav,9.53,0
00009116.wav,00009116_1.wav,11.01,1
00009116.wav,00009116_2.wav,7.78,2
00009117.wav,00009117_0.wav,7.02,0
00009117.wav,00009117_1.wav,13.5,1
00009115.wav,00009115_0.wav,15.74,0
00009115.wav,00009115_1.wav,12.68,1
00009119.wav,00009119_0.wav,23.5,0
00009120.wav,00009120_0.wav,12.09,0
00009120.wav,00009120_1.wav,8.48,1
00009124.wav,00009124_0.wav,6.25,0
00009124.wav,00009124_1.wav,14.37,1
00009121.wav,00009121_0.wav,11.45,0
00009121.wav,00009121_1.wav,9.23,1
00009121.wav,00009121_2.wav,7.39,2
00009127.wav,00009127_0.wav,10.08,0
00009127.wav,00009127_1.wav,15.29,1
00009123.wav,00009123_0.wav,25.86,0
00009122.wav,00009122_0.wav,8.4,0
00009122.wav,00009122_1.wav,18.29,1
00009128.wav,00009128_0.wav,28.39,0
00009129.wav,00009129_0.wav,18.5,0
00009129.wav,00009129_1.wav,8.8,1
00009131.wav,00009131_0.wav,14.4,0
00009131.wav,00009131_1.wav,8.59,1
00009133.wav,00009133_0.wav,13.0,0
00009133.wav,00009133_1.wav,7.91,1
00009132.wav,00009132_0.wav,28.38,0
00009137.wav,00009137_0.wav,11.84,0
00009137.wav,00009137_1.wav,7.42,1
00009130.wav,00009130_0.wav,10.77,0
00009130.wav,00009130_1.wav,15.73,1
00009135.wav,00009135_0.wav,13.32,0
00009135.wav,00009135_1.wav,11.93,1
00009134.wav,00009134_0.wav,17.89,0
00009134.wav,00009134_1.wav,7.69,1
00009141.wav,00009141_0.wav,18.47,0
00009139.wav,00009139_0.wav,21.03,0
00009139.wav,00009139_1.wav,6.73,1
00009144.wav,00009144_0.wav,8.28,0
00009144.wav,00009144_1.wav,9.0,1
00009142.wav,00009142_0.wav,13.15,0
00009142.wav,00009142_1.wav,15.27,1
00009143.wav,00009143_0.wav,16.48,0
00009143.wav,00009143_1.wav,9.08,1
00009146.wav,00009146_0.wav,14.56,0
00009146.wav,00009146_1.wav,13.58,1
00009147.wav,00009147_0.wav,14.28,0
00009147.wav,00009147_1.wav,10.56,1
00009145.wav,00009145_0.wav,27.81,0
00009149.wav,00009149_0.wav,28.48,0
00009151.wav,00009151_0.wav,22.03,0
00009151.wav,00009151_1.wav,4.68,1
00009148.wav,00009148_0.wav,9.0,0
00009148.wav,00009148_1.wav,11.63,1
00009148.wav,00009148_2.wav,6.01,2
00009152.wav,00009152_0.wav,13.74,0
00009155.wav,00009155_0.wav,14.56,0
00009155.wav,00009155_1.wav,9.37,1
00009154.wav,00009154_0.wav,26.48,0
00009158.wav,00009158_0.wav,7.33,0
00009158.wav,00009158_1.wav,10.98,1
00009156.wav,00009156_0.wav,12.7,0
00009156.wav,00009156_1.wav,11.72,1
00009157.wav,00009157_0.wav,11.74,0
00009157.wav,00009157_1.wav,8.46,1
00009153.wav,00009153_0.wav,16.91,0
00009153.wav,00009153_1.wav,10.12,1
00009160.wav,00009160_0.wav,14.56,0
00009159.wav,00009159_0.wav,10.91,0
00009159.wav,00009159_1.wav,4.53,1
00009159.wav,00009159_2.wav,11.64,2
00009164.wav,00009164_0.wav,6.87,0
00009164.wav,00009164_1.wav,9.93,1
00009163.wav,00009163_0.wav,9.92,0
00009163.wav,00009163_1.wav,9.53,1
00009162.wav,00009162_0.wav,25.49,0
00009166.wav,00009166_0.wav,16.48,0
00009161.wav,00009161_0.wav,12.0,0
00009161.wav,00009161_1.wav,13.47,1
00009165.wav,00009165_0.wav,10.72,0
00009165.wav,00009165_1.wav,9.12,1
00009165.wav,00009165_2.wav,8.2,2
00009170.wav,00009170_0.wav,16.11,0
00009170.wav,00009170_1.wav,4.14,1
00009168.wav,00009168_0.wav,4.51,0
00009168.wav,00009168_1.wav,22.76,1
00009167.wav,00009167_0.wav,10.7,0
00009167.wav,00009167_1.wav,5.16,1
00009167.wav,00009167_2.wav,11.06,2
00009171.wav,00009171_0.wav,12.88,0
00009171.wav,00009171_1.wav,13.13,1
00009176.wav,00009176_0.wav,18.27,0
00009174.wav,00009174_0.wav,21.9,0
00009172.wav,00009172_0.wav,28.43,0
00009173.wav,00009173_0.wav,22.43,0
00009177.wav,00009177_0.wav,11.37,0
00009177.wav,00009177_1.wav,8.55,1
00009179.wav,00009179_0.wav,9.59,0
00009179.wav,00009179_1.wav,12.6,1
00009178.wav,00009178_0.wav,11.37,0
00009178.wav,00009178_1.wav,14.94,1
00015909.wav,00015909_0.wav,12.22,0
00015909.wav,00015909_1.wav,11.03,1
00015908.wav,00015908_0.wav,19.42,0
00015908.wav,00015908_1.wav,5.95,1
00015910.wav,00015910_0.wav,11.27,0
00015910.wav,00015910_1.wav,15.9,1
00009180.wav,00009180_0.wav,8.44,0
00009180.wav,00009180_1.wav,19.28,1
00015911.wav,00015911_0.wav,11.56,0
00015911.wav,00015911_1.wav,14.1,1
00015912.wav,00015912_0.wav,14.33,0
00015912.wav,00015912_1.wav,10.56,1
00015914.wav,00015914_0.wav,13.38,0
00015914.wav,00015914_1.wav,12.43,1
00015917.wav,00015917_0.wav,14.26,0
00015917.wav,00015917_1.wav,5.26,1
00015913.wav,00015913_0.wav,12.12,0
00015913.wav,00015913_1.wav,14.37,1
00015916.wav,00015916_0.wav,12.77,0
00015916.wav,00015916_1.wav,13.34,1
00015915.wav,00015915_0.wav,18.51,0
00015915.wav,00015915_1.wav,8.99,1
00015919.wav,00015919_0.wav,13.2,0
00015919.wav,00015919_1.wav,11.46,1
00015918.wav,00015918_0.wav,14.57,0
00015918.wav,00015918_1.wav,8.56,1
00015920.wav,00015920_0.wav,20.54,0
00015920.wav,00015920_1.wav,5.02,1
00015923.wav,00015923_0.wav,12.15,0
00015923.wav,00015923_1.wav,7.77,1
00015921.wav,00015921_0.wav,10.05,0
00015921.wav,00015921_1.wav,13.09,1
00015924.wav,00015924_0.wav,10.26,0
00015924.wav,00015924_1.wav,5.87,1
00015924.wav,00015924_2.wav,10.77,2
00015925.wav,00015925_0.wav,9.54,0
00015925.wav,00015925_1.wav,13.44,1
00015922.wav,00015922_0.wav,8.84,0
00015922.wav,00015922_1.wav,6.89,1
00015922.wav,00015922_2.wav,9.93,2
00015926.wav,00015926_0.wav,9.75,0
00015926.wav,00015926_1.wav,8.8,1
00015926.wav,00015926_2.wav,6.71,2
00015927.wav,00015927_0.wav,12.49,0
00015927.wav,00015927_1.wav,10.85,1
00015930.wav,00015930_0.wav,13.26,0
00015930.wav,00015930_1.wav,4.37,1
00015928.wav,00015928_0.wav,12.16,0
00015928.wav,00015928_1.wav,10.66,1
00015929.wav,00015929_0.wav,9.03,0
00015929.wav,00015929_1.wav,10.7,1
00015931.wav,00015931_0.wav,12.27,0
00015931.wav,00015931_1.wav,8.19,1
00015933.wav,00015933_0.wav,12.79,0
00015933.wav,00015933_1.wav,11.16,1
00015932.wav,00015932_0.wav,14.03,0
00015932.wav,00015932_1.wav,12.09,1
00015934.wav,00015934_0.wav,13.2,0
00015934.wav,00015934_1.wav,12.53,1
00015935.wav,00015935_0.wav,13.68,0
00015935.wav,00015935_1.wav,10.96,1
00015936.wav,00015936_0.wav,14.8,0
00015936.wav,00015936_1.wav,7.74,1
00015937.wav,00015937_0.wav,14.36,0
00015937.wav,00015937_1.wav,10.76,1
00015938.wav,00015938_0.wav,11.95,0
00015938.wav,00015938_1.wav,13.32,1
00015941.wav,00015941_0.wav,14.49,0
00015941.wav,00015941_1.wav,6.19,1
00015939.wav,00015939_0.wav,13.41,0
00015939.wav,00015939_1.wav,11.31,1
00015942.wav,00015942_0.wav,14.67,0
00015942.wav,00015942_1.wav,9.21,1
00015940.wav,00015940_0.wav,10.9,0
00015940.wav,00015940_1.wav,12.45,1
00015943.wav,00015943_0.wav,6.77,0
00015943.wav,00015943_1.wav,20.99,1
00015944.wav,00015944_0.wav,13.9,0
00015944.wav,00015944_1.wav,10.43,1
00015947.wav,00015947_0.wav,13.25,0
00015947.wav,00015947_1.wav,9.12,1
00015949.wav,00015949_0.wav,11.77,0
00015949.wav,00015949_1.wav,10.56,1
00015945.wav,00015945_0.wav,13.17,0
00015945.wav,00015945_1.wav,12.47,1
00015946.wav,00015946_0.wav,6.72,0
00015946.wav,00015946_1.wav,10.1,1
00015946.wav,00015946_2.wav,8.73,2
00015951.wav,00015951_0.wav,14.44,0
00015951.wav,00015951_1.wav,8.96,1
00015948.wav,00015948_0.wav,11.87,0
00015948.wav,00015948_1.wav,14.89,1
00015952.wav,00015952_0.wav,12.97,0
00015952.wav,00015952_1.wav,14.38,1
00015950.wav,00015950_0.wav,13.94,0
00015950.wav,00015950_1.wav,12.22,1
00015953.wav,00015953_0.wav,13.41,0
00015953.wav,00015953_1.wav,10.65,1
00015954.wav,00015954_0.wav,14.04,0
00015954.wav,00015954_1.wav,8.82,1
00015955.wav,00015955_0.wav,10.64,0
00015955.wav,00015955_1.wav,14.9,1
00015957.wav,00015957_0.wav,12.45,0
00015957.wav,00015957_1.wav,14.08,1
00015956.wav,00015956_0.wav,13.98,0
00015956.wav,00015956_1.wav,12.22,1
00015958.wav,00015958_0.wav,7.55,0
00015958.wav,00015958_1.wav,16.33,1
00015960.wav,00015960_0.wav,11.9,0
00015960.wav,00015960_1.wav,11.45,1
00015961.wav,00015961_0.wav,13.0,0
00015961.wav,00015961_1.wav,6.8,1
00015963.wav,00015963_0.wav,14.48,0
00015963.wav,00015963_1.wav,7.77,1
00015959.wav,00015959_0.wav,12.47,0
00015959.wav,00015959_1.wav,14.78,1
00015965.wav,00015965_0.wav,8.72,0
00015965.wav,00015965_1.wav,11.29,1
00015964.wav,00015964_0.wav,7.25,0
00015964.wav,00015964_1.wav,17.55,1
00015968.wav,00015968_0.wav,13.55,0
00015968.wav,00015968_1.wav,9.38,1
00015969.wav,00015969_0.wav,14.13,0
00015969.wav,00015969_1.wav,6.3,1
00015966.wav,00015966_0.wav,14.17,0
00015966.wav,00015966_1.wav,9.01,1
00015967.wav,00015967_0.wav,21.29,0
00015967.wav,00015967_1.wav,4.72,1
00015972.wav,00015972_0.wav,10.15,0
00015970.wav,00015970_0.wav,14.14,0
00015970.wav,00015970_1.wav,11.97,1
00015971.wav,00015971_0.wav,13.74,0
00015971.wav,00015971_1.wav,10.44,1
00015973.wav,00015973_0.wav,11.35,0
00015973.wav,00015973_1.wav,14.97,1
00015975.wav,00015975_0.wav,13.54,0
00015975.wav,00015975_1.wav,6.81,1
00015977.wav,00015977_0.wav,11.66,0
00015977.wav,00015977_1.wav,12.04,1
00015974.wav,00015974_0.wav,13.9,0
00015974.wav,00015974_1.wav,11.39,1
00015980.wav,00015980_0.wav,9.88,0
00015980.wav,00015980_1.wav,12.9,1
00015978.wav,00015978_0.wav,14.78,0
00015978.wav,00015978_1.wav,9.59,1
00015976.wav,00015976_0.wav,14.25,0
00015976.wav,00015976_1.wav,11.01,1
00015979.wav,00015979_0.wav,18.15,0
00015979.wav,00015979_1.wav,10.08,1
00015982.wav,00015982_0.wav,14.52,0
00015982.wav,00015982_1.wav,8.55,1
00015981.wav,00015981_0.wav,13.0,0
00015981.wav,00015981_1.wav,11.09,1
00015984.wav,00015984_0.wav,14.04,0
00015984.wav,00015984_1.wav,6.57,1
00015987.wav,00015987_0.wav,12.6,0
00015987.wav,00015987_1.wav,10.92,1
00015985.wav,00015985_0.wav,11.33,0
00015985.wav,00015985_1.wav,15.15,1
00015983.wav,00015983_0.wav,13.33,0
00015983.wav,00015983_1.wav,13.12,1
00015986.wav,00015986_0.wav,12.03,0
00015986.wav,00015986_1.wav,11.24,1
00015988.wav,00015988_0.wav,12.4,0
00015988.wav,00015988_1.wav,13.96,1
00015989.wav,00015989_0.wav,12.9,0
00015989.wav,00015989_1.wav,8.59,1
00015991.wav,00015991_0.wav,11.47,0
00015991.wav,00015991_1.wav,8.47,1
00015992.wav,00015992_0.wav,8.77,0
00015992.wav,00015992_1.wav,16.33,1
00015996.wav,00015996_0.wav,10.24,0
00015996.wav,00015996_1.wav,10.78,1
00015993.wav,00015993_0.wav,11.88,0
00015993.wav,00015993_1.wav,14.41,1
00015990.wav,00015990_0.wav,6.65,0
00015990.wav,00015990_1.wav,14.75,1
00015990.wav,00015990_2.wav,5.54,2
00015995.wav,00015995_0.wav,7.96,0
00015995.wav,00015995_1.wav,14.09,1
00015995.wav,00015995_2.wav,5.04,2
00015997.wav,00015997_0.wav,14.82,0
00015997.wav,00015997_1.wav,10.85,1
00015998.wav,00015998_0.wav,7.23,0
00015998.wav,00015998_1.wav,16.3,1
