id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
2085,00016586.wav,"Siz boshlang, biz davom ettiramiz. Qaysi bir dardimni aytsam ekan deyaptida hozir. Dardim yo'q. Alhamdulillah dardim yo'q. Tashakkurnoma deydimi? Rahmat bildirmoqchiman.","Siz boshlang, biz davom ettiramiz. Qaysi bir dardimni aytsam ekan deyapti-da, hozir. Dardim yo'q. Alhamdulillah, dardim yo'q. Tashakkurnoma deydimi? Rahmat bildirmoqchiman.",siz boshlang biz davom ettiramiz qaysi bir dardimni aytsam ekan deyaptida hozir dardim yo'q alhamdulillah dardim yo'q tashakkurnoma deydimi rahmat bildirmoqchiman,siz boshlang biz davom ettiramiz qaysi bir dardimni aytsam ekan deyapti-da hozir dardim yo'q alhamdulillah dardim yo'q tashakkurnoma deydimi rahmat bildirmoqchiman,0.0476,0.9969,10.2026875,"Siz boshlang, biz davom ettiramiz. Qaysi bir dardimni aytsam ekan deyapti-da, hozir. Dardim yo'q. Alhamdulillah, dardim yo'q. Tashakkurnoma deydimi? Rahmat bildirmoqchiman."
133,00000918.wav,"Endi mana AI hozir o'zingiz aytib o'tdingiz, ko'p sohalarni, masalan, dasturchilik bo'lsin, boshqa nimalar bo'lsin, AI bilan hal qilsa bo'ladi. Bundan qariyb bir uch-to'rt yil oldin O'zbekistonni o'sha","Endi mana AI hozir o'zingiz aytdingiz, ko'p sohalarni, masalan, dasturchilik bo'lsin, boshqa nimalar bo'lsin, AI bilan hal qilsa bo'ladi. Bundan qariyb bir uch-to'rt yil oldin, O'zbekistonni o'sha",endi mana ai hozir o'zingiz aytib o'tdingiz ko'p sohalarni masalan dasturchilik bo'lsin boshqa nimalar bo'lsin ai bilan hal qilsa bo'ladi bundan qariyb bir uch-to'rt yil oldin o'zbekistonni o'sha,endi mana ai hozir o'zingiz aytdingiz ko'p sohalarni masalan dasturchilik bo'lsin boshqa nimalar bo'lsin ai bilan hal qilsa bo'ladi bundan qariyb bir uch-to'rt yil oldin o'zbekistonni o'sha,0.0714,0.9844,16.193375,"Endi mana AI hozir o'zingiz aytib o'tdingiz, ko'p sohalarni, masalan, dasturchilik bo'lsin, boshqa nimalar bo'lsin, AI bilan hal qilsa bo'ladi. Hm. Bundan qariyb bir uch-to'rt yil oldin O'zbekistonni o'sha"
777,00005951.wav,chiqindini tashlaganda qiziqtirish uchun. Bu narsa sekin-sekin o'zini mevasini beradi va bu o'rganishga olib keladi chiqindini tashlash.,"chiqindi tashlaganda qiziqtirish uchun. Bu narsa sekin-sekin oʻzini mevasini beradi va bu oʻrganishga olib keladi, chiqindi tashlash.",chiqindini tashlaganda qiziqtirish uchun bu narsa sekin-sekin o'zini mevasini beradi va bu o'rganishga olib keladi chiqindini tashlash,chiqindi tashlaganda qiziqtirish uchun bu narsa sekin-sekin o'zini mevasini beradi va bu o'rganishga olib keladi chiqindi tashlash,0.1176,0.9848,10.629375,chiqindi tashlaganda qiziqtirish uchun. Bu narsa sekin-sekin o'zini mevasini beradi va bu o'rganishga olib keladi chiqindini tashlash.
1232,00009804.wav,"Yaxshi yashash uchun oliy ma'lumot bo'lishi kerak, ammo rizq Allohdan.",Yaxshi yashash uchun oliy ma'lumotli bo'lishi kerak. Ammo rizq Allohdan.,yaxshi yashash uchun oliy ma'lumot bo'lishi kerak ammo rizq allohdan,yaxshi yashash uchun oliy ma'lumotli bo'lishi kerak ammo rizq allohdan,0.1,0.9855,11.954875,"Yaxshi yashash uchun oliy ma'lumot bo'lishi kerak, ammo rizq Allohdan."
2441,00019197.wav,"O'sha filmda qoldirib kelgandim. Hayajonim hozir ham bor. Keyingi loyihada ham hayajonim bo'ladi. Qo'rquv va hayajon bo'lmasa, ishimizdan ma'no qolmaydi. Bu bizning tirikligimizning ifodasi. Bu safar bir diyorg'a, bir millatga asar taqdim etyapmiz.","oʻsha filmda qoldirib kelgandim. Hayajonim hozir ham bor. Keyingi loyihada ham hayajonim boʻladi. Qoʻrquv va hayajon boʻlmasa, ishimizdan maʼno qolmaydi. Bu bizning tirikligimizning ifodasi. Bu safar bir diyorga, bir millatga asar taqdim etyapmiz.",o'sha filmda qoldirib kelgandim hayajonim hozir ham bor keyingi loyihada ham hayajonim bo'ladi qo'rquv va hayajon bo'lmasa ishimizdan ma'no qolmaydi bu bizning tirikligimizning ifodasi bu safar bir diyorg'a bir millatga asar taqdim etyapmiz,o'sha filmda qoldirib kelgandim hayajonim hozir ham bor keyingi loyihada ham hayajonim bo'ladi qo'rquv va hayajon bo'lmasa ishimizdan ma'no qolmaydi bu bizning tirikligimizning ifodasi bu safar bir diyorga bir millatga asar taqdim etyapmiz,0.0303,0.9979,19.1626875,"O'sha filmda qoldirib kelgandim. Hayajonim hozir ham bor. Keyingi loyihada ham hayajonim bo'ladi. Qo'rquv va hayajon bo'lmasa, ishimizdan ma'no qolmaydi. Bu bizning tirikligimizning ifodasi. Bu safar bir diyorga, bir millatga asar taqdim etyapmiz."
1005,00008103.wav,"E'tirozlar yo'qdir-a? Marhamat, sizlar qo'shni zalga chiqib turinglar, hozir men fuqarolik pasportlaringizni ham olib beraman. Xo'p, Yo'ldasheva Guljahon Toyirova. Qachon, qayerda tug'ilgansiz?","Eʼtirozlar yoʻqdir, a? Marhamat, sizlar qoʻshni zalga chiqib turinglar, hozir men fuqarolik pasportlaringizni ham olib beraman. Xoʻp, Yoʻldosheva Guljahon Toyirovna. Qachon qayerda tugʻilgansiz?",e'tirozlar yo'qdir-a marhamat sizlar qo'shni zalga chiqib turinglar hozir men fuqarolik pasportlaringizni ham olib beraman xo'p yo'ldasheva guljahon toyirova qachon qayerda tug'ilgansiz,e'tirozlar yo'qdir a marhamat sizlar qo'shni zalga chiqib turinglar hozir men fuqarolik pasportlaringizni ham olib beraman xo'p yo'ldosheva guljahon toyirovna qachon qayerda tug'ilgansiz,0.1818,0.9865,16.8480625,"E'tirozlar yo'qdir-a? Marhamat, sizlar qo'shni zalga chiqib turinglar, hozir men fuqarolik pasportlaringizni ham olib beraman. Xo'p, Yo'ldasheva Guljahon Toyirovna. Qachon, qayerda tug'ilgansiz?"
375,00002695.wav,"Ha, haqqim bormi? Ha, huquqlarimdan foydalanishga? Mayli, foydalanishga bor, lekin o'ylab ko'raman, keyin borsam boraman, bo'lmasam yo'q, mana bunaqa gaplar kerak emas deylik. Mayli, qarang, siz hamma narsani qonuniy qiling, muammo yo'q, boramiz. Bo'ldi, hamma narsani qonuniy qilaman, o'sha qonunga amal qilsangiz bo'ldi. Bo'pti.","Haqqim bormi? Huquqlarimdan foydalanishga? Ha, foydalanishga bor, lekin oʻylab koʻraman, keyin borsam boraman, bormasam yoʻq, mana bunaqa gaplar keremas-da endi. Mayli, qarang, siz hamma narsani qonuniy qiling, muammo yoʻq, boramiz. Boʻldi, hamma narsani qonuniy qilaman. Oʻsha qonunga amal qilsangiz boʻldi. Boʻpti.",ha haqqim bormi ha huquqlarimdan foydalanishga mayli foydalanishga bor lekin o'ylab ko'raman keyin borsam boraman bo'lmasam yo'q mana bunaqa gaplar kerak emas deylik mayli qarang siz hamma narsani qonuniy qiling muammo yo'q boramiz bo'ldi hamma narsani qonuniy qilaman o'sha qonunga amal qilsangiz bo'ldi bo'pti,haqqim bormi huquqlarimdan foydalanishga ha foydalanishga bor lekin o'ylab ko'raman keyin borsam boraman bormasam yo'q mana bunaqa gaplar keremas-da endi mayli qarang siz hamma narsani qonuniy qiling muammo yo'q boramiz bo'ldi hamma narsani qonuniy qilaman o'sha qonunga amal qilsangiz bo'ldi bo'pti,0.1591,0.8984,18.565375,"Haqqim bormi? Haq-huquqlarimdan foydalanishga? Ha, foydalanishga bor. Lekin o'ylab ko'raman keyin borsam boraman, bo'lmasam yo'q, mana bunaqa gaplar kerak emasda endi. Mayli, qarang, siz hamma narsani qonuniy qiling, muammo yo'q, boramiz. Bo'ldi, hamma narsani qonuniy qilaman, o'sha qonunga amal qilsangiz bo'ldi. Bo'pti."
252,00001785.wav,yoki moddiy ko'mak tuzib 154 milliardni tashkil qilinishi yoki bo'lmasam 220 000 so'mlik bir martalik moddiy ko'mak ajratilishi natijasida 260 milliarddan ko'proq mablag'ni ahvolini ehtiyojmand qatlamiga yo'naltirilishi yoki bo'lmasam o'sha 16 yoshga qadar,moddiy ko'mak 154 milliardni tashkil qilinishi yoki bo'lmasam 220 ming so'mlik bir martalik moddiy ko'mak ajratilishi natijasida 260 milliarddan ko'proq mablag'ni aholining ehtiyojmand qatlamiga yo'naltirilishi yoki bo'lmasam o'sha 16 yoshgacha qadar,yoki moddiy ko'mak tuzib bir yuz ellik to'rt milliardni tashkil qilinishi yoki bo'lmasam ikki yuz yigirma ming so'mlik bir martalik moddiy ko'mak ajratilishi natijasida ikki yuz oltmish milliarddan ko'proq mablag'ni ahvolini ehtiyojmand qatlamiga yo'naltirilishi yoki bo'lmasam o'sha o'n olti yoshga qadar,moddiy ko'mak bir yuz ellik to'rt milliardni tashkil qilinishi yoki bo'lmasam ikki yuz yigirma ming so'mlik bir martalik moddiy ko'mak ajratilishi natijasida ikki yuz oltmish milliarddan ko'proq mablag'ni aholining ehtiyojmand qatlamiga yo'naltirilishi yoki bo'lmasam o'sha o'n olti yoshgacha qadar,0.0976,0.0597,19.141375,yoki moddiy ko'makni o'zi 154 milliardni tashkil qilinishi yoki bo'lmasam 220 000 so'mlik bir martalik moddiy ko'mak ajratilishi natijasida 260 milliarddan ko'proq mablag'ni ahvolini ehtiyojmand qatlamiga yo'naltirilishi yoki bo'lmasam o'sha 16 yoshga qadar
613,00004667.wav,"shug'ullan siz shug'ullan siz umuman kuningizni qanday rejalashtirgansiz shu bo'yicha ham gaplashaylikda. Men bir kunda ingliz tiliga bir 4 soat vaqt ajratardim. Chunki ko'pchilik aytadiki, 5 soat, 6 soat, 8 soat ingliz tili bilan shug'ullanish kerak. Yo'q bu noto'g'ri, chunki","shugʻullanasiz, shugʻullanasiz. Umuman kuningizni qanday rejalashtirgansiz? Shu boʻyicha ham gaplashaylik-da. Men men bir kunda ingliz tiliga bir toʻrt soat vaqt ajratardim. Chunki koʻpchiliklar aytadiki, besh soat, olti soat, sakkiz soat ingliz tili bilan shugʻullanish kerak. Yoʻq, bu notoʻgʻri, chunki",shug'ullan siz shug'ullan siz umuman kuningizni qanday rejalashtirgansiz shu bo'yicha ham gaplashaylikda men bir kunda ingliz tiliga bir to'rt soat vaqt ajratardim chunki ko'pchilik aytadiki besh soat olti soat sakkiz soat ingliz tili bilan shug'ullanish kerak yo'q bu noto'g'ri chunki,shug'ullanasiz shug'ullanasiz umuman kuningizni qanday rejalashtirgansiz shu bo'yicha ham gaplashaylik-da men men bir kunda ingliz tiliga bir to'rt soat vaqt ajratardim chunki ko'pchiliklar aytadiki besh soat olti soat sakkiz soat ingliz tili bilan shug'ullanish kerak yo'q bu noto'g'ri chunki,0.175,0.9239,17.17,"shug'ullanasiz umuman kuningizni qanday rejalashtirgansiz shu bo'yicha ham gaplashaylik-da. Men bir kunda ingliz tiliga bir 4 soat vaqt ajratardim. Chunki ko'pchilik aytadiki, 5 soat, 6 soat, 8 soat ingliz tili bilan shug'ullanish kerak. Yo'q bu noto'g'ri, chunki"
1628,00012593.wav,"dam olish maskanlari bo'lishi mumkin yoki bo'lmasa qaysidir binolar, bino inshootlari bo'lishi mumkin, ularni hech qanday hujjat siz ijaraga berayotgan holatlari ham bor.","dam olish maskanlari boʻlishi mumkin, yoki boʻlmasa qaysidir binolar, bino inshootlar boʻlishi mumkin. Ularni hech qanday hujjatsiz ijaraga berayotgan holatlari ham bor.",dam olish maskanlari bo'lishi mumkin yoki bo'lmasa qaysidir binolar bino inshootlari bo'lishi mumkin ularni hech qanday hujjat siz ijaraga berayotgan holatlari ham bor,dam olish maskanlari bo'lishi mumkin yoki bo'lmasa qaysidir binolar bino inshootlar bo'lishi mumkin ularni hech qanday hujjatsiz ijaraga berayotgan holatlari ham bor,0.1304,0.994,11.4506875,"dam olish maskanlari bo'lishi mumkin yoki bo'lmasa qaysidir binolar, bino inshootlari bo'lishi mumkin, ularni hech qanday hujjat siz ijaraga berayotgan holatlari ham bor."
889,00007238.wav,ochiq tender orqali qilinishi shart deb qonunda belgilab qo'yilgan. Kanadada shunga rioya qilinadi.,ochiqq tender orqali qilinishi shart deb qonunda belgilab qoʻyilgan. Kanadada shunga rioya qilinadi.,ochiq tender orqali qilinishi shart deb qonunda belgilab qo'yilgan kanadada shunga rioya qilinadi,ochiqq tender orqali qilinishi shart deb qonunda belgilab qo'yilgan kanadada shunga rioya qilinadi,0.0769,0.9949,8.912,ochiq tender orqali qilinishi shart deb qonunda belgilab qo'yilgan. Kanadada shunga rioya qilinadi.
2384,00018749.wav,"ishlaganimda bitta kollej qurilishini bir dalani bir chekkasida o'rtada qurilgan kollej, na obshitsasi bor, na boshqasi yo'q. Bitta tumanni bir chekkada qurilgan kollejga 3 million dollar taxminan pul ketgan. Butun viloyatni xalq ta'limi boshqarmasiga ham 3 million dollar pul ketgan.","ishlaganimda bitta kollej qurilishini bir dalani bir chekkasida o'rtada qurilgan kollej. Na obshtiyasi bor, na boshqasi yo'q. Bitta tumanni bir chekkada qurilgan kollejga 3 million dollar taxminan pul ketgan. Butun viloyatni xalq ta'limi boshqarmasiga ham 3 million dollar pul ketgan.",ishlaganimda bitta kollej qurilishini bir dalani bir chekkasida o'rtada qurilgan kollej na obshitsasi bor na boshqasi yo'q bitta tumanni bir chekkada qurilgan kollejga uch million dollar taxminan pul ketgan butun viloyatni xalq ta'limi boshqarmasiga ham uch million dollar pul ketgan,ishlaganimda bitta kollej qurilishini bir dalani bir chekkasida o'rtada qurilgan kollej na obshtiyasi bor na boshqasi yo'q bitta tumanni bir chekkada qurilgan kollejga uch million dollar taxminan pul ketgan butun viloyatni xalq ta'limi boshqarmasiga ham uch million dollar pul ketgan,0.025,0.9187,19.3866875,"ishlaganimda bitta kollej qurilishini bir dalani bir chekkasida o'rtada qurilgan kollej, na obshejitiyasi bor, na boshqasi yo'q. Bitta tumanni bir chekkada qurilgan kollejga 3 million dollar taxminan pul ketgan. Butun viloyatni xalq ta'limi boshqarmasiga ham 3 million dollar pul ketgan."
1733,00013650.wav,"Tepa holding. Menimcha Bobo and Val juda ham jarangdor va yoqimli eshitiladi. Farhod aka, siz 14 yil sheflik qilgansiz, shunaqami?","tipo holding. Menimcha Bobo and Wild juda ham jarangdor va yoqimli eshitiladi. Farhod aka, siz 14 yil sheflik qilgansiz. Shunaqami?",tepa holding menimcha bobo and val juda ham jarangdor va yoqimli eshitiladi farhod aka siz o'n to'rt yil sheflik qilgansiz shunaqami,tipo holding menimcha bobo and wild juda ham jarangdor va yoqimli eshitiladi farhod aka siz o'n to'rt yil sheflik qilgansiz shunaqami,0.0952,0.966,12.3146875,"tipo holding. Menimcha Bobo and Wild juda ham jarangdor va yoqimli eshitiladi. Farhod aka, siz 14 yil sheflik qilgansiz. Shunaqami?"
1895,00015161.wav,Sharqiy Quddusdagi Al-Aqso masjidi va Shayx Jarroh mahallasidan askarlarni olib chiqib ketish uchun mahalliy vaqt bilan soat 18:00 gacha muddat qo'ydi.,Sharqiy Quddusdagi Al-Aqso masjidi va Shayx Jarroh mahallasidan askarlarni olib chiqib ketish uchun mahalliy vaqt bilan soat 18 gacha muddat qoʻydi.,sharqiy quddusdagi al-aqso masjidi va shayx jarroh mahallasidan askarlarni olib chiqib ketish uchun mahalliy vaqt bilan soat o'n sakkiznol gacha muddat qo'ydi,sharqiy quddusdagi al-aqso masjidi va shayx jarroh mahallasidan askarlarni olib chiqib ketish uchun mahalliy vaqt bilan soat o'n sakkiz gacha muddat qo'ydi,0.0455,0.9904,11.0666875,Sharqiy Quddusdagi Al-Aqso masjidi va Shayx Jarroh mahallasidan askarlarni olib chiqib ketish uchun mahalliy vaqt bilan soat o'n sakkizgacha muddat qoʻydi.
1769,00014084.wav,"Hozirgi karantin davrida mana o'zi qiyin ahvolda-da, davlat byudjeti ancha o'zini yo'qotdi. Endi","hozirgi karantin davrida mana oʻzi qiyin ahvoldada, davlat byudjeti ancha oʻzini yoʻqotdi. Endi,",hozirgi karantin davrida mana o'zi qiyin ahvolda-da davlat byudjeti ancha o'zini yo'qotdi endi,hozirgi karantin davrida mana o'zi qiyin ahvoldada davlat byudjeti ancha o'zini yo'qotdi endi,0.0769,0.9947,8.41,"Hozirgi karantin davrida mana o'zi qiyin ahvolda-da, davlat byudjeti ancha o'zini yo'qotdi. Endi"
1599,00012386.wav,"Kelganingizga ikki yil bo'ldi va mana shu ikki yil ichida o'zingizda qanaqa pozitivni o'zgarishlar sezdiz? Ko'p narsani o'rgandim Londonda, ko'p saboqlar oldim, ko'p narsani o'rgandim, har xil holatlar ham bo'ldi.","kelganingizga ikki yil bo'ldi. Da. Va mana shu ikki yil ichida o'zingizda qanaqa pozitivniy o'zgarishlar sezdingiz? Ko'p narsani o'rgandim Londonda. Masalan. Ko'p saboqlar oldim, ko'p narsani o'rgandim. Har xil holatlar ham bo'ldi.",kelganingizga ikki yil bo'ldi va mana shu ikki yil ichida o'zingizda qanaqa pozitivni o'zgarishlar sezdiz ko'p narsani o'rgandim londonda ko'p saboqlar oldim ko'p narsani o'rgandim har xil holatlar ham bo'ldi,kelganingizga ikki yil bo'ldi da va mana shu ikki yil ichida o'zingizda qanaqa pozitivniy o'zgarishlar sezdingiz ko'p narsani o'rgandim londonda masalan ko'p saboqlar oldim ko'p narsani o'rgandim har xil holatlar ham bo'ldi,0.1333,0.8121,15.1626875,"Kelganingizga ikki yil bo'ldi. Ha. Va mana shu ikki yil ichida o'zingizda qanaqa pozitivni o'zgarishlar sezdiz? Ko'p narsani o'rgandim Londonda. Maslan? ko'p saboqlar oldim, ko'p narsani o'rgandim, har xil holatlar ham bo'ldi."
1819,00014600.wav,"Bir bilasizmi 40 minut 50 minut o'tganidan keyin menga begona nomer telefon qildi. Bir soat ham o'tib qolgan edi-ku. Olsam, nachalnik militsiya telefon qilyapti.","bir, bilasizmi, 40 minut, 50 minut o'tgandan keyin menga begona nomer telefon qildi. Bir soat ham o'tib qoluvdi-yu. Olsam, nachalnik militsiya telefon qilyapti.",bir bilasizmi qirq minut ellik minut o'tganidan keyin menga begona nomer telefon qildi bir soat ham o'tib qolgan edi-ku olsam nachalnik militsiya telefon qilyapti,bir bilasizmi qirq minut ellik minut o'tgandan keyin menga begona nomer telefon qildi bir soat ham o'tib qoluvdi-yu olsam nachalnik militsiya telefon qilyapti,0.125,0.9688,13.7226875,"Bir bilasizmi 40 minut 50 minut o'tganidan keyin menga begona nomer telefon qildi. Bir soat ham o'tib qolgan edi-ku. Olsam, nachalnik militsiya telefon qilyapti."
685,00005259.wav,o'ylashadigan muhim fanlarda ijara to'lovining bir qismi ijara shartnomasiz ham to'lab beriladigan tartib joriy etiladi. Bu ham juda katta imtiyoz talabalarimizga. Keyin,kerak o'ylashadigan muhim pallada ijara to'lovining bir qismi ijara shartnomasiz ham to'lab beriladigan tartib joriy qilindi. Bu ham juda katta imtiyoz talabalarimizga. Keyin,o'ylashadigan muhim fanlarda ijara to'lovining bir qismi ijara shartnomasiz ham to'lab beriladigan tartib joriy etiladi bu ham juda katta imtiyoz talabalarimizga keyin,kerak o'ylashadigan muhim pallada ijara to'lovining bir qismi ijara shartnomasiz ham to'lab beriladigan tartib joriy qilindi bu ham juda katta imtiyoz talabalarimizga keyin,0.1364,0.9499,15.6,
2515,00019826.wav,"Biz shu biznes boshlagan paytimizda hozir solishtir, hozir ancha imkoniyatlar ko'pda. Misol, nalog tomondan, boshqa tomondan juda imkoniyatlar va sekin bo'lsa ham tizimlashtirish, o'sha davlat organlari ham tizimlashga qarab sekin-sekin ketyapti, misol uchun.","bizlar shu biznesni boshlagan paytimizni hozir solishtirsak, hozir ancha imkoniyatlar koʻp-da. Misol nalog tomonidan, boshqa tomondan juda imkoniyatlar va sekin boʻlsa ham tizimlashtirish oʻsha davlat organlari ham tizimlashga qarab sekin-sekin ketyapti, misol uchun.",biz shu biznes boshlagan paytimizda hozir solishtir hozir ancha imkoniyatlar ko'pda misol nalog tomondan boshqa tomondan juda imkoniyatlar va sekin bo'lsa ham tizimlashtirish o'sha davlat organlari ham tizimlashga qarab sekin-sekin ketyapti misol uchun,bizlar shu biznesni boshlagan paytimizni hozir solishtirsak hozir ancha imkoniyatlar ko'p-da misol nalog tomonidan boshqa tomondan juda imkoniyatlar va sekin bo'lsa ham tizimlashtirish o'sha davlat organlari ham tizimlashga qarab sekin-sekin ketyapti misol uchun,0.1818,0.7899,15.685375,"bizlar shu biznes boshlagan paytimizda hozir solishtirsak, hozir ancha imkoniyatlar koʻp-da. Misol nalog tomondan, boshqa tomondan juda imkoniyatlar va sekin boʻlsa ham tizimlashtirish oʻsha davlat organlari ham tizimlashga qarab sekin-sekin ketyapti, misol uchun."
877,00007129.wav,"kerak bo'lgan elektr stansiyalari hissasiga to'g'ri keladi. Ishlab chiqarish yo'lga qo'yildi ham deylik, asosiy va muhim masalalardan yana biri tayyor elektr energiyasini iste'molchiga yetkazish.",rilishi kerak boʻlgan elektr stansiyalari hissasiga toʻgʻri keladi. Ishlab chiqarish yoʻlga qoʻyildi ham deylik. Asosiy va muhim masalalardan yana biri tayyor elektr energiyasini isteʼmolchiga yetkazish.,kerak bo'lgan elektr stansiyalari hissasiga to'g'ri keladi ishlab chiqarish yo'lga qo'yildi ham deylik asosiy va muhim masalalardan yana biri tayyor elektr energiyasini iste'molchiga yetkazish,rilishi kerak bo'lgan elektr stansiyalari hissasiga to'g'ri keladi ishlab chiqarish yo'lga qo'yildi ham deylik asosiy va muhim masalalardan yana biri tayyor elektr energiyasini iste'molchiga yetkazish,0.0417,0.9796,14.9386875,"qurilishi kerak bo'lgan elektr stansiyalari hissasiga to'g'ri keladi. Ishlab chiqarish yo'lga qo'yildi ham deylik, asosiy va muhim masalalardan yana biri tayyor elektr energiyasini iste'molchiga yetkazish."
15,00000098.wav,"Zerikarli, oddiy, eski Sovet davridan qolib ketgan qanaqadir eski binolar quramizda. Endi-endi mana bu katta osmono'par binolar paydo bo'lgandir-ku, lekin bular hammasi kelib, xitoyliklar, turklar kelib kuryapti bizlarda. O'zimiz qurayotganimiz yo'qda.","zerikarli oddiy eski sovet davridagi qolib ketgan qanaqadir eski binolar qurammiz-da. Endi-endi mana bu katta osmonoʻpar binolar paydo boʻlgandir-ku, lekin bular hammasi kelib xitoyliklar, turklar kelib quryapti bizda-da, oʻzimiz qurayotganimiz yoʻq-da.",zerikarli oddiy eski sovet davridan qolib ketgan qanaqadir eski binolar quramizda endi-endi mana bu katta osmono'par binolar paydo bo'lgandir-ku lekin bular hammasi kelib xitoyliklar turklar kelib kuryapti bizlarda o'zimiz qurayotganimiz yo'qda,zerikarli oddiy eski sovet davridagi qolib ketgan qanaqadir eski binolar qurammiz-da endi-endi mana bu katta osmono'par binolar paydo bo'lgandir-ku lekin bular hammasi kelib xitoyliklar turklar kelib quryapti bizda-da o'zimiz qurayotganimiz yo'q-da,0.1613,0.6626,13.765375,"Zerikarli, oddiy, eski Sovet davridan qolib ketgan qanaqadir eski binolar quramiz-da. Endi-endi mana bu katta osmono'par binolar paydo bo'lgandir-ku, lekin bular hammasi kelib, xitoyliklar, turklar kelib quryapti bizlarda. O'zimiz qurayotganimiz yo'qda."
2215,00017522.wav,oborotniy sredstvamiz buni kamayib ketishiga sabab bo'ladi va ishlab chiqarish hajmini hajmini ta'sir qiladi va bozorni bozor yog' moy anaqa bilan ta'minlashga katta ta'sir o'tkazadi.,oborotniy sredstvamiz buni kamayib ketishiga sabab bo'ladi va ishlab chiqarish hajmiga hajmini hajmiga ta'sir qiladi va bozorni bozorni yog' moy anaqasi bilan ta'minlashga katta ta'sir o'tkazadi.,oborotniy sredstvamiz buni kamayib ketishiga sabab bo'ladi va ishlab chiqarish hajmini hajmini ta'sir qiladi va bozorni bozor yog' moy anaqa bilan ta'minlashga katta ta'sir o'tkazadi,oborotniy sredstvamiz buni kamayib ketishiga sabab bo'ladi va ishlab chiqarish hajmiga hajmini hajmiga ta'sir qiladi va bozorni bozorni yog' moy anaqasi bilan ta'minlashga katta ta'sir o'tkazadi,0.16,0.9574,18.544,oborotniy sredstvamiz buni kamayib ketishiga sabab bo'ladi va ishlab chiqarish hajmiga hajmiga ta'sir qiladi va bozorni yog' moy anaqasini ta'minlashga katta ta'sir o'tkazadi.
385,00002784.wav,"U boshqa odam mendan o'rgandi. U o'rgandi, yana kimdir o'rgandi, yana kimdir u zanjir bo'lib ketyapti, menga kelib turaveradi buni savobi. Buni ham savobi kelib turadi, ham foydasi kelib turadi. Misol uchun siz aytaylik,","u boshqa odam mandan o'rgandi. U o'rgandi, yana kimdir o'rgandi, yana kimdir u tsepochka bo'lib ketyapti, manga kelib turaveradi buni savobi. Buni ham savobi kelib turadi, ham foydasi kelib turadi. Misol uchun siz aytaylik,",u boshqa odam mendan o'rgandi u o'rgandi yana kimdir o'rgandi yana kimdir u zanjir bo'lib ketyapti menga kelib turaveradi buni savobi buni ham savobi kelib turadi ham foydasi kelib turadi misol uchun siz aytaylik,u boshqa odam mandan o'rgandi u o'rgandi yana kimdir o'rgandi yana kimdir u tsepochka bo'lib ketyapti manga kelib turaveradi buni savobi buni ham savobi kelib turadi ham foydasi kelib turadi misol uchun siz aytaylik,0.0882,0.0749,13.1786875,"U boshqa odam mendan o'rgandi. U o'rgandi, yana kimdir o'rgandi, yana kimdir u zanjir bo'lib ketyapti, menga kelib turaveradi buni savobi. Buni ham savobi kelib turadi, ham foydasi kelib turadi. Misol uchun siz aytaylik,"
1908,00015213.wav,"U faqat shu budjet tashkiloti, kam ta'minlangan oilalar, shu shunga muhtoj oilalarga bu 10 tadan bir yilni ichida, 10 yil 21-yil, falon-piston gap ketmaydi. 2018-yil oxirigacha bo'ladi. Mana, Toshkentda biz bu yil 102 ta topshiryapmiz.","U faqat shu byudjet tashkiloti, kam taʼminlangan oilalar, shu shunga muhtoj oilalarga oʻn tadan, bir yilni ichida. 10 yil, 21-yil, palon piston gap ketmaydi. 2018 oxirigacha boʻladi. Mana Toshkentda biz bu yil 102 ta topshiryapmiz.",u faqat shu budjet tashkiloti kam ta'minlangan oilalar shu shunga muhtoj oilalarga bu o'n tadan bir yilni ichida o'n yil yigirma birinchi yil falon-piston gap ketmaydi ikki ming o'n sakkizinchi yil oxirigacha bo'ladi mana toshkentda biz bu yil bir yuz ikkita topshiryapmiz,u faqat shu byudjet tashkiloti kam ta'minlangan oilalar shu shunga muhtoj oilalarga o'n tadan bir yilni ichida o'n yil yigirma birinchi yil palon piston gap ketmaydi ikki ming o'n sakkiz oxirigacha bo'ladi mana toshkentda biz bu yil bir yuz ikkita topshiryapmiz,0.1429,0.9231,19.205375,"U faqat shu budjet tashkiloti, kam ta'minlangan oilalar, shu shunga muhtoj oilalarga bu 10 tadan bir yilni ichida, 10 yil 21-yil, falon-piston gap ketmaydi. 2018-yil oxirigacha bo'ladi. Mana, Toshkentda biz bu yil 102 ta topshiryapmiz."
