id,original_path,augmented_path,original_duration,augmented_duration,speed_applied,speed_rate_applied,pitch_applied,noise_applied,time_mask_applied,augmentation_type
1579,449459.wav,449459_augmented_pch_msk.wav,5.904,5.904,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1580,449502.wav,449502_augmented_spd_nse.wav,6.048,6.2313,True,0.9706,False,True,False,AugmentationType.SPEED|NOISE
1581,449502.wav,449502_augmented_pch_msk.wav,6.048,6.048,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1582,448740.wav,448740_augmented_spd_nse.wav,5.796,5.8587,True,0.9893,False,False,False,AugmentationType.SPEED|NOISE
1583,448740.wav,448740_augmented_pch_msk.wav,5.796,5.796,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1584,448782.wav,448782_augmented_spd_nse.wav,6.228,5.723,True,1.0882,False,False,False,AugmentationType.SPEED|NOISE
1585,448782.wav,448782_augmented_pch_msk.wav,6.228,6.228,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1586,448632.wav,448632_augmented_spd_nse.wav,5.148,5.6853,True,0.9055,False,True,False,AugmentationType.SPEED|NOISE
1587,448632.wav,448632_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1588,449033.wav,449033_augmented_spd_nse.wav,6.12,6.1705,True,0.9918,False,True,False,AugmentationType.SPEED|NOISE
1589,449033.wav,449033_augmented_pch_msk.wav,6.12,6.12,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1590,449107.wav,449107_augmented_spd_nse.wav,5.904,6.4115,True,0.9208,False,True,False,AugmentationType.SPEED|NOISE
1591,449107.wav,449107_augmented_pch_msk.wav,5.904,5.904,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1592,448877.wav,448877_augmented_spd_nse.wav,6.222,6.3724,True,0.9764,False,False,False,AugmentationType.SPEED|NOISE
1593,448877.wav,448877_augmented_pch_msk.wav,6.222,6.222,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1594,448994.wav,448994_augmented_spd_nse.wav,5.688,6.2432,True,0.9111,False,True,False,AugmentationType.SPEED|NOISE
1595,448994.wav,448994_augmented_pch_msk.wav,5.688,5.688,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1596,860569.wav,860569_augmented_spd_nse.wav,5.22,5.2778,True,0.9891,False,True,False,AugmentationType.SPEED|NOISE
1597,860569.wav,860569_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1598,860546.wav,860546_augmented_spd_nse.wav,4.16,4.6193,True,0.9006,False,False,False,AugmentationType.SPEED|NOISE
1599,860546.wav,860546_augmented_pch_msk.wav,4.16,4.16,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1600,860537.wav,860537_augmented_spd_nse.wav,5.076,4.6418,True,1.0935,False,True,False,AugmentationType.SPEED|NOISE
1601,860537.wav,860537_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1602,860536.wav,860536_augmented_spd_nse.wav,5.328,5.2899,True,1.0072,False,True,False,AugmentationType.SPEED|NOISE
1603,860536.wav,860536_augmented_pch_msk.wav,5.328,5.328,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1604,451803.wav,451803_augmented_spd_nse.wav,6.768,6.8173,True,0.9928,False,True,False,AugmentationType.SPEED|NOISE
1605,451803.wav,451803_augmented_pch_msk.wav,6.768,6.768,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1606,860297.wav,860297_augmented_spd_nse.wav,5.328,5.1547,True,1.0336,False,True,False,AugmentationType.SPEED|NOISE
1607,860297.wav,860297_augmented_pch_msk.wav,5.328,5.328,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1608,860288.wav,860288_augmented_spd_nse.wav,5.328,5.3449,True,0.9968,False,False,False,AugmentationType.SPEED|NOISE
1609,860288.wav,860288_augmented_pch_msk.wav,5.328,5.328,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1610,860285.wav,860285_augmented_spd_nse.wav,3.63,3.3196,True,1.0935,False,True,False,AugmentationType.SPEED|NOISE
1611,860285.wav,860285_augmented_pch_msk.wav,3.63,3.63,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1612,860284.wav,860284_augmented_spd_nse.wav,4.42,4.4044,True,1.0035,False,False,False,AugmentationType.SPEED|NOISE
1613,860284.wav,860284_augmented_pch_msk.wav,4.42,4.42,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1614,860280.wav,860280_augmented_spd_nse.wav,4.618,4.9541,True,0.9322,False,True,False,AugmentationType.SPEED|NOISE
1615,860280.wav,860280_augmented_pch_msk.wav,4.618,4.618,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1616,860278.wav,860278_augmented_spd_nse.wav,5.076,5.3171,True,0.9547,False,True,False,AugmentationType.SPEED|NOISE
1617,860278.wav,860278_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1618,860270.wav,860270_augmented_spd_nse.wav,5.328,4.9994,True,1.0657,False,False,False,AugmentationType.SPEED|NOISE
1619,860270.wav,860270_augmented_pch_msk.wav,5.328,5.328,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1620,860329.wav,860329_augmented_spd_nse.wav,5.04,4.9493,True,1.0183,False,True,False,AugmentationType.SPEED|NOISE
1621,860329.wav,860329_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1622,860328.wav,860328_augmented_spd_nse.wav,5.22,5.4728,True,0.9538,False,True,False,AugmentationType.SPEED|NOISE
1623,860328.wav,860328_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1624,860325.wav,860325_augmented_spd_nse.wav,5.076,5.1741,True,0.981,False,True,False,AugmentationType.SPEED|NOISE
1625,860325.wav,860325_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1626,860304.wav,860304_augmented_spd_nse.wav,5.328,5.5173,True,0.9657,False,True,False,AugmentationType.SPEED|NOISE
1627,860304.wav,860304_augmented_pch_msk.wav,5.328,5.328,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1628,860321.wav,860321_augmented_spd_nse.wav,6.048,5.7967,True,1.0434,False,True,False,AugmentationType.SPEED|NOISE
1629,860321.wav,860321_augmented_pch_msk.wav,6.048,6.048,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1630,860314.wav,860314_augmented_spd_nse.wav,5.148,5.0717,True,1.015,False,True,False,AugmentationType.SPEED|NOISE
1631,860314.wav,860314_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1632,860166.wav,860166_augmented_spd_nse.wav,5.22,5.5292,True,0.9441,False,True,False,AugmentationType.SPEED|NOISE
1633,860166.wav,860166_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1634,860154.wav,860154_augmented_spd_nse.wav,5.076,4.8431,True,1.0481,False,True,False,AugmentationType.SPEED|NOISE
1635,860154.wav,860154_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1636,860133.wav,860133_augmented_spd_nse.wav,5.148,5.2605,True,0.9786,False,False,False,AugmentationType.SPEED|NOISE
1637,860133.wav,860133_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1638,860123.wav,860123_augmented_spd_nse.wav,5.508,5.2358,True,1.052,False,False,False,AugmentationType.SPEED|NOISE
1639,860123.wav,860123_augmented_pch_msk.wav,5.508,5.508,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1640,860261.wav,860261_augmented_spd_nse.wav,5.436,5.6451,True,0.963,False,True,False,AugmentationType.SPEED|NOISE
1641,860261.wav,860261_augmented_pch_msk.wav,5.436,5.436,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1642,860256.wav,860256_augmented_spd_nse.wav,5.256,4.9114,True,1.0702,False,True,False,AugmentationType.SPEED|NOISE
1643,860256.wav,860256_augmented_pch_msk.wav,5.256,5.256,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1644,860241.wav,860241_augmented_spd_nse.wav,4.59,4.8295,True,0.9504,False,True,False,AugmentationType.SPEED|NOISE
1645,860241.wav,860241_augmented_pch_msk.wav,4.59,4.59,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1646,860231.wav,860231_augmented_spd_nse.wav,5.04,5.5271,True,0.9119,False,True,False,AugmentationType.SPEED|NOISE
1647,860231.wav,860231_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1648,860230.wav,860230_augmented_spd_nse.wav,5.076,4.6516,True,1.0912,False,True,False,AugmentationType.SPEED|NOISE
1649,860230.wav,860230_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1650,860205.wav,860205_augmented_spd_nse.wav,5.616,5.435,True,1.0333,False,True,False,AugmentationType.SPEED|NOISE
1651,860205.wav,860205_augmented_pch_msk.wav,5.616,5.616,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1652,860203.wav,860203_augmented_spd_nse.wav,5.04,4.7276,True,1.0661,False,True,False,AugmentationType.SPEED|NOISE
1653,860203.wav,860203_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1654,860200.wav,860200_augmented_spd_nse.wav,5.076,4.8699,True,1.0423,False,True,False,AugmentationType.SPEED|NOISE
1655,860200.wav,860200_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1656,860479.wav,860479_augmented_spd_nse.wav,3.168,3.5173,True,0.9007,False,True,False,AugmentationType.SPEED|NOISE
1657,860479.wav,860479_augmented_pch_msk.wav,3.168,3.168,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1658,860473.wav,860473_augmented_spd_nse.wav,3.888,3.5449,True,1.0968,False,True,False,AugmentationType.SPEED|NOISE
1659,860473.wav,860473_augmented_pch_msk.wav,3.888,3.888,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1660,860516.wav,860516_augmented_spd_nse.wav,4.14,4.0399,True,1.0248,False,False,False,AugmentationType.SPEED|NOISE
1661,860516.wav,860516_augmented_pch_msk.wav,4.14,4.14,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1662,860492.wav,860492_augmented_spd_nse.wav,5.04,5.1567,True,0.9774,False,True,False,AugmentationType.SPEED|NOISE
1663,860492.wav,860492_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1664,860426.wav,860426_augmented_spd_nse.wav,5.148,5.5807,True,0.9225,False,True,False,AugmentationType.SPEED|NOISE
1665,860426.wav,860426_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1666,860422.wav,860422_augmented_spd_nse.wav,5.4,5.0283,True,1.0739,False,True,False,AugmentationType.SPEED|NOISE
1667,860422.wav,860422_augmented_pch_msk.wav,5.4,5.4,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1668,860414.wav,860414_augmented_spd_nse.wav,5.04,5.4194,True,0.93,False,False,False,AugmentationType.SPEED|NOISE
1669,860414.wav,860414_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1670,860413.wav,860413_augmented_spd_nse.wav,5.22,5.5713,True,0.937,False,False,False,AugmentationType.SPEED|NOISE
1671,860413.wav,860413_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1672,860392.wav,860392_augmented_spd_nse.wav,5.04,4.8148,True,1.0468,False,False,False,AugmentationType.SPEED|NOISE
1673,860392.wav,860392_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1674,860351.wav,860351_augmented_spd_nse.wav,5.22,4.7785,True,1.0924,False,False,False,AugmentationType.SPEED|NOISE
1675,860351.wav,860351_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1676,860346.wav,860346_augmented_spd_nse.wav,5.508,5.1957,True,1.0601,False,False,False,AugmentationType.SPEED|NOISE
1677,860346.wav,860346_augmented_pch_msk.wav,5.508,5.508,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1678,860345.wav,860345_augmented_spd_nse.wav,5.04,4.6981,True,1.0728,False,False,False,AugmentationType.SPEED|NOISE
1679,860345.wav,860345_augmented_pch_msk.wav,5.04,5.04,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1680,860342.wav,860342_augmented_spd_nse.wav,5.616,5.9814,True,0.9389,False,True,False,AugmentationType.SPEED|NOISE
1681,860342.wav,860342_augmented_pch_msk.wav,5.616,5.616,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1682,860341.wav,860341_augmented_spd_nse.wav,5.148,4.7906,True,1.0746,False,True,False,AugmentationType.SPEED|NOISE
1683,860341.wav,860341_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1684,860336.wav,860336_augmented_spd_nse.wav,4.308,3.9719,True,1.0846,False,False,False,AugmentationType.SPEED|NOISE
1685,860336.wav,860336_augmented_pch_msk.wav,4.308,4.308,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1686,860451.wav,860451_augmented_spd_nse.wav,5.076,4.9127,True,1.0332,False,True,False,AugmentationType.SPEED|NOISE
1687,860451.wav,860451_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1688,860435.wav,860435_augmented_spd_nse.wav,5.58,6.1247,True,0.9111,False,False,False,AugmentationType.SPEED|NOISE
1689,860435.wav,860435_augmented_pch_msk.wav,5.58,5.58,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1690,860433.wav,860433_augmented_spd_nse.wav,5.076,4.8086,True,1.0556,False,True,False,AugmentationType.SPEED|NOISE
1691,860433.wav,860433_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1692,450423.wav,450423_augmented_spd_nse.wav,5.004,4.9267,True,1.0157,False,True,False,AugmentationType.SPEED|NOISE
1693,450423.wav,450423_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1694,450234.wav,450234_augmented_spd_nse.wav,5.76,6.2171,True,0.9265,False,True,False,AugmentationType.SPEED|NOISE
1695,450234.wav,450234_augmented_pch_msk.wav,5.76,5.76,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1696,450619.wav,450619_augmented_spd_nse.wav,5.724,6.063,True,0.9441,False,False,False,AugmentationType.SPEED|NOISE
1697,450619.wav,450619_augmented_pch_msk.wav,5.724,5.724,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1698,450507.wav,450507_augmented_spd_nse.wav,5.544,5.7094,True,0.971,False,True,False,AugmentationType.SPEED|NOISE
1699,450507.wav,450507_augmented_pch_msk.wav,5.544,5.544,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1700,449837.wav,449837_augmented_spd_nse.wav,5.436,5.2225,True,1.0409,False,False,False,AugmentationType.SPEED|NOISE
1701,449837.wav,449837_augmented_pch_msk.wav,5.436,5.436,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1702,449675.wav,449675_augmented_spd_nse.wav,5.184,4.7173,True,1.0989,False,True,False,AugmentationType.SPEED|NOISE
1703,449675.wav,449675_augmented_pch_msk.wav,5.184,5.184,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1704,451512.wav,451512_augmented_spd_nse.wav,5.508,5.751,True,0.9577,False,False,False,AugmentationType.SPEED|NOISE
1705,451512.wav,451512_augmented_pch_msk.wav,5.508,5.508,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1706,451317.wav,451317_augmented_spd_nse.wav,6.336,6.5498,True,0.9674,False,True,False,AugmentationType.SPEED|NOISE
1707,451317.wav,451317_augmented_pch_msk.wav,6.336,6.336,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1708,451366.wav,451366_augmented_spd_nse.wav,6.516,6.9934,True,0.9317,False,True,False,AugmentationType.SPEED|NOISE
1709,451366.wav,451366_augmented_pch_msk.wav,6.516,6.516,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1710,451404.wav,451404_augmented_spd_nse.wav,5.148,4.7169,True,1.0914,False,True,False,AugmentationType.SPEED|NOISE
1711,451404.wav,451404_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1712,451638.wav,451638_augmented_spd_nse.wav,6.732,7.2199,True,0.9324,False,False,False,AugmentationType.SPEED|NOISE
1713,451638.wav,451638_augmented_pch_msk.wav,6.732,6.732,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1714,450841.wav,450841_augmented_spd_nse.wav,6.984,6.4981,True,1.0748,False,True,False,AugmentationType.SPEED|NOISE
1715,450841.wav,450841_augmented_pch_msk.wav,6.984,6.984,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1716,450767.wav,450767_augmented_spd_nse.wav,5.94,6.4261,True,0.9244,False,True,False,AugmentationType.SPEED|NOISE
1717,450767.wav,450767_augmented_pch_msk.wav,5.94,5.94,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1718,451123.wav,451123_augmented_spd_nse.wav,6.408,6.6078,True,0.9698,False,False,False,AugmentationType.SPEED|NOISE
1719,451123.wav,451123_augmented_pch_msk.wav,6.408,6.408,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1720,450953.wav,450953_augmented_spd_nse.wav,5.796,5.9435,True,0.9752,False,True,False,AugmentationType.SPEED|NOISE
1721,450953.wav,450953_augmented_pch_msk.wav,5.796,5.796,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1722,439993.wav,439993_augmented_spd_nse.wav,5.184,5.4807,True,0.9459,False,True,False,AugmentationType.SPEED|NOISE
1723,439993.wav,439993_augmented_pch_msk.wav,5.184,5.184,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1724,439871.wav,439871_augmented_spd_nse.wav,5.724,5.4747,True,1.0455,False,True,False,AugmentationType.SPEED|NOISE
1725,439871.wav,439871_augmented_pch_msk.wav,5.724,5.724,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1726,439927.wav,439927_augmented_spd_nse.wav,5.868,5.6319,True,1.0419,False,True,False,AugmentationType.SPEED|NOISE
1727,439927.wav,439927_augmented_pch_msk.wav,5.868,5.868,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1728,439949.wav,439949_augmented_spd_nse.wav,5.508,5.1029,True,1.0794,False,True,False,AugmentationType.SPEED|NOISE
1729,439949.wav,439949_augmented_pch_msk.wav,5.508,5.508,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1730,440202.wav,440202_augmented_spd_nse.wav,5.184,4.8284,True,1.0737,False,False,False,AugmentationType.SPEED|NOISE
1731,440202.wav,440202_augmented_pch_msk.wav,5.184,5.184,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1732,440302.wav,440302_augmented_spd_nse.wav,5.184,5.6836,True,0.9121,False,True,False,AugmentationType.SPEED|NOISE
1733,440302.wav,440302_augmented_pch_msk.wav,5.184,5.184,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1734,440331.wav,440331_augmented_spd_nse.wav,5.76,5.4274,True,1.0613,False,True,False,AugmentationType.SPEED|NOISE
1735,440331.wav,440331_augmented_pch_msk.wav,5.76,5.76,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1736,440143.wav,440143_augmented_spd_nse.wav,5.184,4.9873,True,1.0394,False,False,False,AugmentationType.SPEED|NOISE
1737,440143.wav,440143_augmented_pch_msk.wav,5.184,5.184,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1738,439558.wav,439558_augmented_spd_nse.wav,5.004,5.4684,True,0.9151,False,True,False,AugmentationType.SPEED|NOISE
1739,439558.wav,439558_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1740,439423.wav,439423_augmented_spd_nse.wav,5.076,4.7926,True,1.0591,False,True,False,AugmentationType.SPEED|NOISE
1741,439423.wav,439423_augmented_pch_msk.wav,5.076,5.076,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1742,439433.wav,439433_augmented_spd_nse.wav,5.292,5.2788,True,1.0025,False,True,False,AugmentationType.SPEED|NOISE
1743,439433.wav,439433_augmented_pch_msk.wav,5.292,5.292,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1744,439458.wav,439458_augmented_spd_nse.wav,5.22,5.5391,True,0.9424,False,False,False,AugmentationType.SPEED|NOISE
1745,439458.wav,439458_augmented_pch_msk.wav,5.22,5.22,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1746,439495.wav,439495_augmented_spd_nse.wav,6.588,7.217,True,0.9128,False,False,False,AugmentationType.SPEED|NOISE
1747,439495.wav,439495_augmented_pch_msk.wav,6.588,6.588,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1748,439766.wav,439766_augmented_spd_nse.wav,5.58,5.1033,True,1.0934,False,True,False,AugmentationType.SPEED|NOISE
1749,439766.wav,439766_augmented_pch_msk.wav,5.58,5.58,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1750,439796.wav,439796_augmented_spd_nse.wav,5.004,5.1634,True,0.9691,False,True,False,AugmentationType.SPEED|NOISE
1751,439796.wav,439796_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1752,439734.wav,439734_augmented_spd_nse.wav,5.256,5.7024,True,0.9217,False,True,False,AugmentationType.SPEED|NOISE
1753,439734.wav,439734_augmented_pch_msk.wav,5.256,5.256,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1754,440971.wav,440971_augmented_spd_nse.wav,6.12,6.6734,True,0.9171,False,True,False,AugmentationType.SPEED|NOISE
1755,440971.wav,440971_augmented_pch_msk.wav,6.12,6.12,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1756,441016.wav,441016_augmented_spd_nse.wav,5.328,5.3293,True,0.9998,False,False,False,AugmentationType.SPEED|NOISE
1757,441016.wav,441016_augmented_pch_msk.wav,5.328,5.328,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1758,441383.wav,441383_augmented_spd_nse.wav,5.544,6.0892,True,0.9105,False,True,False,AugmentationType.SPEED|NOISE
1759,441383.wav,441383_augmented_pch_msk.wav,5.544,5.544,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1760,441412.wav,441412_augmented_spd_nse.wav,5.256,5.4804,True,0.9591,False,False,False,AugmentationType.SPEED|NOISE
1761,441412.wav,441412_augmented_pch_msk.wav,5.256,5.256,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1762,441282.wav,441282_augmented_spd_nse.wav,5.004,5.1742,True,0.9671,False,True,False,AugmentationType.SPEED|NOISE
1763,441282.wav,441282_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1764,441316.wav,441316_augmented_spd_nse.wav,5.58,5.3821,True,1.0368,False,True,False,AugmentationType.SPEED|NOISE
1765,441316.wav,441316_augmented_pch_msk.wav,5.58,5.58,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1766,440940.wav,440940_augmented_spd_nse.wav,6.48,6.5967,True,0.9823,False,True,False,AugmentationType.SPEED|NOISE
1767,440940.wav,440940_augmented_pch_msk.wav,6.48,6.48,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1768,440433.wav,440433_augmented_spd_nse.wav,5.004,5.3991,True,0.9268,False,True,False,AugmentationType.SPEED|NOISE
1769,440433.wav,440433_augmented_pch_msk.wav,5.004,5.004,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1770,438063.wav,438063_augmented_spd_nse.wav,6.048,5.8091,True,1.0411,False,True,False,AugmentationType.SPEED|NOISE
1771,438063.wav,438063_augmented_pch_msk.wav,6.048,6.048,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1772,438086.wav,438086_augmented_spd_nse.wav,5.256,5.6567,True,0.9292,False,True,False,AugmentationType.SPEED|NOISE
1773,438086.wav,438086_augmented_pch_msk.wav,5.256,5.256,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1774,438101.wav,438101_augmented_spd_nse.wav,5.616,5.3855,True,1.0428,False,True,False,AugmentationType.SPEED|NOISE
1775,438101.wav,438101_augmented_pch_msk.wav,5.616,5.616,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1776,438138.wav,438138_augmented_spd_nse.wav,5.148,5.4291,True,0.9482,False,True,False,AugmentationType.SPEED|NOISE
1777,438138.wav,438138_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1778,437931.wav,437931_augmented_spd_nse.wav,5.148,5.5533,True,0.927,False,True,False,AugmentationType.SPEED|NOISE
1779,437931.wav,437931_augmented_pch_msk.wav,5.148,5.148,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1780,437981.wav,437981_augmented_spd_nse.wav,6.12,6.5569,True,0.9334,False,False,False,AugmentationType.SPEED|NOISE
1781,437981.wav,437981_augmented_pch_msk.wav,6.12,6.12,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1782,438038.wav,438038_augmented_spd_nse.wav,5.76,5.3624,True,1.0742,False,True,False,AugmentationType.SPEED|NOISE
1783,438038.wav,438038_augmented_pch_msk.wav,5.76,5.76,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1784,438221.wav,438221_augmented_spd_nse.wav,5.94,5.4251,True,1.0949,False,False,False,AugmentationType.SPEED|NOISE
1785,438221.wav,438221_augmented_pch_msk.wav,5.94,5.94,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1786,438247.wav,438247_augmented_spd_nse.wav,5.508,5.5072,True,1.0001,False,True,False,AugmentationType.SPEED|NOISE
1787,438247.wav,438247_augmented_pch_msk.wav,5.508,5.508,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1788,438282.wav,438282_augmented_spd_nse.wav,5.94,6.483,True,0.9162,False,True,False,AugmentationType.SPEED|NOISE
1789,438282.wav,438282_augmented_pch_msk.wav,5.94,5.94,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1790,437459.wav,437459_augmented_spd_nse.wav,5.328,5.4817,True,0.972,False,True,False,AugmentationType.SPEED|NOISE
1791,437459.wav,437459_augmented_pch_msk.wav,5.328,5.328,False,1.0,True,False,False,AugmentationType.PITCH|TIME_MASK
1792,437460.wav,437460_augmented_spd_nse.wav,5.292,4.8257,True,1.0966,False,False,False,AugmentationType.SPEED|NOISE
1793,437460.wav,437460_augmented_pch_msk.wav,5.292,5.292,False,1.0,True,False,True,AugmentationType.PITCH|TIME_MASK
1794,437539.wav,437539_augmented_spd_nse.wav,7.56,7.2224,True,1.0467,False,False,False,AugmentationType.SPEED|NOISE
