id,client_id,path,sentence_id,up_votes,down_votes,age,gender,type,duration,word_count,speaker_trust_score,sentence,predicted_sentence,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count,path_wav,sentence_checked
3379,28b44213cc5748a8e8c76949418720cd80f54f883af3976a0473f111f0643fd4539cd93500a5d567758b08af4e75cd8a815725822c5f123872758a8f4ab7318d,common_voice_uz_37311510.mp3,8e1c875243c05986d4bae57d00e128908dc6d0a4c809f1ca2fe2fdd0ff43dec3,0,0,twenties,male_masculine,other,6.876,10,0.3906,"Ba'zi so'zlarni, ularning ohangini ilg'ash barobarida so'zlarning dastlabki ma'nosini topamiz…",Ba'zi so'zlarni ularning ohangini ilg'ash barobarida so'zlarning dastlabki ma'nosini topamiz.,ba'zi so'zlarni ularning ohangini ilg'ash barobarida so'zlarning dastlabki ma'nosini topamiz…,ba'zi so'zlarni ularning ohangini ilg'ash barobarida so'zlarning dastlabki ma'nosini topamiz,0.1,0.0108,0.9946,10,10,common_voice_uz_37311510.wav,"Ba'zi so'zlarni, ularning ohangini ilg'ash barobarida so'zlarning dastlabki ma'nosini topamiz."
752,ba38fa2c896e7298d5ca76dea0977b437c5abf06bc8ea61d469288284562d7aeda1c5886e32aedbaf339a220c5331fc923ef3075bc2894f4eb1edbce8ac88b91,common_voice_uz_30223550.mp3,3175c86ee4a15597d2c521a3e70af9c42f87bc92ecea0d385984fa04d2c861c1,0,0,twenties,male_masculine,other,9.216,11,0.7126,"Subyektning yozma shakldagi, shu jumladan elektron hujjat tarzidagi roziligi mavjud bo'lganda;","Subyektning yozma shaklidagi, shu jumladan elektron hujjat tarzidagi roziligi mavjud bo'lganda.",subyektning yozma shakldagi shu jumladan elektron hujjat tarzidagi roziligi mavjud bo'lganda,subyektning yozma shaklidagi shu jumladan elektron hujjat tarzidagi roziligi mavjud bo'lganda,0.0909,0.0109,0.9946,11,11,common_voice_uz_30223550.wav,"Subyektning yozma shaklidagi, shu jumladan elektron hujjat tarzidagi roziligi mavjud bo'lganda;"
2856,ab983926d766e8755ec9acee1360c9dbdfd31315c1a9f5aa5f78cdaf7c016a894c0d9620f9f14fdf0432cc32445a0337b9c8965b4e863d9ce5446f6c7c1b8db8,common_voice_uz_33390886.mp3,6ebc47916911c4d738069d99632e3bc441a129a2cfa91545538b20a41be4ccfd,0,0,,,other,9.216,14,0.8511,"Nordon mevali daraxt esang nordon meva olasan, shirin mevali daraxt eksang shirin meva olasan.","Nordon mevali daraxt eksang, nordon meva olasan. Shirin mevali daraxt eksang, shirin meva olasan.",nordon mevali daraxt esang nordon meva olasan shirin mevali daraxt eksang shirin meva olasan,nordon mevali daraxt eksang nordon meva olasan shirin mevali daraxt eksang shirin meva olasan,0.0714,0.0109,0.9946,14,14,common_voice_uz_33390886.wav,"Nordon mevali daraxt eksang nordon meva olasan, shirin mevali daraxt eksang shirin meva olasan."
3082,799b05cb2171fad4a7c8fbf97460dc5fef1d0446af783367d750a2844d0dbcf62eb00e388aca78afeb4b28f7390cd5eec2170942e488e4095be7b771448b4b82,common_voice_uz_34599194.mp3,7a7868f903e43b521d7284cddd3388a51d63d5713ba75d04230185d17567cee9,0,0,twenties,male_masculine,other,8.856,10,0.5,"Yoshlikda o'rganganing toshga o'yilgan kabidir, qarilikdan o'rganganing muzga yozilgan kabidir.","Yoshlikda o'rganganing toshga o'yilgan kabidir, qarilikda o'rganganing muzga yozilgan kabidir.",yoshlikda o'rganganing toshga o'yilgan kabidir qarilikdan o'rganganing muzga yozilgan kabidir,yoshlikda o'rganganing toshga o'yilgan kabidir qarilikda o'rganganing muzga yozilgan kabidir,0.1,0.0108,0.9946,10,10,common_voice_uz_34599194.wav,"Yoshlikda o'rganganing toshga o'yilgan kabidir, qarilikda o'rganganing muzga yozilgan kabidir."
2859,ab983926d766e8755ec9acee1360c9dbdfd31315c1a9f5aa5f78cdaf7c016a894c0d9620f9f14fdf0432cc32445a0337b9c8965b4e863d9ce5446f6c7c1b8db8,common_voice_uz_33390953.mp3,703b318a7d9313d7b3d2b1a09950ce775c57efa9065afdb668760ed1ff593927,0,0,,,other,8.316,10,0.8511,Hindiston Afg'onistonga birinchi marta Pokiston hududi orqali insonparvarlik yordami yuboradi,Hindiston Afg'onistonga birinchi marta Pokiston hududi orqali insonparvarlik yordami yubordi.,hindiston afg'onistonga birinchi marta pokiston hududi orqali insonparvarlik yordami yuboradi,hindiston afg'onistonga birinchi marta pokiston hududi orqali insonparvarlik yordami yubordi,0.1,0.0108,0.9946,10,10,common_voice_uz_33390953.wav,Hindiston Afg'onistonga birinchi marta Pokiston hududi orqali insonparvarlik yordami yubordi
2863,ab983926d766e8755ec9acee1360c9dbdfd31315c1a9f5aa5f78cdaf7c016a894c0d9620f9f14fdf0432cc32445a0337b9c8965b4e863d9ce5446f6c7c1b8db8,common_voice_uz_33391057.mp3,6b5971224955a01af92a36e589e5113bc5faf6f7fafcd7d3f442834496342297,0,0,,,other,8.568,12,0.8511,"Chapillatib ovqat yeyishi, sut to'kishi, ovqatlarni har tomonga sochib yuborishi jonimga tegdi.","Chappillatib ovqat yeyishi, sut to'kishi, ovqatlarni har tomonga sochib yuborishi jonimga tegdi.",chapillatib ovqat yeyishi sut to'kishi ovqatlarni har tomonga sochib yuborishi jonimga tegdi,chappillatib ovqat yeyishi sut to'kishi ovqatlarni har tomonga sochib yuborishi jonimga tegdi,0.0833,0.0109,0.9946,12,12,common_voice_uz_33391057.wav,"Chapillatib ovqat yeyishi, sut to'kishi, ovqatlarni har tomonga sochib yuborishi jonimga tegdi."
2314,d5afa0263b524151139dee133feb9672646805639410d1fc9fee655ba9d68d1d7fd2a035bea4f984303192215988b3073af6eca98ea7ff55636ced167f79d89d,common_voice_uz_32155286.mp3,51597850483d42c3afb5219238484431525938dade690eee79fd2fea5a4307b5,0,0,thirties,male_masculine,other,9.216,10,0.7302,Toshkentda qalbaki aksiz markali alkogol mahsulotlarini muomalaga kiritilishining oldi olindi,Toshkentda qalbaki aksiz markali alkogol mahsulotlarini muomalaga kiritilishning oldi olindi.,toshkentda qalbaki aksiz markali alkogol mahsulotlarini muomalaga kiritilishining oldi olindi,toshkentda qalbaki aksiz markali alkogol mahsulotlarini muomalaga kiritilishning oldi olindi,0.1,0.0108,0.9946,10,10,common_voice_uz_32155286.wav,Toshkentda qalbaki aksiz markali alkogol mahsulotlarini muomalaga kiritilishining oldi olindi
3358,bd78ebd2c6242ceb4521dddf551be725a08a37ffaf894b5b00920c4812d93393074f26f5b407fc44fb8ecbca6b4c8b851f96adc7d833ef2c4d31a9ecc15d9c31,common_voice_uz_36852903.mp3,8c3408a83ff75e6dc4fa5b254b4996582958b51c2ab430ba06eb920c096adf5d,0,0,twenties,male_masculine,other,8.496,11,0.8894,Amerikalik bloger barcha shartlar va bosh sovrini bo'lgan Kalmar o'yinini tashkillashtirdi.,Amerikalik blogger barcha shartlar va bosh sovrini bo'lgan Kalmar o'yinini tashkillashtirdi.,amerikalik bloger barcha shartlar va bosh sovrini bo'lgan kalmar o'yinini tashkillashtirdi,amerikalik blogger barcha shartlar va bosh sovrini bo'lgan kalmar o'yinini tashkillashtirdi,0.0909,0.0111,0.9945,11,11,common_voice_uz_36852903.wav,Amerikalik bloger barcha shartlar va bosh sovrini bo'lgan Kalmar o'yinini tashkillashtirdi.
1280,793fe0ce43a754a201704b36515c39acc4c902366c6dde81e295c8527db813777cead71e3c1755b07ecc535c948d993aa9b52def2a0d654313b529ad4a0568f4,common_voice_uz_30657650.mp3,0710ef76991db1d97517715b2a1155669eac87743777b764c787cb7fd21b0c8a,0,0,twenties,male_masculine,other,7.84,12,0.4385,"Taniqli sozanda, doira san'ati ustasi, O'zbekistonda xizmat ko'rsatgan artist kecha vafot etdi.","Taniqli sozanda, doira san'at ustasi, O'zbekistonda xizmat ko'rsatgan artist kecha vafot etdi.",taniqli sozanda doira san'ati ustasi o'zbekistonda xizmat ko'rsatgan artist kecha vafot etdi,taniqli sozanda doira san'at ustasi o'zbekistonda xizmat ko'rsatgan artist kecha vafot etdi,0.0833,0.0109,0.9945,12,12,common_voice_uz_30657650.wav,"Taniqli sozanda, doira san'ati ustasi, O'zbekistonda xizmat ko'rsatgan artist kecha vafot etdi."
3123,5c903c9375ab60802ff1727baa19889328978f2a7d457d38503b4bca282ceec12c03d1dc4ab043f18c4f8a6bf52b641277530c659c7256113e9945f040b3496b,common_voice_uz_35123004.mp3,7d180df43eb24ff259cc6c0223b244889a7d9c2342faf97bec3918b96da850e6,0,0,teens,male_masculine,other,7.02,12,0.6237,Narigi vazir esa uning saroydagi mavqei va odamlar orasidagi obro'-e'tiboriga hasad qilardi.,Narigi vazir esa uning saroydagi mavqeyi va odamlar orasidagi obro'-e'tiboriga hasad qilardi.,narigi vazir esa uning saroydagi mavqei va odamlar orasidagi obro'-e'tiboriga hasad qilardi,narigi vazir esa uning saroydagi mavqeyi va odamlar orasidagi obro'-e'tiboriga hasad qilardi,0.0833,0.011,0.9945,12,12,common_voice_uz_35123004.wav,Narigi vazir esa uning saroydagi mavqeyi va odamlar orasidagi obro'-e'tiboriga hasad qilardi.
3100,53a7d514154dcf6a045c08465c69cb7962096b3cc2443aeb82a573e3f78c58af24732d0785ce4bbead4c70d5ec4779264ffa43812674ddf0339ad4fdadd36b57,common_voice_uz_34959326.mp3,7a762ab4e7cf6669593e84bf9c9b9555713baa0ea9c59c7471def4eb06d7a5aa,0,0,twenties,male_masculine,other,8.496,11,0.784,Odamlarni kaltafahm degani uchun Chirchiq shahar hokimligining matbuot kotibi ishdan olindi,Odamlarni kalta fahm degani uchun Chirchiq shahar hokimligining matbuot kotibi ishdan olindi.,odamlarni kaltafahm degani uchun chirchiq shahar hokimligining matbuot kotibi ishdan olindi,odamlarni kalta fahm degani uchun chirchiq shahar hokimligining matbuot kotibi ishdan olindi,0.1818,0.011,0.9945,11,12,common_voice_uz_34959326.wav,Odamlarni kaltafahm degani uchun Chirchiq shahar hokimligining matbuot kotibi ishdan olindi
2950,a50c22ecaa6824e52671ae30dc669014e64bad0e6bebf4ca86c48ec4ca0c7f1f0b73324f5c98152ce48316d81ad16b20d1d71e82821ee285b550d8fbd11b33f6,common_voice_uz_33735852.mp3,75fb984123459d5b9a21c38f4803cb0f2067b575b780a626eb37a2cb9297e1f1,0,0,twenties,male_masculine,other,8.316,12,0.8241,"Oybek jismonan so'ndi, lekin uning dahosi taratgan shu'la dillarimizni hamon yoritib turibdi.","Oybek jismonan so'ndi, lekin uning dahosi taratgan shula dillarimizni hamon yoritib turibdi.",oybek jismonan so'ndi lekin uning dahosi taratgan shu'la dillarimizni hamon yoritib turibdi,oybek jismonan so'ndi lekin uning dahosi taratgan shula dillarimizni hamon yoritib turibdi,0.0833,0.011,0.9945,12,12,common_voice_uz_33735852.wav,"Oybek jismonan so'ndi, lekin uning dahosi taratgan shu'la dillarimizni hamon yoritib turibdi."
2648,7ca26fd89b42a125085097e5ec328c474218ff551e0fc4fc95146f042320c614f8e4f82ae7671324c4fcb386e6d75da1ac1391171aa46d524e49a720a54a0f52,common_voice_uz_32827601.mp3,64c9dfe0b33462335d8c49b1f7d29c7226a7ca969927e6155ffc757732a89f19,0,0,,,other,7.92,10,0.3006,O'zbek shifokorlari ilk bor jigar transplantatsiyasi amaliyotini mustaqil amalga oshirishdi,O'zbek shifokorlari ilk bor jigar transplantatsiyasi amaliyotini mustaqil amalga oshirishdi.,o'zbek shifokorlari ilk bor jigar transplantasiyasi amaliyotini mustaqil amalga oshirishdi,o'zbek shifokorlari ilk bor jigar transplantatsiyasi amaliyotini mustaqil amalga oshirishdi,0.1,0.0111,0.9945,10,10,common_voice_uz_32827601.wav,O'zbek shifokorlari ilk bor jigar transplantatsiyasi amaliyotini mustaqil amalga oshirishdi
3627,6f44c71af2e2d25da8099d59c8aa9de0331c654a57d40fc3aab427a8d0cd50a70b8103a881f218bcd55f9255ce216c3f0ca2580c20f8ed9e6bf69b777026c313,common_voice_uz_43526809.mp3,97a83ac2c136f2442b35064fbf1a7c12622489ca04f4f7d71ab06698e6232ad0,0,0,twenties,male_masculine,other,7.82,12,0.6737,"Chunki auditoriya film suratga olinayotgan paytda emas, u yakunlagandan so'ng paydo bo'ladi.","Chunki auditoriya film suratga olinayotgan paytda emas, u yakunlangandan so'ng paydo bo'ladi.",chunki auditoriya film suratga olinayotgan paytda emas u yakunlagandan so'ng paydo bo'ladi,chunki auditoriya film suratga olinayotgan paytda emas u yakunlangandan so'ng paydo bo'ladi,0.0833,0.0111,0.9945,12,12,common_voice_uz_43526809.wav,"Chunki auditoriya film suratga olinayotgan paytda emas, u yakunlangandan so'ng paydo bo'ladi."
477,c17b4d5584046295518293197a75c3da917843649e63ae5364527bc62d43cf6c0d2681e01139a483ea04b70a1fce229e808f5d0c6c788261ee92ddb50ed4fd42,common_voice_uz_30083303.mp3,af345fc780bda591ebfeadaec1b4735be35d4a2eb43f125efb16daa6e89a63c0,0,0,,,other,8.136,12,0.7959,"Toshkent xalqaro kinofestivalida Stiven Sigal, Franko Nero, Jerar Deparde ham ishtirok etadi","Toshkent xalqaro kinofestivalida Stiven Sigal, Franko Nero, Jerar Depardye ham ishtirok etadi.",toshkent xalqaro kinofestivalida stiven sigal franko nero jerar deparde ham ishtirok etadi,toshkent xalqaro kinofestivalida stiven sigal franko nero jerar depardye ham ishtirok etadi,0.0833,0.0111,0.9945,12,12,common_voice_uz_30083303.wav,"Toshkent xalqaro kinofestivalida Stiven Sigal, Franko Nero, Jerar Deparde ham ishtirok etadi"
1515,503a68ff5aebf50dfddf3de926181747f5f4b4160daf827f5c685e234c1ebc3ea50f978f292730333f85b48e861b4031a0fe08e2a56f783709d075aa39051bf1,common_voice_uz_31870155.mp3,1ea8178d690972e4e8f26f4502b43052c483d55f6cd450360b2c3d9e8ff9282c,0,0,twenties,male_masculine,other,8.316,12,0.8298,Tolibon Mirziyoyevnig Asr loyihasini xavf ostida qoldirdi. Endi Toshkent qanday yo'l tutadi?,Tolibon Mirziyoyevning asr loyihasini xavf ostida qoldirdi. Endi Toshkent qanday yo'l tutadi?,tolibon mirziyoyevnig asr loyihasini xavf ostida qoldirdi endi toshkent qanday yo'l tutadi,tolibon mirziyoyevning asr loyihasini xavf ostida qoldirdi endi toshkent qanday yo'l tutadi,0.0833,0.0111,0.9945,12,12,common_voice_uz_31870155.wav,Tolibon Mirziyoyevning Asr loyihasini xavf ostida qoldirdi. Endi Toshkent qanday yo'l tutadi?
3526,e66b4982dff9aeea028cfc1e3be07e6f3fdca2d0ec219cd61fbf962b8807bc850edd0af1252df97edb2043f81d20555dd8863d872b799775abea11e44de69148,common_voice_uz_41272737.mp3,951dc322a6f87ea342368d0664258d62bf457c2268fbcd10bc53015d48492e22,0,0,twenties,male_masculine,other,7.83,12,0.3968,"Shavkat Mirziyoev Bu joy Imom Buxoriy bobomizning ilmiga, maqomiga munosib bo'lishi kerak","Shavkat Mirziyoyev: Bu joy Imom Buxoriy bobomizning ilmiga, maqomiga munosib bo'lishi kerak.",shavkat mirziyoev bu joy imom buxoriy bobomizning ilmiga maqomiga munosib bo'lishi kerak,shavkat mirziyoyev bu joy imom buxoriy bobomizning ilmiga maqomiga munosib bo'lishi kerak,0.0833,0.0114,0.9944,12,12,common_voice_uz_41272737.wav,"Shavkat Mirziyoyev Bu joy Imom Buxoriy bobomizning ilmiga, maqomiga munosib bo'lishi kerak"
74,2160561702bac0e2048d2dc79810c2d8a6e6942a6dcac881613c06c4e55bff89d8a701dd45bbb60db546539d4ffb267306404c307352c9db5b3fbf197e8be9ed,common_voice_uz_29168081.mp3,bef91aae9e0f47ef588d99bc8eb782e86891505ccea4ba4bd03db5f73804c6b8,1,0,twenties,male_masculine,other,6.696,11,0.6123,"Bu programma haqida aytilganida, biz a'zo bo'lmaganligimiz alohida ta'kidlanishi kerak edi.","Bu programma haqida aytilganda, biz a'zo bo'lmaganligimiz alohida ta'kidlanishi kerak edi.",bu programma haqida aytilganida biz a'zo bo'lmaganligimiz alohida ta'kidlanishi kerak edi,bu programma haqida aytilganda biz a'zo bo'lmaganligimiz alohida ta'kidlanishi kerak edi,0.0909,0.0112,0.9944,11,11,common_voice_uz_29168081.wav,"Bu programma haqida aytilganda, biz a'zo bo'lmaganligimiz alohida ta'kidlanishi kerak edi."
2509,7d57b75345021b812633fab37833c694b00daa4abafe7d8998357df9e173dcc26ffdf4be25665f0c3ff56ea7e6b0e7dd2ea4f4e88ef72e9765de241b4bbbd1a5,common_voice_uz_32364401.mp3,5dc9243b1a6ad5ee92bc15aa29e3c777e8128b0fc328a6fa538244d029a33125,0,0,twenties,male_masculine,other,7.056,9,0.5101,Sevimli telekanalining mualliflik huquqlarini buzgan shaxs ma'muriy javobgarlikka tortildi,Sevimli telekanalning mualliflik huquqlarini buzgan shaxs ma'muriy javobgarlikka tortildi.,sevimli telekanalining mualliflik huquqlarini buzgan shaxs ma'muriy javobgarlikka tortildi,sevimli telekanalning mualliflik huquqlarini buzgan shaxs ma'muriy javobgarlikka tortildi,0.1111,0.0111,0.9944,9,9,common_voice_uz_32364401.wav,Sevimli telekanalning mualliflik huquqlarini buzgan shaxs ma'muriy javobgarlikka tortildi
260,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_29382492.mp3,1911a80f167b09502ffa34143dcd7a286c0d0c9433f700054c6862c3197da4ef,0,0,twenties,female_feminine,other,8.208,11,0.8815,"Bunga savodsizlik, jaholat, nodonlik, go'llik kabi o'nlab noqisliklar yaqindan yordam bergan.","Bunga savodsizlik, jaholat, nodonlik, g'o'llik kabi o'nlab noqisliklar yaqindan yordam bergan.",bunga savodsizlik jaholat nodonlik go'llik kabi o'nlab noqisliklar yaqindan yordam bergan,bunga savodsizlik jaholat nodonlik g'o'llik kabi o'nlab noqisliklar yaqindan yordam bergan,0.0909,0.0112,0.9944,11,11,common_voice_uz_29382492.wav,"Bunga savodsizlik, jaholat, nodonlik, g'o'llik kabi o'nlab noqisliklar yaqindan yordam bergan."
3186,4b8db9ad0bc8578ff93dc23cb847913a59ee13ee05e4e397ea1fc773fa2b08344d9a619ea0a3520fe4917d97b3d5b85f1247373d2f7e497880bfac034f5330a8,common_voice_uz_35366774.mp3,822bb001ea4ac7b6bb1d11fce73af27557c3ee889d4e981c224ca4f85b7e856e,0,0,,,other,8.07,10,0.5,Har bir viloyatdagi bittadan tuman innovasion hududga aylantiriladi Ibrohim Abdurahmonov,Har bir viloyatdagi bittadan tuman innovatsion hududga aylantiriladi. Ibrohim Abdurahmonov.,har bir viloyatdagi bittadan tuman innovasion hududga aylantiriladi ibrohim abdurahmonov,har bir viloyatdagi bittadan tuman innovatsion hududga aylantiriladi ibrohim abdurahmonov,0.1,0.0114,0.9944,10,10,common_voice_uz_35366774.wav,Har bir viloyatdagi bittadan tuman innovatsion hududga aylantiriladi Ibrohim Abdurahmonov
1503,b5b6265e49e6624c67ef73d0fbabef6f3370bbb4ad1dc4c8f242cb32dac6a83702e0c0b4d3b91e72cb7d0fab4633c9c83fd06661d6138b912a304ec19f80e3dd,common_voice_uz_31869746.mp3,18b59b23ee58bdab8aa94ddb4a214a2b0634fb758558d8b033e2984c5ef6b812,1,0,,,other,7.58,9,0.4749,"Do'stlik, o'rtoqlik, intilish-larning hamohangligidan mahrum bo'lgan sevgi bachkana sevgidir.","Do'stlik, o'rtoqlik, intilishlarning hamohangligidan mahrum bo'lgan sevgi bachkana sevgidir.",do'stlik o'rtoqlik intilish-larning hamohangligidan mahrum bo'lgan sevgi bachkana sevgidir,do'stlik o'rtoqlik intilishlarning hamohangligidan mahrum bo'lgan sevgi bachkana sevgidir,0.1111,0.0111,0.9944,9,9,common_voice_uz_31869746.wav,"Do'stlik, o'rtoqlik, intilishlarning hamohangligidan mahrum bo'lgan sevgi bachkana sevgidir."
2671,bd78ebd2c6242ceb4521dddf551be725a08a37ffaf894b5b00920c4812d93393074f26f5b407fc44fb8ecbca6b4c8b851f96adc7d833ef2c4d31a9ecc15d9c31,common_voice_uz_32872158.mp3,65b8dc30cde93672ee056e5a5e836bbee129d9f66abc9b875371b1ba42410790,0,0,twenties,male_masculine,other,8.1,9,0.8894,Barmoqday-barmoqday o'nta tishlik sudrama arava ketmayman degich qatqaloqlarni-da ketkazdi.,Barmoqday-barmoqday 10 ta tishlik sudrama arava ketmayman degich qatqaloqlarnida ketkazdi.,barmoqday-barmoqday o'nta tishlik sudrama arava ketmayman degich qatqaloqlarni-da ketkazdi,barmoqday-barmoqday o'nta tishlik sudrama arava ketmayman degich qatqaloqlarnida ketkazdi,0.1111,0.0111,0.9944,9,9,common_voice_uz_32872158.wav,Barmoqday-barmoqday o'nta tishlik sudrama arava ketmayman degich qatqaloqlarnida ketkazdi.
967,30fd02023d452dbd8d83510cf487aabca11a7138c6245bf13db730dfd6e9f71e9f3ce9c7e690f730dcbd1ab281acd9b201a2a71b0dc81eac3c63620d7f79f993,common_voice_uz_30275564.mp3,8fc22191ae61d0959854aba928c0f49e9b942f567113e58e3fa1a39747296dc0,0,0,twenties,female_feminine,other,8.1,7,0.8815,Yevropa shaharlarida Afg'onistonni qo'llab-quvvatlab namoyishlar o'tkazildi. Fotoreportaj,Yevropa shaharlarida Afg'onistonni qo'llab-quvvatlab namoyishlar o'tkazildi. Foto reportaj.,yevropa shaharlarida afg'onistonni qo'llab-quvvatlab namoyishlar o'tkazildi fotoreportaj,yevropa shaharlarida afg'onistonni qo'llab-quvvatlab namoyishlar o'tkazildi foto reportaj,0.2857,0.0114,0.9944,7,8,common_voice_uz_30275564.wav,Yevropa shaharlarida Afg'onistonni qo'llab-quvvatlab namoyishlar o'tkazildi. Fotoreportaj
1323,3a4114852cad2e79fe131478d076207c3cca01fa4e458fd4ec158eb48eb4600d3ff68bc7e94f1de4f0ec8f2e495bd48c85313f62859c074a444f8442514c8e4e,common_voice_uz_30674038.mp3,103810c90d2ffd85dc8e0152e88ddb522acd8b0d9f2ecbb6042f578b0338f241,0,0,twenties,male_masculine,other,8.028,9,0.9072,Afg'oniston terrorchilar makoniga aylanishiga yo'l qo'ymaslik dolzarb- Shavkat Mirziyoyev,Afg'oniston terrorchilar makoniga aylanishiga yo'l qo'ymaslik dolzarb — Shavkat Mirziyoyev.,afg'oniston terrorchilar makoniga aylanishiga yo'l qo'ymaslik dolzarb- shavkat mirziyoyev,afg'oniston terrorchilar makoniga aylanishiga yo'l qo'ymaslik dolzarb shavkat mirziyoyev,0.1111,0.0112,0.9944,9,9,common_voice_uz_30674038.wav,Afg'oniston terrorchilar makoniga aylanishiga yo'l qo'ymaslik dolzarb - Shavkat Mirziyoyev
2494,41c6311d920c54cb90325dd1f62032c05c1a0da454910ca47d14f714635a8482f43e0762ada1c68281f1d7c4bfb33abfb1f36cb55afc8e6a55fb293a6815b8ce,common_voice_uz_32349204.mp3,5e536040c89d70b2ea5f3f7ce62fca29f967d32fb231fb98aebc952219560365,0,0,twenties,male_masculine,other,7.056,12,0.4601,Shavkat Mirziyoev Imom Buxoriy yodgorlik majmuasiga bordi. Bu yerda katta masjid quriladi,Shavkat Mirziyoyev Imom Buxoriy yodgorlik majmuasiga bordi. Bu yerda katta masjid quriladi.,shavkat mirziyoev imom buxoriy yodgorlik majmuasiga bordi bu yerda katta masjid quriladi,shavkat mirziyoyev imom buxoriy yodgorlik majmuasiga bordi bu yerda katta masjid quriladi,0.0833,0.0114,0.9944,12,12,common_voice_uz_32349204.wav,Shavkat Mirziyoyev Imom Buxoriy yodgorlik majmuasiga bordi. Bu yerda katta masjid quriladi
673,05a118f966ae4c28f0cb2f13beb726a40d6befb4b703e47dafcee4d2b2fdd9f0d4292711a573a676196f2fb8b5918f4c8d9b12c308faee81cf5981a2e2758944,common_voice_uz_30202969.mp3,160da49adec1be8cd7e9bc0ee49ff36a004f57db977c2f8a6dab94c4d86c2c7c,0,0,,,other,8.028,10,0.5655,"Maktabga endigina qatnayotgan paytlari qum sohilda o'ynab, dengizga tikilishni yoqtirardi","Maktabga endigina qatnayotgan paytlari qum sohilida o'ynab, dengizga tikilishni yoqtirardi.",maktabga endigina qatnayotgan paytlari qum sohilda o'ynab dengizga tikilishni yoqtirardi,maktabga endigina qatnayotgan paytlari qum sohilida o'ynab dengizga tikilishni yoqtirardi,0.1,0.0114,0.9944,10,10,common_voice_uz_30202969.wav,"Maktabga endigina qatnayotgan paytlari qum sohilda o'ynab, dengizga tikilishni yoqtirardi"
733,967b74efb4d3fa922a2286071a1290cec2f59a35837657dca7645bdd2aa9725c8d7dd573a1f5e6deee67283b9af3b5848e9dbfadaf3fbe16985048fe92b893c2,common_voice_uz_30217066.mp3,2978a2e38475ff250c8304c7b37a9af5279a7d4ca02437477e147d4f3fc34bea,1,0,thirties,male_masculine,other,6.048,12,0.6097,Fotimaxonim birinchi kelganidan keyin Odilbekning ruxsati bilan yana bir necha bor keldi.,Fotima xonim birinchi kelganidan keyin Odilbekning ruxsati bilan yana bir necha bor keldi.,fotimaxonim birinchi kelganidan keyin odilbekning ruxsati bilan yana bir necha bor keldi,fotima xonim birinchi kelganidan keyin odilbekning ruxsati bilan yana bir necha bor keldi,0.1667,0.0114,0.9944,12,13,common_voice_uz_30217066.wav,Fotima xonim birinchi kelganidan keyin Odilbekning ruxsati bilan yana bir necha bor keldi.
3033,29521f0bc8cb44e5b27f2489c710fe399aece1878a45be1ff4949cb5482b5d9de0088af1b8b866934961fb0def694872c770bb90079c72c845bfa6f713108721,common_voice_uz_34006316.mp3,78e60cb736290de063779c9307e6e3ab4c5ef73efa0d00a0b3436250b8b6f0ec,0,0,twenties,female_feminine,other,9.288,10,0.7961,"Olijanob, mehmondo'st, daryo fe'lli odamlar yashaydigan shahardan kelyapman, dedi yo'lovchi.","Oliyjanob, mehmondo'st, daryo fe'lli odamlar yashaydigan shahardan kelyapman, dedi yo'lovchi.",olijanob mehmondo'st daryo fe'lli odamlar yashaydigan shahardan kelyapman dedi yo'lovchi,oliyjanob mehmondo'st daryo fe'lli odamlar yashaydigan shahardan kelyapman dedi yo'lovchi,0.1,0.0114,0.9944,10,10,common_voice_uz_34006316.wav,"Oliyjanob, mehmondo'st, daryo fe'lli odamlar yashaydigan shahardan kelyapman, dedi yo'lovchi."
2289,fc5cde80212a71e6fbe1ad0108555915ef45aedb86c794d6b4765a685db1bac410ef81963cfa57307fad3302432e6c4ea80493e16b018ad7b22383f355ed55ba,common_voice_uz_32132852.mp3,4b71362ec13484f36d80e857bad020bacd595d1bc8939b7857d0d044f2708cdf,0,0,,,other,6.57,11,0.5,Saudiya Arabistonida ilk bor ayol o'qituvchilar o'g'il bolalarga dars berishni boshlaydi,Saudiya Arabistonida ilk bora ayol o'qituvchilar o'g'il bolalarga dars berishni boshlaydi.,saudiya arabistonida ilk bor ayol o'qituvchilar o'g'il bolalarga dars berishni boshlaydi,saudiya arabistonida ilk bora ayol o'qituvchilar o'g'il bolalarga dars berishni boshlaydi,0.0909,0.0114,0.9944,11,11,common_voice_uz_32132852.wav,Saudiya Arabistonida ilk bora ayol o'qituvchilar o'g'il bolalarga dars berishni boshlaydi
